q_lo,q_hi,gap_lo,gap_hi,n,k,p,ci_lo,ci_hi
0.0,0.1,0.5713828983709087,4.270897661892813,1000,18,0.018,0.011415645858738454,0.02827348437854201
0.1,0.2,4.270897661892813,6.123707379660092,1000,104,0.104,0.08657073457775956,0.12446016910266174
0.2,0.30000000000000004,6.123707379660092,7.922553653491656,1000,137,0.137,0.11707278963803953,0.15970553873568002
0.30000000000000004,0.4,7.922553653491656,9.8570822649866,1000,166,0.166,0.14422509534220693,0.19033127291350202
0.4,0.5,9.8570822649866,12.177527065283932,1000,197,0.197,0.173527752304166,0.22279134823918673
0.5,0.6000000000000001,12.177527065283932,14.993430868473952,1000,215,0.215,0.19065300972996616,0.2415283224642765
0.6000000000000001,0.7000000000000001,14.993430868473952,18.58975726371412,1000,262,0.262,0.23569346615440692,0.290128137572715
0.7000000000000001,0.8,18.58975726371412,24.240574290023257,1000,334,0.334,0.30545180767687063,0.3638187226538111
0.8,0.9,24.240574290023257,34.34852870266404,1000,500,0.5,0.4690690341793595,0.5309309658206405
0.9,1.0,34.34852870266404,258.4204587511225,1000,583,0.583,0.5521788916695798,0.6131858431650794
