universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch
0,766136188,9.076606865458409,0.0,9.076606865458409,0,0,-1,-1
1,3526872806,4.8154804052203914,0.0,4.8154804052203914,0,0,-1,-1
2,1043113217,19.138262012197046,0.0,19.138262012197046,1,0,664,-1
3,3998857492,23.6304024715152,0.0,23.6304024715152,1,0,462,-1
4,779381612,61.453163490060284,0.0,61.453163490060284,1,0,454,-1
5,3108939735,22.73798470406638,0.0,22.73798470406638,1,0,282,-1
6,722890374,28.543794830767485,0.0,28.543794830767485,0,0,-1,-1
7,1378377227,14.969449823841215,0.0,14.969449823841215,0,0,-1,-1
8,3625562166,36.60968225044656,0.0,36.60968225044656,1,0,952,-1
9,1548617924,7.434995762873358,0.0,7.434995762873358,1,0,646,-1
10,2147949708,20.605190693229474,0.0,20.605190693229474,1,1,354,517
11,3495961153,28.424751808477893,0.0,28.424751808477893,1,1,917,992
12,1075473351,22.549515946716877,0.0,22.549515946716877,0,0,-1,-1
13,3837782281,8.719518544453827,0.0,8.719518544453827,0,0,-1,-1
14,3064933124,15.590819728903714,0.0,15.590819728903714,0,0,-1,-1
15,2767778661,39.50444885071594,0.0,39.50444885071594,1,1,374,508
16,3577568808,17.56459047079372,0.0,17.56459047079372,0,0,-1,-1
17,3263257456,24.866519947354405,0.0,24.866519947354405,0,0,-1,-1
18,3384790578,22.586453211973623,0.0,22.586453211973623,1,0,478,-1
19,3813146919,21.96621641489279,0.0,21.96621641489279,1,0,704,-1
20,1219650390,9.45112300238655,0.0,9.45112300238655,0,0,-1,-1
21,3694176852,14.393009323597555,0.0,14.393009323597555,1,1,463,974
22,1463964150,8.858644480073863,0.0,8.858644480073863,0,0,-1,-1
23,392828794,14.698411853582385,0.0,14.698411853582385,1,1,297,577
24,2973042663,46.401105815334326,0.0,46.401105815334326,1,1,121,671
25,2309001177,4.273815856244213,0.0,4.273815856244213,0,0,-1,-1
26,1659682920,5.567050352115638,0.0,5.567050352115638,0,0,-1,-1
27,3493588365,12.478022723523505,0.0,12.478022723523505,1,0,912,-1
28,515454506,11.004054281993595,0.0,11.004054281993595,0,0,-1,-1
29,2344109128,5.98500953052138,0.0,5.98500953052138,0,0,-1,-1
30,1574329605,4.6887307904258915,0.0,4.6887307904258915,0,0,-1,-1
31,1378606822,12.946236812649088,0.0,12.946236812649088,1,0,293,-1
32,4035304326,9.014628575908077,0.0,9.014628575908077,0,0,-1,-1
33,1022619486,28.74473090026542,0.0,28.74473090026542,0,0,-1,-1
34,1007777149,9.771707159028306,0.0,9.771707159028306,0,0,-1,-1
35,844086956,23.676588260096118,0.0,23.676588260096118,1,1,255,527
36,1734591776,10.402592349120171,0.0,10.402592349120171,0,0,-1,-1
37,1586118990,3.594316820197594,0.0,3.594316820197594,0,0,-1,-1
38,1842490502,12.385580572326184,0.0,12.385580572326184,1,1,450,840
39,3078277135,7.866055806397188,0.0,7.866055806397188,0,0,-1,-1
40,4212403129,34.702556626202956,0.0,34.702556626202956,1,0,452,-1
41,3660685052,2.2564441682197507,0.0,2.2564441682197507,0,0,-1,-1
42,3680762747,20.01403755121521,0.0,20.01403755121521,0,0,-1,-1
43,1464026296,9.938799299921161,0.0,9.938799299921161,0,0,-1,-1
44,833198618,64.30190088360568,0.0,64.30190088360568,1,0,635,-1
45,3258978142,5.047057707644234,0.0,5.047057707644234,1,0,822,-1
46,3732668099,12.238522066824288,0.0,12.238522066824288,0,0,-1,-1
47,3311416147,11.037680441903793,0.0,11.037680441903793,0,0,-1,-1
48,3925092987,3.7963936383977432,0.0,3.7963936383977432,0,0,-1,-1
49,478651268,15.987107210534319,0.0,15.987107210534319,0,0,-1,-1
50,3405602429,29.94196585983758,0.0,29.94196585983758,1,0,232,-1
51,1189797048,7.760351121922951,0.0,7.760351121922951,0,0,-1,-1
52,1222647999,24.79782696877594,0.0,24.79782696877594,1,0,647,-1
53,3354031148,38.30654320797449,0.0,38.30654320797449,1,1,388,927
54,3769198097,32.26483952986476,0.0,32.26483952986476,1,0,310,-1
55,2736162430,12.506346268841073,0.0,12.506346268841073,0,0,-1,-1
56,778248010,30.785162952831044,0.0,30.785162952831044,1,1,344,577
57,261321093,30.71523971012012,0.0,30.71523971012012,1,0,464,-1
58,3179414618,18.73377064966987,0.0,18.73377064966987,0,0,-1,-1
59,2772781861,12.671060983904816,0.0,12.671060983904816,0,0,-1,-1
60,1931618981,9.546352074640977,0.0,9.546352074640977,1,1,593,873
61,425668908,12.437812695812084,0.0,12.437812695812084,0,0,-1,-1
62,1246580884,8.67865670914652,0.0,8.67865670914652,0,0,-1,-1
63,3352963557,13.467388121856782,0.0,13.467388121856782,1,1,649,907
64,255519583,7.254645280660524,0.0,7.254645280660524,0,0,-1,-1
65,455511506,8.142250605673048,0.0,8.142250605673048,0,0,-1,-1
66,2839714088,15.912600371638485,0.0,15.912600371638485,0,0,-1,-1
67,3828312004,2.6761938509920853,0.0,2.6761938509920853,0,0,-1,-1
68,567558607,8.259642129237335,0.0,8.259642129237335,1,1,431,511
69,3798781475,13.853499930145615,0.0,13.853499930145615,1,0,487,-1
70,3458731042,49.404615408801654,0.0,49.404615408801654,1,1,143,416
71,3641893290,5.3290183715986945,0.0,5.3290183715986945,0,0,-1,-1
72,3377130263,8.022461454421176,0.0,8.022461454421176,0,0,-1,-1
73,3594306413,13.962775953101335,0.0,13.962775953101335,1,0,725,-1
74,1515168202,11.599433414972822,0.0,11.599433414972822,1,0,325,-1
75,3010371683,1.5855679441559007,0.0,1.5855679441559007,0,0,-1,-1
76,864806218,11.538586456475338,0.0,11.538586456475338,0,0,-1,-1
77,476753145,17.53263379594205,0.0,17.53263379594205,0,0,-1,-1
78,1197518827,12.170657085001475,0.0,12.170657085001475,0,0,-1,-1
79,2615359075,16.76352831803254,0.0,16.76352831803254,0,0,-1,-1
80,2644529313,15.043066305895021,0.0,15.043066305895021,1,0,627,-1
81,1633658301,10.428534733458873,0.0,10.428534733458873,0,0,-1,-1
82,962941817,13.794283778007635,0.0,13.794283778007635,1,1,424,749
83,1949624484,7.718687904964564,0.0,7.718687904964564,0,0,-1,-1
84,1082960574,8.470898042975827,0.0,8.470898042975827,0,0,-1,-1
85,1051931771,38.86799061549683,0.0,38.86799061549683,1,1,262,359
86,3341350328,26.206235427916294,0.0,26.206235427916294,1,0,304,-1
87,3428508301,61.48502186663158,0.0,61.48502186663158,1,1,244,412
88,2542283310,9.724989885440484,0.0,9.724989885440484,0,0,-1,-1
89,1728632697,8.83092984826903,0.0,8.83092984826903,0,0,-1,-1
90,3174380333,12.383103191076037,0.0,12.383103191076037,0,0,-1,-1
91,232220095,8.194300458876764,0.0,8.194300458876764,0,0,-1,-1
92,849829937,20.164957605032125,0.0,20.164957605032125,1,1,461,844
93,3257699689,16.49660677588671,0.0,16.49660677588671,0,0,-1,-1
94,1767727499,8.479866596246852,0.0,8.479866596246852,0,0,-1,-1
95,379870036,8.906829889936478,0.0,8.906829889936478,0,0,-1,-1
96,2477975033,18.357150217452116,0.0,18.357150217452116,1,1,555,675
97,2690502992,6.255283851888844,0.0,6.255283851888844,0,0,-1,-1
98,3918791706,17.225140604254243,0.0,17.225140604254243,1,0,561,-1
99,541575378,20.766488370919408,0.0,20.766488370919408,1,0,722,-1
100,4184854781,11.013209170880344,0.0,11.013209170880344,0,0,-1,-1
101,2073598050,11.64861936921397,0.0,11.64861936921397,0,0,-1,-1
102,2010087485,28.712626542614647,0.0,28.712626542614647,0,0,-1,-1
103,2382281147,9.749862065039174,0.0,9.749862065039174,0,0,-1,-1
104,3862661784,20.112885192176304,0.0,20.112885192176304,0,0,-1,-1
105,2647451726,27.206044354395736,0.0,27.206044354395736,1,1,294,495
106,1560241373,19.504681624653507,0.0,19.504681624653507,1,0,744,-1
107,2536564432,61.24740690094176,0.0,61.24740690094176,1,1,506,655
108,2494320080,9.30730603146604,0.0,9.30730603146604,0,0,-1,-1
109,3256076217,19.050674889293184,0.0,19.050674889293184,1,1,321,519
110,2170780277,5.7128147322576455,0.0,5.7128147322576455,1,0,304,-1
111,510864196,4.564749909940926,0.0,4.564749909940926,0,0,-1,-1
112,1809584031,5.740747768433191,0.0,5.740747768433191,1,0,913,-1
113,484234356,17.554682930742384,0.0,17.554682930742384,1,0,482,-1
114,1596830214,27.052021234866036,0.0,27.052021234866036,0,0,-1,-1
115,2902349924,23.868005330035526,0.0,23.868005330035526,0,0,-1,-1
116,3754287403,4.634836852586632,0.0,4.634836852586632,0,0,-1,-1
117,1161811057,78.67662074017004,0.0,78.67662074017004,1,0,591,-1
118,1235440981,12.28085685638845,0.0,12.28085685638845,0,0,-1,-1
119,771779104,10.420532390678746,0.0,10.420532390678746,0,0,-1,-1
120,2247190091,10.047389410488371,0.0,10.047389410488371,1,0,667,-1
121,3874167707,6.826557346679531,0.0,6.826557346679531,0,0,-1,-1
122,4036576300,13.285325846497967,0.0,13.285325846497967,1,0,784,-1
123,1759496496,7.581782994561042,0.0,7.581782994561042,0,0,-1,-1
124,3469558090,41.80372407034403,0.0,41.80372407034403,1,1,20,802
125,3649197783,7.11355462474103,0.0,7.11355462474103,1,0,936,-1
126,132954852,1.80277638784944,0.0,1.80277638784944,0,0,-1,-1
127,2646260867,21.592084041973443,0.0,21.592084041973443,0,0,-1,-1
128,3084685024,83.84672919185584,0.0,83.84672919185584,1,0,464,-1
129,345999654,19.977266433000317,0.0,19.977266433000317,1,0,427,-1
130,1736032054,7.635018360079537,0.0,7.635018360079537,0,0,-1,-1
131,3030194538,8.697109025441351,0.0,8.697109025441351,1,0,793,-1
132,365241890,8.15478055321003,0.0,8.15478055321003,0,0,-1,-1
133,1075224405,17.331898082766056,0.0,17.331898082766056,0,0,-1,-1
134,1187991301,4.780280754822681,0.0,4.780280754822681,0,0,-1,-1
135,944518499,9.083180136004238,0.0,9.083180136004238,0,0,-1,-1
136,2222598022,34.92615043056221,0.0,34.92615043056221,1,0,287,-1
137,333338383,15.861342568969427,0.0,15.861342568969427,1,0,863,-1
138,299997011,12.260672386365774,0.0,12.260672386365774,1,1,781,930
139,3582287564,2.3565378657280216,0.0,2.3565378657280216,0,0,-1,-1
140,3053892886,34.817329930270084,0.0,34.817329930270084,0,0,-1,-1
141,3066495901,11.9289148503332,0.0,11.9289148503332,1,0,736,-1
142,558748477,12.870087708959318,0.0,12.870087708959318,1,0,661,-1
143,161967874,15.955192905947,0.0,15.955192905947,0,0,-1,-1
144,3953541064,17.75135098725108,0.0,17.75135098725108,1,0,634,-1
145,4157955594,65.00697511380122,0.0,65.00697511380122,1,1,304,718
146,1702631247,12.160189680746944,0.0,12.160189680746944,1,1,750,983
147,712326114,19.60746826989631,0.0,19.60746826989631,0,0,-1,-1
148,1111115171,8.380009442279661,0.0,8.380009442279661,1,0,718,-1
149,920724333,6.249079787311935,0.0,6.249079787311935,1,0,722,-1
150,550231584,38.845500928993474,0.0,38.845500928993474,1,0,719,-1
151,1369376790,15.808696899091652,0.0,15.808696899091652,0,0,-1,-1
152,971610345,7.368950081216818,0.0,7.368950081216818,1,0,247,-1
153,2983275095,9.015763841149191,0.0,9.015763841149191,1,1,269,563
154,4070972952,1.4900364653315326,0.0,1.4900364653315326,1,1,715,911
155,1814163468,26.52201473629993,0.0,26.52201473629993,1,0,684,-1
156,2308012180,7.097783303496757,0.0,7.097783303496757,1,0,992,-1
157,1826959862,15.609616445595732,0.0,15.609616445595732,1,1,553,794
158,1655117715,18.73394785949926,0.0,18.73394785949926,0,0,-1,-1
159,4271767745,9.941790280258815,0.0,9.941790280258815,0,0,-1,-1
160,2310797404,7.136478343519482,0.0,7.136478343519482,1,0,459,-1
161,3220239308,14.895152478983626,0.0,14.895152478983626,0,0,-1,-1
162,955724245,20.222814581184696,0.0,20.222814581184696,0,0,-1,-1
163,231063291,13.605765637496665,0.0,13.605765637496665,0,0,-1,-1
164,2353679777,6.682685017280303,0.0,6.682685017280303,0,0,-1,-1
165,3262860781,12.620134974368575,0.0,12.620134974368575,0,0,-1,-1
166,3473332565,5.5058549892083075,0.0,5.5058549892083075,1,0,649,-1
167,653964640,16.01676858660965,0.0,16.01676858660965,1,0,794,-1
168,1909315479,16.67960434109702,0.0,16.67960434109702,0,0,-1,-1
169,3324563145,13.791605142802315,0.0,13.791605142802315,1,0,794,-1
170,1255469105,11.449298681284535,0.0,11.449298681284535,0,0,-1,-1
171,3286159804,8.197532861564127,0.0,8.197532861564127,0,0,-1,-1
172,3306506249,23.90566231700094,0.0,23.90566231700094,1,0,309,-1
173,1056083164,9.942149648537102,0.0,9.942149648537102,0,0,-1,-1
174,980486442,60.76837509824694,0.0,60.76837509824694,0,0,-1,-1
175,2477382556,15.223876168530802,0.0,15.223876168530802,0,0,-1,-1
176,350685277,15.219730113831055,0.0,15.219730113831055,1,0,589,-1
177,2851221471,6.535593893278544,0.0,6.535593893278544,0,0,-1,-1
178,3157992631,15.37256824611148,0.0,15.37256824611148,1,0,970,-1
