epoch,A,I_track
0,20.211443985821795,0.0
1,20.8503167894239,0.0
2,20.937951982482396,0.0
3,20.447122137345712,0.0
4,21.253601134703956,0.0
5,22.494548094991035,0.0
6,23.300845118030622,0.0
7,24.601444162453966,0.0
8,25.6556679393852,0.0
9,25.712120254599174,0.0
10,25.985410991847754,0.0
11,25.286002939858072,0.0
12,25.87651798385544,0.0
13,27.127371251229818,0.0
14,27.825601486071903,0.0
15,27.88108322219896,0.0
16,28.977288800069292,0.0
17,29.023265511684738,0.0
18,28.442972741592435,0.0
19,27.551252802222667,0.0
20,28.548983134997115,0.0
21,30.026372360680874,0.0
22,31.36676727732291,0.0
23,33.48991640812413,0.0
24,33.429669171449575,0.0
25,33.47587258099433,0.0
26,34.979269252503336,0.0
27,35.31475316506648,0.0
28,35.26213179284239,0.0
29,35.06340380984829,0.0
30,36.13001532895036,0.0
31,36.179281945378165,0.0
32,36.04421047227726,0.0
33,36.86298528994922,0.0
34,39.11075480120645,0.0
35,39.45713990635547,0.0
36,36.03642324853436,0.0
37,35.74605992977326,0.0
38,36.34311093896124,0.0
39,36.90732560778877,0.0
40,38.06087507817435,0.0
41,38.746001571872675,0.0
42,40.16607937283598,0.0
43,41.56942588227701,0.0
44,41.9669405526848,0.0
45,42.474065839945595,0.0
46,42.76095022701301,0.0
47,42.713830426131906,0.0
48,42.49414501419598,0.0
49,43.55386777111067,0.0
50,43.018804073562976,0.0
51,43.87185116302886,0.0
52,44.40575935603605,0.0
53,45.59991806969097,0.0
54,47.28556781057523,0.0
55,49.133546336881686,0.0
56,50.1197748888173,0.0
57,50.106081425913224,0.0
58,50.72851006536172,0.0
59,50.19642480529943,0.0
60,50.115284587549766,0.0
61,51.13697456327797,0.0
62,50.92525214722827,0.0
63,51.219223343817006,0.0
64,52.58102376397669,0.0
65,52.86662988993789,0.0
66,53.60728545406518,0.0
67,54.08901430973169,0.0
68,54.50311047285196,0.0
69,55.97518210658748,0.0
70,56.01570469068765,0.0
71,56.1212338424112,0.0
72,56.71862482016293,0.0
73,57.54209066414985,0.0
74,57.54403475534146,0.0
75,57.56802084017115,0.0
76,58.42316816501631,0.0
77,60.1197785862022,0.0
78,60.7732043596379,0.0
79,61.52904154090423,0.0
80,61.811788189860884,0.0
81,61.73913682372342,0.0
82,62.588324402435475,0.0
83,62.26835434173349,0.0
84,63.15876419602627,0.0
85,64.20800301987951,0.0
86,66.00733278588291,0.0
87,66.80397871027729,0.0
88,68.19494988622753,0.0
89,67.03781333282159,0.0
90,66.6723962727627,0.0
91,67.46427310477877,0.0
92,68.79276644777934,0.0
93,68.14270803873232,0.0
94,68.49233774442446,0.0
95,68.7563107640921,0.0
96,68.64243261965228,0.0
97,68.166344925015,0.0
98,68.47251426865961,0.0
99,68.31769126728244,0.0
100,70.35749799284005,0.0
101,70.80335096765752,0.0
102,71.48847721627445,0.0
103,71.85087521000854,0.0
104,72.88198916084114,0.0
105,72.2960365272737,0.0
106,73.50144247864056,0.0
107,73.64936505838126,0.0
108,74.46897840933048,0.0
109,72.95324515038331,0.0
110,73.78359504850074,0.0
111,73.81024795812857,0.0
112,73.78708548315103,0.0
113,73.44653689392757,0.0
114,73.77970467696102,0.0
