a_scale_factor,I_parameter
0.2666666666666667,0.9999579304388746
0.2676576576576577,0.9999559903592976
0.2686486486486487,0.9999539745458338
0.26963963963963966,0.9999518805979323
0.27063063063063064,0.9999497060574417
0.2716216216216216,0.9999474484077003
0.27261261261261266,0.9999451050726182
0.27360360360360364,0.9999426734157538
0.2745945945945946,0.9999401507393828
0.2755855855855856,0.9999375342835611
0.2765765765765766,0.9999348212251804
0.2775675675675676,0.9999320086770163
0.2785585585585586,0.9999290936867705
0.2795495495495496,0.9999260732361057
0.28054054054054056,0.999922944239672
0.28153153153153154,0.9999197035441283
0.2825225225225225,0.9999163479271543
0.28351351351351356,0.9999128740964568
0.28450450450450454,0.9999092786887668
0.2854954954954955,0.999905558268831
0.2864864864864865,0.9999017093283937
0.2874774774774775,0.9998977282851724
0.2884684684684685,0.9998936114818244
0.2894594594594595,0.999889355184906
0.2904504504504505,0.9998849555838232
0.29144144144144146,0.9998804087897747
0.29243243243243244,0.9998757108346858
0.2934234234234235,0.9998708576701341
0.29441441441441446,0.9998658451662664
0.29540540540540544,0.999860669110707
0.2963963963963964,0.9998553252074566
0.2973873873873874,0.9998498090757825
0.2983783783783784,0.9998441162490992
0.2993693693693694,0.9998382421738399
0.3003603603603604,0.9998321822083175
0.3013513513513514,0.9998259316215772
0.30234234234234236,0.9998194855922378
0.30333333333333334,0.9998128392073234
0.3043243243243244,0.9998059874610853
0.30531531531531536,0.9997989252538124
0.30630630630630634,0.9997916473906313
0.3072972972972973,0.9997841485802957
0.3082882882882883,0.9997764234339653
0.3092792792792793,0.9997684664639713
0.3102702702702703,0.9997602720825738
0.3112612612612613,0.9997518346007043
0.3122522522522523,0.9997431482266986
0.31324324324324326,0.9997342070650168
0.31423423423423424,0.9997250051149518
0.3152252252252253,0.9997155362693243
0.31621621621621626,0.9997057943131668
0.31720720720720724,0.9996957729223939
0.3181981981981982,0.9996854656624609
0.3191891891891892,0.9996748659870082
0.3201801801801802,0.9996639672364932
0.3211711711711712,0.9996527626368097
0.3221621621621622,0.9996412452978946
0.3231531531531532,0.9996294082123186
0.32414414414414416,0.9996172442538649
0.32513513513513514,0.9996047461760978
0.3261261261261262,0.9995919066109126
0.32711711711711716,0.9995787180670752
0.32810810810810814,0.9995651729287482
0.3290990990990991,0.9995512634540021
0.3300900900900901,0.9995369817733156
0.3310810810810811,0.9995223198880626
0.3320720720720721,0.9995072696689846
0.3330630630630631,0.9994918228546503
0.3340540540540541,0.9994759710499068
0.33504504504504506,0.9994597057243152
0.33603603603603605,0.9994430182105757
0.3370270270270271,0.999425899702942
0.33801801801801806,0.9994083412556242
0.33900900900900904,0.9993903337811818
0.34,0.9993718680489083
0.340990990990991,0.9993529346832111
0.34198198198198204,0.9993335241619707
0.342972972972973,0.9993136268149068
0.343963963963964,0.9992932328219365
0.344954954954955,0.9992723322115177
0.34594594594594597,0.9992509148590009
0.34693693693693695,0.9992289704849747
0.347927927927928,0.9992064886536042
0.34891891891891896,0.9991834587709848
0.34990990990990994,0.9991598700834851
0.3509009009009009,0.9991357116760936
0.3518918918918919,0.9991109724707918
0.35288288288288294,0.9990856412249131
0.3538738738738739,0.9990597065295184
0.3548648648648649,0.9990331568077924
0.3558558558558559,0.9990059803134597
0.35684684684684687,0.9989781651292026
0.35783783783783785,0.9989496991651098
0.3588288288288289,0.9989205701571642
0.35981981981981986,0.9988907656657411
0.36081081081081084,0.998860273074136
0.3618018018018018,0.9988290795871559
0.3627927927927928,0.9987971722297239
0.36378378378378384,0.9987645378455411
0.3647747747747748,0.9987311630958008
0.3657657657657658,0.9986970344579414
0.3667567567567568,0.9986621382244852
0.36774774774774777,0.9986264605019088
0.36873873873873875,0.9985899872096236
0.3697297297297298,0.9985527040789964
0.37072072072072076,0.9985145966524658
0.37171171171171175,0.998475650282767
0.3727027027027027,0.9984358501322064
0.3736936936936937,0.9983951811720926
0.37468468468468474,0.9983536281822315
0.3756756756756757,0.9983111757505554
0.3766666666666667,0.9982678082728851
0.3776576576576577,0.9982235099528121
0.37864864864864867,0.9981782648017166
0.37963963963963965,0.9981320566389261
0.3806306306306307,0.9980848690920648
0.38162162162162167,0.9980366855975383
0.38261261261261265,0.9979874894011617
0.3836036036036036,0.9979372635590477
0.3845945945945946,0.997885990938598
0.38558558558558564,0.9978336542197406
0.3865765765765766,0.9977802358963817
0.3875675675675676,0.997725718277988
0.3885585585585586,0.9976700834915473
0.38954954954954957,0.9976133134836179
0.39054054054054055,0.9975553900225872
0.3915315315315316,0.997496294701407
0.39252252252252257,0.9974360089403558
0.39351351351351355,0.9973745139900291
0.3945045045045045,0.9973117909349019
0.3954954954954955,0.9972478206968056
0.39648648648648654,0.997182584038868
0.3974774774774775,0.9971160615697565
0.3984684684684685,0.9970482337481263
0.3994594594594595,0.9969790808873488
0.40045045045045047,0.9969085831606318
0.4014414414414415,0.9968367206063466
0.4024324324324325,0.9967634731336604
0.40342342342342347,0.9966888205285352
0.40441441441441445,0.9966127424598655
0.40540540540540543,0.9965352184860271
0.4063963963963964,0.9964562280616968
0.40738738738738745,0.9963757505448987
0.4083783783783784,0.9962937652044215
0.4093693693693694,0.9962102512274161
0.4103603603603604,0.9961251877269497
0.41135135135135137,0.9960385537506184
0.4123423423423424,0.9959503282884974
0.4133333333333334,0.9958604902815824
0.41432432432432437,0.9957690186308862
0.41531531531531535,0.9956758922059429
0.41630630630630633,0.9955810898540189
0.4172972972972973,0.9954845904092066
0.41828828828828835,0.9953863727016118
0.4192792792792793,0.995286415566597
0.4202702702702703,0.9951846978547829
0.4212612612612613,0.9950811984404327
0.42225225225225227,0.9949758962311411
0.4232432432432433,0.9948687701778739
0.4242342342342343,0.9947597992830369
0.42522522522522527,0.9946489626102551
0.42621621621621625,0.9945362392932988
0.42720720720720723,0.9944216085443817
0.4281981981981982,0.9943050496629345
0.42918918918918925,0.9941865420440182
0.4301801801801802,0.9940660651856865
0.4311711711711712,0.9939435986968178
0.4321621621621622,0.9938191223041725
0.43315315315315317,0.9936926158587241
0.4341441441441442,0.9935640593424865
0.4351351351351352,0.9934334328738813
0.43612612612612617,0.9933007167124224
0.43711711711711715,0.9931658912631655
0.43810810810810813,0.993028937081444
0.4390990990990991,0.9928898348753397
0.44009009009009015,0.9927485655075705
0.44108108108108113,0.9926051099982687
0.4420720720720721,0.9924594495252022
0.4430630630630631,0.9923115654244175
0.44405405405405407,0.9921614391888968
0.4450450450450451,0.9920090524675141
0.4460360360360361,0.9918543870626693
0.44702702702702707,0.9916974249264121
0.44801801801801805,0.9915381481576683
0.44900900900900903,0.9913765389961063
0.45000000000000007,0.991212579816519
0.45099099099099105,0.9910462531225074
0.45198198198198203,0.990877541538623
0.452972972972973,0.9907064278024554
0.453963963963964,0.9905328947546624
0.45495495495495497,0.9903569253297735
0.455945945945946,0.9901785025452059
0.456936936936937,0.9899976094893166
0.45792792792792797,0.9898142293100191
0.45891891891891895,0.9896283452016392
0.45990990990990993,0.9894399403916643
0.46090090090090097,0.9892489981262895
0.46189189189189195,0.9890555016564762
0.46288288288288293,0.9888594342232557
0.4638738738738739,0.9886607790419384
0.4648648648648649,0.9884595192870615
0.46585585585585587,0.98825563807602
0.4668468468468469,0.9880491184533928
0.4678378378378379,0.9878399433750797
0.46882882882882887,0.9876280956912897
0.46981981981981985,0.9874135581316503
0.47081081081081083,0.9871963132882554
0.47180180180180187,0.9869763435997183
0.47279279279279285,0.9867536313363121
0.47378378378378383,0.986528158583918
0.4747747747747748,0.9862999072295292
0.4757657657657658,0.9860688589466918
0.47675675675675677,0.9858349951812314
0.4777477477477478,0.9855982971382584
0.4787387387387388,0.9853587457692513
0.47972972972972977,0.9851163217594314
0.48072072072072075,0.9848710055174319
0.48171171171171173,0.9846227771642982
0.48270270270270277,0.9843716165230191
0.48369369369369375,0.98411750311126
0.48468468468468473,0.9838604161317103
0.4856756756756757,0.9836003344665525
0.4866666666666667,0.9833372366711831
0.4876576576576577,0.983071100968145
0.4886486486486487,0.9828019052449417
0.4896396396396397,0.9825296270498384
0.49063063063063067,0.9822542435900742
0.49162162162162165,0.9819757317319733
0.49261261261261263,0.9816940680006121
0.49360360360360367,0.9814092285812888
0.49459459459459465,0.9811211893217071
0.49558558558558563,0.9808299257350482
0.4965765765765766,0.9805354130053895
0.4975675675675676,0.9802376259928174
0.49855855855855863,0.9799365392395878
0.4995495495495496,0.9796321269773871
0.5005405405405405,0.9793243631360632
0.5015315315315315,0.9790132213519441
0.5025225225225225,0.9786986749795976
0.5035135135135135,0.9783806971012479
0.5045045045045046,0.9780592605377718
0.5054954954954956,0.9777343378639144
0.5064864864864865,0.9774059014182538
0.5074774774774775,0.9770739233180038
0.5084684684684685,0.9767383754741737
0.5094594594594595,0.9763992296054937
0.5104504504504505,0.9760564572543698
0.5114414414414414,0.9757100298008374
0.5124324324324325,0.9753599184816065
0.5134234234234235,0.9750060944050251
0.5144144144144145,0.9746485285666113
0.5154054054054055,0.974287191869702
0.5163963963963965,0.9739220551394995
0.5173873873873874,0.9735530891409486
0.5183783783783784,0.973180264598586
0.5193693693693694,0.9728035522122788
0.5203603603603604,0.9724229226740742
0.5213513513513514,0.9720383466873427
0.5223423423423423,0.9716497949853191
0.5233333333333334,0.9712572383454243
0.5243243243243244,0.9708606476089162
0.5253153153153154,0.9704599936981902
0.5263063063063064,0.9700552476323028
0.5272972972972974,0.9696463805438391
0.5282882882882883,0.9692333636964539
0.5292792792792793,0.9688161685014045
0.5302702702702703,0.9683947665296246
0.5312612612612613,0.9679691295312384
0.5322522522522523,0.9675392294504936
0.5332432432432432,0.9671050384365232
0.5342342342342343,0.9666665288615721
0.5352252252252253,0.9662236733330718
0.5362162162162163,0.9657764447068562
0.5372072072072073,0.9653248161009381
0.5381981981981983,0.9648687609070756
0.5391891891891892,0.9644082528034643
0.5401801801801802,0.9639432657649906
0.5411711711711712,0.9634737740759078
0.5421621621621622,0.9629997523393673
0.5431531531531532,0.9625211754864331
0.5441441441441441,0.9620380187873565
0.5451351351351352,0.9615502578598201
0.5461261261261262,0.9610578686775145
0.5471171171171172,0.960560827577586
0.5481081081081082,0.9600591112684539
0.5490990990990992,0.9595526968374987
0.5500900900900901,0.9590415617570046
0.5510810810810811,0.9585256838903004
0.5520720720720721,0.958005041497745
0.5530630630630631,0.9574796132414037
0.5540540540540541,0.9569493781904036
0.555045045045045,0.9564143158252543
0.5560360360360361,0.9558744060406793
0.5570270270270271,0.9553296291513261
0.5580180180180181,0.9547799658935653
0.5590090090090091,0.9542253974276141
0.56,0.9536659053418873
0.560990990990991,0.9531014716537782
0.561981981981982,0.9525320788113126
0.562972972972973,0.9519577096957429
0.563963963963964,0.9513783476220049
0.564954954954955,0.9507939763396562
0.5659459459459459,0.9502045800337304
0.566936936936937,0.9496101433250879
0.567927927927928,0.9490106512700126
0.568918918918919,0.9484060893612493
0.56990990990991,0.9477964435274039
0.570900900900901,0.9471817001310345
0.5718918918918919,0.9465618459704307
0.5728828828828829,0.9459368682771854
0.5738738738738739,0.9453067547152003
0.5748648648648649,0.9446714933807995
0.5758558558558559,0.944031072800156
0.576846846846847,0.9433854819288322
0.5778378378378379,0.9427347101499527
0.5788288288288289,0.9420787472728339
0.5798198198198199,0.9414175835307994
0.5808108108108109,0.9407512095809485
0.5818018018018019,0.9400796165009904
0.5827927927927928,0.9394027957873603
0.5837837837837838,0.9387207393546636
0.5847747747747748,0.9380334395329268
0.5857657657657658,0.9373408890656909
0.5867567567567568,0.9366430811083476
0.5877477477477479,0.9359400092263421
0.5887387387387388,0.9352316673922518
0.5897297297297298,0.9345180499853522
0.5907207207207208,0.9337991517888689
0.5917117117117118,0.9330749679878322
0.5927027027027028,0.9323454941674804
0.5936936936936937,0.9316107263115592
0.5946846846846847,0.9308706608004429
0.5956756756756757,0.9301252944088293
0.5966666666666667,0.9293746243044031
0.5976576576576577,0.9286186480457042
0.5986486486486488,0.9278573635808229
0.5996396396396397,0.9270907692455566
0.6006306306306307,0.9263188637615334
0.6016216216216217,0.9255416462346879
0.6026126126126127,0.9247591161537266
0.6036036036036037,0.9239712733887426
0.6045945945945946,0.9231781181896181
0.6055855855855856,0.9223796511841547
0.6065765765765766,0.9215758733769872
0.6075675675675676,0.9207667861485559
0.6085585585585586,0.9199523912530594
0.6095495495495497,0.9191326908176422
0.6105405405405406,0.9183076873409642
0.6115315315315316,0.9174773836918423
0.6125225225225226,0.9166417831079702
0.6135135135135136,0.9158008891951129
0.6145045045045046,0.9149547059257709
0.6154954954954955,0.914103237637805
0.6164864864864865,0.9132464890337065
0.6174774774774775,0.9123844651791116
0.6184684684684685,0.9115171715021372
0.6194594594594595,0.9106446137921089
0.6204504504504506,0.9097667981986068
0.6214414414414415,0.9088837312302438
0.6224324324324325,0.9079954197540651
0.6234234234234235,0.9071018709940989
0.6244144144144145,0.9062030925306432
0.6254054054054055,0.9052990922991291
0.6263963963963964,0.9043898785891171
0.6273873873873874,0.9034754600435747
0.6283783783783784,0.9025558456574134
0.6293693693693694,0.9016310447767465
0.6303603603603604,0.9007010670978174
0.6313513513513515,0.8997659226661738
0.6323423423423424,0.8988256218751898
0.6333333333333334,0.8978801754652365
0.6343243243243244,0.8969295945226553
0.6353153153153154,0.8959738904785721
0.6363063063063064,0.8950130751078337
0.6372972972972973,0.8940471605276155
0.6382882882882883,0.8930761591965484
0.6392792792792793,0.8921000839134027
0.6402702702702703,0.8911189478157177
0.6412612612612613,0.8901327643787836
0.6422522522522524,0.8891415474140866
0.6432432432432433,0.8881453110679339
0.6442342342342343,0.8871440698204569
0.6452252252252253,0.8861378384839117
0.6462162162162163,0.8851266322011344
0.6472072072072073,0.8841104664442553
0.6481981981981982,0.8830893570130647
0.6491891891891892,0.882063320033431
0.6501801801801802,0.8810323719558655
0.6511711711711712,0.8799965295535475
0.6521621621621622,0.8789558099207241
0.6531531531531533,0.8779102304711889
0.6541441441441442,0.876859808936173
0.6551351351351352,0.8758045633626338
0.6561261261261262,0.8747445121114419
0.6571171171171172,0.8736796738553539
0.6581081081081082,0.872610067576867
0.6590990990990991,0.8715357125665476
0.6600900900900901,0.8704566284207745
0.6610810810810811,0.8693728350395038
0.6620720720720721,0.8682843526242351
0.6630630630630631,0.8671912016757266
0.6640540540540542,0.8660934029918126
0.6650450450450451,0.8649909776650471
0.6660360360360361,0.863883947080234
0.6670270270270271,0.8627723329121724
0.6680180180180181,0.8616561571232104
0.6690090090090091,0.8605354419605348
0.67,0.8594102099539106
0.670990990990991,0.8582804839129684
0.671981981981982,0.8571462869244051
0.672972972972973,0.8560076423496303
0.6739639639639641,0.8548645738218282
0.674954954954955,0.8537171052431816
0.675945945945946,0.85256526078231
0.676936936936937,0.8514090648711441
0.677927927927928,0.8502485422020306
0.678918918918919,0.8490837177251885
0.67990990990991,0.8479146166453605
0.6809009009009009,0.8467412644188567
0.6818918918918919,0.8455636867507892
0.6828828828828829,0.8443819095916578
0.6838738738738739,0.8431959591344831
0.684864864864865,0.8420058618116139
0.685855855855856,0.8408116442914016
0.6868468468468469,0.8396133334751433
0.6878378378378379,0.838410956493923
0.6888288288288289,0.8372045407050855
0.6898198198198199,0.8359941136890514
0.6908108108108109,0.8347797032462225
0.6918018018018018,0.8335613373932131
0.6927927927927928,0.8323390443597186
0.6937837837837838,0.8311128525851013
0.6947747747747748,0.8298827907148666
0.6957657657657659,0.8286488875973472
0.6967567567567569,0.827411172280012
0.6977477477477478,0.8261696740061668
0.6987387387387388,0.824924422211259
0.6997297297297298,0.823675446519522
0.7007207207207208,0.8224227767404028
0.7017117117117118,0.821166442864689
0.7027027027027027,0.8199064750611739
0.7036936936936937,0.8186429036731604
0.7046846846846847,0.8173757592146863
0.7056756756756757,0.8161050723666817
0.7066666666666668,0.8148308739735787
0.7076576576576578,0.8135531950397531
0.7086486486486487,0.8122720667256264
0.7096396396396397,0.8109875203439975
0.7106306306306307,0.8096995873564864
0.7116216216216217,0.8084082993696564
0.7126126126126127,0.8071136881315075
0.7136036036036036,0.8058157855278276
0.7145945945945946,0.8045146235779861
0.7155855855855856,0.8032102344318262
0.7165765765765766,0.8019026503657277
0.7175675675675677,0.8005919037786493
0.7185585585585587,0.7992780271887746
0.7195495495495496,0.7979610532294994
0.7205405405405406,0.7966410146459475
0.7215315315315316,0.7953179442911418
0.7225225225225226,0.7939918751221335
0.7235135135135136,0.7926628401966367
0.7245045045045045,0.7913308726690864
0.7254954954954955,0.7899960057868518
0.7264864864864865,0.7886582728868978
0.7274774774774775,0.7873177073916785
0.7284684684684686,0.7859743428057504
0.7294594594594596,0.784628212712069
0.7304504504504505,0.7832793507679883
0.7314414414414415,0.7819277907021631
0.7324324324324325,0.7805735663106461
0.7334234234234235,0.7792167114529738
0.7344144144144145,0.7778572600490358
0.7354054054054054,0.7764952460752053
0.7363963963963964,0.7751307035607087
0.7373873873873874,0.7737636665842208
0.7383783783783784,0.7723941692702178
0.7393693693693695,0.7710222457855339
0.7403603603603605,0.769647930335449
0.7413513513513514,0.7682712571607466
0.7423423423423424,0.7668922605339414
0.7433333333333334,0.7655109747555909
0.7443243243243244,0.7641274341511697
0.7453153153153154,0.7627416730675974
0.7463063063063063,0.7613537258697551
0.7472972972972973,0.7599636269369872
0.7482882882882883,0.7585714106599197
0.7492792792792793,0.7571771114368494
0.7502702702702704,0.7557807636707495
0.7512612612612614,0.754382401765917
0.7522522522522523,0.7529820601242824
0.7532432432432433,0.7515797731427208
0.7542342342342343,0.7501755752094029
0.7552252252252253,0.7487695007006263
0.7562162162162163,0.7473615839779667
0.7572072072072072,0.745951859384855
0.7581981981981982,0.7445403612433752
0.7591891891891892,0.7431271238513293
0.7601801801801802,0.7417121814791233
0.7611711711711713,0.7402955683665738
0.7621621621621623,0.7388773187202814
0.7631531531531532,0.7374574667101026
0.7641441441441442,0.7360360464664848
0.7651351351351352,0.7346130920776721
0.7661261261261262,0.7331886375863479
0.7671171171171172,0.7317627169872989
0.7681081081081081,0.7303353642241556
0.7690990990990991,0.7289066131865717
0.7700900900900901,0.7274764977079453
0.7710810810810811,0.7260450515620086
0.7720720720720722,0.7246123084604839
0.7730630630630632,0.7231783020501966
0.7740540540540541,0.7217430659106481
0.7750450450450451,0.7203066335512964
0.7760360360360361,0.7188690384085721
0.7770270270270271,0.7174303138439551
0.7780180180180181,0.7159904931409726
0.779009009009009,0.7145496095029249
0.78,0.7131076960502722
0.780990990990991,0.7116647858181319
0.7819819819819821,0.7102209117542095
0.7829729729729731,0.7087761067162127
0.7839639639639641,0.7073304034691675
0.784954954954955,0.7058838346836592
0.785945945945946,0.7044364329333775
0.786936936936937,0.7029882306927425
0.787927927927928,0.7015392603349166
0.788918918918919,0.7000895541292381
0.78990990990991,0.6986391442395669
0.7909009009009009,0.6971880627217294
0.7918918918918919,0.6957363415217229
0.792882882882883,0.6942840124737789
0.793873873873874,0.692831107297838
0.794864864864865,0.6913776575981798
0.7958558558558559,0.6899236948611154
0.7968468468468469,0.6884692504529274
0.7978378378378379,0.687014355618605
0.7988288288288289,0.6855590414794808
0.7998198198198199,0.6841033390314856
0.8008108108108108,0.6826472791434144
0.8018018018018018,0.6811908925552498
0.8027927927927928,0.6797342098765696
0.8037837837837839,0.6782772615845535
