z_dimensionless,S8_dimensionless,D_growth_factor,rho_DE_normalized,I_parameter,E_parameter
1.0101010101010102,0.7787167125684841,0.606326916470191,0.6955003727943957,0.9829591800861579,1.8042661799022517
1.0606060606060606,0.767925827905981,0.5931962862396054,0.6943192273090575,0.9859505872877724,1.857977434791548
1.1111111111111112,0.7570962153589861,0.5804827975624138,0.692921455473972,0.9884034720089484,1.9127240325815478
1.1616161616161615,0.7462635657328277,0.5681947093931509,0.6913782604608256,0.990416378808927,1.968499671220835
1.2121212121212122,0.7354583325204705,0.556305820894953,0.6897674810788952,0.9920698389558206,2.025298809640358
1.2626262626262625,0.724707458208822,0.5435386981963632,0.6881610661129448,0.993429549319411,2.083113586711527
1.3131313131313131,0.7140352545319217,0.5322022151158793,0.6866166935062277,0.9945490507974992,2.141932209868489
1.3636363636363635,0.7034636222180343,0.5212223563706587,0.6851744672017698,0.9954719585769416,2.2017387751318473
1.4141414141414141,0.6930120557693856,0.5105932684857567,0.6838576886602648,0.9962338031082216,2.2625140418917042
1.4646464646464645,0.6826974361407623,0.4977573746142928,0.6826759393909061,0.9968635400358133,2.3242366061712727
1.5151515151515151,0.6725340395448142,0.4877093028809012,0.6816288911467047,0.9973847828613847,2.38688406000988
1.5656565656565655,0.6625335320919036,0.4780053820991199,0.6807098366425482,0.9978168059385681,2.4504339238891473
1.6161616161616161,0.6527051781088961,0.4686349381996803,0.6799084922495402,0.9981753587635915,2.514864294536513
1.6666666666666667,0.6430560465795295,0.4564806526342319,0.6792129968644984,0.9984733261352218,2.5801542370160537
1.7171717171717171,0.6335912529750615,0.44770486326444786,0.6786112165226502,0.998721262959146,2.646283982212366
1.7676767676767677,0.6243142304562533,0.43923375152292177,0.6780915228850275,0.9989278274046403,2.7132349919752556
1.8181818181818181,0.6152269982407057,0.43105429014749036,0.6776432064330775,0.9991001318024414,2.780989942456561
1.8686868686868687,0.6063303589126767,0.423153780171254,0.6772566529502048,0.9992440270556143,2.849532661863551
1.9191919191919191,0.5976241074596209,0.41226529195531914,0.6769233762282029,0.9993643333435922,2.918848046474796
1.9696969696969697,0.5891072152661508,0.4048797435275331,0.6766359697514899,0.9994650274477589,2.9889219695444513
2.0202020202020203,0.5807779815493073,0.3977412055383703,0.6763880175393389,0.9995493950308632,3.059741191440921
2.0707070707070705,0.5726341355921549,0.39083860959690947,0.6761739886566012,0.9996201545852698,3.1312932753518083
2.121212121212121,0.5646729905637266,0.38416144472164726,0.6759891295755226,0.9996795584591954,3.2035665104550817
2.1717171717171717,0.5568914823472373,0.3745266413683701,0.6758293620337794,0.9997294753181278,3.2765498430598603
2.2222222222222223,0.5492862958646508,0.3682787101713068,0.6756911900456569,0.9997714575525262,3.35023281547032
2.2727272727272725,0.5418538801656921,0.36222971756757744,0.6755716173836219,0.9998067964629348,3.424605511963836
2.323232323232323,0.5345905596898737,0.3563709593376835,0.67546807554156,0.9998365675073712,3.49965851113497
2.3737373737373737,0.5274925186793795,0.35069418690470217,0.6753783615143283,0.9998616674569566,3.5753828438391224
2.4242424242424243,0.5205558970940141,0.34224875164678004,0.6753005844248178,0.9998828449529693,3.651769956013639
2.474747474747475,0.5137767862204052,0.33692862545137015,0.6752331199381774,0.9999007256747366,3.728811675725303
2.525252525252525,0.5071512416467903,0.33176931742205096,0.6751745714266673,0.9999158330993275,3.8065001838723473
2.5757575757575757,0.5006753603328161,0.326764039501451,0.6751237369289864,0.9999286056498677,3.884827988046483
2.6262626262626263,0.49434524724650847,0.32190635453028255,0.6750795810520757,0.9999394108807214,3.9637878991312583
2.676767676767677,0.48815704501594515,0.31719015594423683,0.675041211072146,0.9999485572277071,4.043373010275509
2.727272727272727,0.4821069553646707,0.31260964858856183,0.6750078565952463,0.9999563037543704,4.123576677934566
2.7777777777777777,0.4761912424764321,0.30559103941611754,0.6749788522322001,0.9999628682465895,4.204392504717868
2.8282828282828283,0.47040623419042743,0.3012857261913041,0.6749536228253517,0.9999684339439004,4.285814323820327
2.878787878787879,0.46474832949104666,0.29710078412475016,0.6749316708364838,0.9999731551439727,4.367836184847543
2.929292929292929,0.4592140174124926,0.2930314331974868,0.6749125655664155,0.9999771618743806,4.45045234087225
2.9797979797979797,0.45379987279453443,0.2890731309146547,0.6748959339286597,0.9999805637913273,4.533657236582466
3.0303030303030303,0.4485025408873897,0.28522155873168353,0.6748814525432437,0.9999834534368127,4.617445497401077
3.080808080808081,0.44331875522962144,0.2814726090859485,0.6748688409534317,0.9999859089626958,4.701811919472871
3.131313131313131,0.4382453453708499,0.27569175278367936,0.674857855799079,0.9999879964112264,4.786751460428783
3.1818181818181817,0.43327923717879474,0.27215612209276685,0.6748482858058378,0.999989771626133,4.872259230848692
3.2323232323232323,0.428417414194286,0.2687119453853453,0.6748399474715105,0.9999912818556249,4.95833048635403
3.282828282828283,0.42365697691711585,0.2653558191570318,0.6748326813485811,0.9999925670981926,5.044960620269797
3.3333333333333335,0.41899509431238985,0.2620845010301574,0.6748263488375275,0.9999936612334559,5.132145156802871
3.3838383838383836,0.4144290281579234,0.258894900779796,0.674820829418193,0.9999945929731875,5.21987974468958
3.4343434343434343,0.40995611539147575,0.2557840719101199,0.6748160182573152,0.9999953866617455,5.308160151270891
3.484848484848485,0.40557378132980165,0.25274920394949923,0.6748118241395439,0.9999960629502805,5.396982256958125
3.5353535353535355,0.40127952278049717,0.2481199278638608,0.6748081676767615,0.9999966393650402,5.486342050056131
3.5858585858585856,0.39707093254293696,0.24524576339407758,0.6748049797572588,0.999997130786746,5.576235621914299
3.6363636363636362,0.39294565820484323,0.24243970502053008,0.6748022002018725,0.99999754985523,5.666659162378881
3.686868686868687,0.3889014194831727,0.23969940643814694,0.6747997765985576,0.9999979073112094,5.7576089555226755
3.7373737373737375,0.3849360340525408,0.23702262561452433,0.6747976632913554,0.9999982122851415,5.8490813756305435
3.7878787878787876,0.38104736615690116,0.23440721923324037,0.6747958205027326,0.9999984725415024,5.941072883421243
3.8383838383838382,0.3772333452162135,0.2318511375045489,0.6747942135713643,0.9999986946854839,6.033580022487926
3.888888888888889,0.373491984686562,0.22935241923531832,0.6747928122899056,0.9999988843379881,6.12659941594124
3.9393939393939394,0.36982134679015,0.22690918719399827,0.6747915903293852,0.9999990462838612,6.22012776324045
3.9898989898989896,0.36621956201546685,0.2232932515911751,0.6747905247386992,0.9999991845975184,6.314161837199251
4.040404040404041,0.3626848162908634,0.22096841693763336,0.6747895955092932,0.9999993027494651,6.408698481154099
4.090909090909091,0.35921536256736536,0.21869369209408987,0.6747887851963682,0.9999994036966576,6.50373460628395
4.141414141414141,0.3558094857476863,0.21646749451759842,0.6747880785892373,0.9999994899591896,6.599267189071194
4.191919191919192,0.35246554780362405,0.21428830686038164,0.6747874624243054,0.9999995636854039,6.6952932688944005
4.242424242424242,0.3491819652874372,0.21215467372195587,0.6747869251352027,0.9999996267071962,6.79180994574427
4.292929292929293,0.34595717901542783,0.2100651985780432,0.6747864566350771,0.999999680587009,6.888814378054882
4.343434343434343,0.3427897052196697,0.20801854088053617,0.6747860481270312,0.9999997266577778,6.986303780642843
4.393939393939394,0.33967808912536246,0.20601341332407594,0.6747856919388765,0.9999997660569,7.084275422747698
4.444444444444445,0.3366209337102663,0.20404857975414692,0.674785381379198,0.9999997997551296,7.182726626167236
4.494949494949495,0.3336168757676391,0.20128655416227495,0.6747851106118062,0.9999998285811664,7.28165476348198
4.545454545454545,0.33066459566846196,0.19940755994763013,0.6747848745464512,0.999999853242584,7.381057256363501
4.595959595959596,0.32776282329769946,0.19756524317229057,0.674784668743386,0.9999998743436512,7.48093157396153
4.646464646464646,0.3249103157917908,0.19575854926686073,0.6747844893302298,0.99999989240051,7.581275231365295
4.696969696969697,0.32210589582446847,0.19398646356453775,0.6747843329295228,0.9999999078541069,7.682085788134797
4.747474747474747,0.3193483603249052,0.19224800945502388,0.6747841965954485,0.9999999210812124,7.78336084689797
4.797979797979798,0.3166366084192819,0.1905422466309747,0.6747840777587149,0.999999932403815,7.885098052010044
4.848484848484849,0.3139695370780583,0.18886826943174895,0.6747839741784671,0.9999999420971304,7.987295088271673
4.898989898989899,0.3113460954040528,0.18722520529123868,0.6747838839003311,0.9999999503964313,8.089949679702466
4.94949494949495,0.30876524683145445,0.18561221323949567,0.6747838052198393,0.9999999575028751,8.193059588367063
5.0,0.30622599413562274,0.1840284827793173,0.6747837366505106,0.9999999635884746,8.296622613250753
