a_scale_factor,E_parameter
0.01,569.3816187236906
0.010990990990990991,493.50588065471675
0.011981981981981983,433.1015064484982
0.012972972972972972,384.08629464366567
0.013963963963963964,343.6654730925014
0.014954954954954955,309.8680558669308
0.015945945945945946,281.26836643559807
0.016936936936936937,256.8123534496109
0.01792792792792793,235.705695193853
0.01891891891891892,217.33964906834828
0.01990990990990991,201.24068163007402
0.020900900900900903,187.03549407022317
0.02189189189189189,174.42625803681935
0.022882882882882885,163.17277061447038
0.023873873873873873,153.07938994855837
0.024864864864864868,143.98533237192348
0.025855855855855855,135.75737112220702
0.02684684684684685,128.28427598252486
0.027837837837837838,121.4725318562074
0.028828828828828833,115.24300847409879
0.02981981981981982,109.52834550148062
0.030810810810810815,104.27088140502462
0.0318018018018018,99.42099966174028
0.0327927927927928,94.93579819828659
0.033783783783783786,90.77801129790521
0.03477477477477477,86.9151302706945
0.03576576576576577,83.31868177235202
0.036756756756756756,79.9636320361485
0.03774774774774775,76.82789233359064
0.03873873873873874,73.89190632382164
0.03972972972972973,71.13830403523954
0.04072072072072072,68.55161036602665
0.041711711711711716,66.11799842688036
0.042702702702702704,63.825079950729595
0.0436936936936937,61.66172648755542
0.044684684684684686,59.61791628230378
0.04567567567567568,57.684602671431534
0.04666666666666667,55.85360058270673
0.047657657657657664,54.117488324493685
0.04864864864864865,52.46952233633293
0.049639639639639646,50.903562966414135
0.050630630630630634,49.41400966234131
0.05162162162162163,47.99574422406952
0.052612612612612616,46.64408098354909
0.05360360360360361,45.354722953508094
0.0545945945945946,44.12372313511428
0.055585585585585594,42.94745029668895
0.05657657657657658,41.82255863776383
0.05756756756756757,40.74596083823575
0.058558558558558564,39.71480406413613
0.05954954954954955,38.726448561979815
0.06054054054054055,37.778448524730166
0.061531531531531534,36.86853495569629
0.06252252252252252,35.99460029345639
0.06351351351351352,35.154684592242454
0.06450450450450451,34.346963078999366
0.06549549549549549,33.569734931269345
0.06648648648648649,32.82141313975111
0.06747747747747748,32.10051533633915
0.06846846846846848,31.40565548307849
0.06945945945945946,30.735536330122542
0.07045045045045045,30.088942561745906
0.07144144144144145,29.46473455898792
0.07243243243243244,28.86184271579015
0.07342342342342342,28.279262252719157
0.07441441441441442,27.716048478681042
0.0754054054054054,27.171312456562625
0.0763963963963964,26.6442170335827
0.07738738738738739,26.13397320139692
0.07837837837837838,25.63983675474885
0.07936936936936936,25.161105220765517
0.08036036036036036,24.697115033914436
0.08135135135135135,24.247238934221215
0.08234234234234235,23.810883568633788
0.08333333333333333,23.387487277448805
0.08432432432432432,22.976518049518734
0.08531531531531532,22.577471631563007
