universe_id,rank,z_value,sigma_arcmin,lon_deg,lat_deg,E,I,lock_epoch,variant
7232,1,-82.81315789696328,30.0,61.787109375,-31.388166464348544,50.39760829277872,0.0,305,E-only
7232,1,-92.09583922208823,30.0,127.52929687499997,10.806922874860334,50.39760829277872,0.0,305,E-only
7352,1,-90.53585699607481,30.0,111.00585937499999,16.80183759342819,54.44714466853726,0.0,305,E-only
7352,1,-86.73848122672328,30.0,6.6796875,29.05684259278506,54.44714466853726,0.0,305,E-only
9153,1,-75.59635255377506,30.0,183.5956416464891,51.546240405220125,22.18959206469601,0.0,305,E-only
9153,1,-75.6693931430426,30.0,292.1625,52.80185378173063,22.18959206469601,0.0,305,E-only
