X,stable,iteration,iteration_name
28.229733347912646,1.0,1,exploration
23.20942337318953,1.0,1,exploration
29.234066442103206,1.0,1,exploration
24.821906143758934,1.0,1,exploration
28.196913388701184,1.0,1,exploration
29.145498643934094,1.0,1,exploration
28.923430383045982,1.0,1,exploration
26.584166285704704,1.0,1,exploration
28.469857625030098,1.0,1,exploration
29.285713556930013,1.0,1,exploration
26.50660762842218,1.0,1,exploration
26.67251645534535,1.0,1,exploration
29.5565895028,1.0,1,exploration
28.35242713652218,1.0,1,exploration
27.38273331005667,1.0,1,exploration
27.563870009156,1.0,1,exploration
26.436539172394657,1.0,1,exploration
27.70355772521746,1.0,1,exploration
25.380344525838797,1.0,1,exploration
27.854689974245996,1.0,1,exploration
25.29634086748681,1.0,1,exploration
24.07645269879351,1.0,1,exploration
24.714345834593292,1.0,2,exploitation
24.993205143697278,1.0,2,exploitation
26.53307248751763,1.0,2,exploitation
25.635012378687986,1.0,2,exploitation
23.93010392555782,1.0,2,exploitation
24.42119263019873,1.0,2,exploitation
25.72002277039875,1.0,2,exploitation
25.22944801251098,1.0,2,exploitation
26.27925576039477,1.0,2,exploitation
25.035661664402195,1.0,2,exploitation
25.45694916873459,1.0,2,exploitation
25.3553688717264,1.0,2,exploitation
26.87138945888539,1.0,2,exploitation
23.903786056794093,1.0,2,exploitation
26.454796160021566,1.0,2,exploitation
26.265742983229387,1.0,2,exploitation
26.00126000200289,1.0,2,exploitation
25.782214066872868,1.0,2,exploitation
25.513935700191723,1.0,2,exploitation
24.840685254732993,1.0,2,exploitation
26.68828694082749,1.0,2,exploitation
24.977172036617365,1.0,2,exploitation
27.01245917463413,1.0,2,exploitation
28.522684686031788,1.0,2,exploitation
25.553084854507247,1.0,2,exploitation
26.23270796434639,1.0,2,exploitation
24.414080614566704,1.0,2,exploitation
29.692210407801873,1.0,2,exploitation
24.552233441868445,1.0,2,exploitation
26.042945350792333,1.0,2,exploitation
24.856579268177235,1.0,3,refinement
26.782374867711432,1.0,3,refinement
24.937777565904927,1.0,3,refinement
25.527134486750672,1.0,3,refinement
25.94029347022917,1.0,3,refinement
26.092846016146375,1.0,3,refinement
25.87145376494331,1.0,3,refinement
23.273099405729454,1.0,3,refinement
24.76285161712081,1.0,3,refinement
26.630568855158256,1.0,3,refinement
24.41878080386892,1.0,3,refinement
25.10602977759341,1.0,3,refinement
23.280737888401678,1.0,3,refinement
25.90722449331162,1.0,3,refinement
25.959432674532458,1.0,3,refinement
26.202681709432945,1.0,3,refinement
24.90638976160083,1.0,3,refinement
26.667744914483364,1.0,3,refinement
26.01250260210375,1.0,3,refinement
24.755861655100098,1.0,3,refinement
25.513066450617806,1.0,3,refinement
22.938461081437957,1.0,3,refinement
26.714747790580656,1.0,3,refinement
