time,X,X_lock
-0.22,12.4010124407285,12.178553946054143
-0.218,12.898618869161874,12.178553946054143
-0.216,10.835771771468616,12.178553946054143
-0.214,11.839851929597517,12.178553946054143
-0.212,11.262380661315502,12.178553946054143
-0.21,12.59029936427342,12.178553946054143
-0.208,12.03814191277932,12.178553946054143
-0.206,12.227297688054557,12.178553946054143
-0.204,12.327718313111026,12.178553946054143
-0.20199999999999999,11.84914892509222,12.178553946054143
-0.19999999999999998,12.874553379331909,12.178553946054143
-0.19799999999999998,12.794788594238607,12.178553946054143
-0.19599999999999998,12.920609849222462,12.178553946054143
-0.19399999999999998,11.90898972618872,12.178553946054143
-0.19199999999999998,11.95933182129531,12.178553946054143
-0.18999999999999997,11.821614451132467,12.178553946054143
-0.18799999999999997,11.82314094512895,12.178553946054143
-0.18599999999999997,12.35720589420713,12.178553946054143
-0.18399999999999997,12.10373304530325,12.178553946054143
-0.18199999999999997,12.599623809116025,12.178553946054143
-0.17999999999999997,12.14715897091191,12.178553946054143
-0.17799999999999996,12.674926678372675,12.178553946054143
-0.17599999999999996,12.778254243442781,12.178553946054143
-0.17399999999999996,12.07122980964121,12.178553946054143
-0.17199999999999996,12.170118488715161,12.178553946054143
-0.16999999999999996,12.354208408521608,12.178553946054143
-0.16799999999999995,12.714225755200257,12.178553946054143
-0.16599999999999995,12.036608433193154,12.178553946054143
-0.16399999999999995,12.078196470521938,12.178553946054143
-0.16199999999999995,12.931943469008441,12.178553946054143
-0.15999999999999995,12.576646845035485,12.178553946054143
-0.15799999999999995,10.757544458608258,12.178553946054143
-0.15599999999999994,12.690505064849075,12.178553946054143
-0.15399999999999994,11.603493597519394,12.178553946054143
-0.15199999999999994,13.109161353200738,12.178553946054143
-0.14999999999999994,13.54995225814601,12.178553946054143
-0.14799999999999994,11.978011348051757,12.178553946054143
-0.14599999999999994,13.297744679316306,12.178553946054143
-0.14399999999999993,12.90464653493667,12.178553946054143
-0.14199999999999993,11.900287676702382,12.178553946054143
-0.13999999999999993,12.420627314763301,12.178553946054143
-0.13799999999999993,11.138784474158372,12.178553946054143
-0.13599999999999993,12.524731379390563,12.178553946054143
-0.13399999999999992,12.066141672594892,12.178553946054143
-0.13199999999999992,12.41507025760634,12.178553946054143
-0.12999999999999992,12.437822630224757,12.178553946054143
-0.12799999999999992,12.049091346313798,12.178553946054143
-0.12599999999999992,10.748188477853697,12.178553946054143
-0.12399999999999992,12.423224217416383,12.178553946054143
-0.12199999999999991,10.534515880123596,12.178553946054143
-0.11999999999999991,12.234343626385893,12.178553946054143
-0.11799999999999991,11.775822549146614,12.178553946054143
-0.11599999999999991,13.167209895896926,12.178553946054143
-0.11399999999999991,11.356421071871077,12.178553946054143
-0.1119999999999999,11.777466725953309,12.178553946054143
-0.1099999999999999,12.656701217223356,12.178553946054143
-0.1079999999999999,12.473231750657671,12.178553946054143
-0.1059999999999999,12.121863826127889,12.178553946054143
-0.1039999999999999,12.197923790335029,12.178553946054143
-0.1019999999999999,12.293909615295341,12.178553946054143
-0.0999999999999999,12.362923132118325,12.178553946054143
-0.09799999999999989,11.588899920971327,12.178553946054143
-0.09599999999999989,11.373575476138862,12.178553946054143
-0.09399999999999989,12.431788641996027,12.178553946054143
-0.09199999999999989,11.796125527425305,12.178553946054143
-0.08999999999999989,11.288885629580648,12.178553946054143
-0.08799999999999988,12.387021419242112,12.178553946054143
-0.08599999999999988,13.28810286760616,12.178553946054143
-0.08399999999999988,11.06246191045661,12.178553946054143
-0.08199999999999988,12.443826308918961,12.178553946054143
-0.07999999999999988,11.792456377174524,12.178553946054143
-0.07799999999999987,12.215160592250747,12.178553946054143
-0.07599999999999987,12.172884832453091,12.178553946054143
-0.07399999999999987,11.47963225885787,12.178553946054143
-0.07199999999999987,11.777358196660696,12.178553946054143
-0.06999999999999987,12.010937773060816,12.178553946054143
-0.06799999999999987,12.273967524910123,12.178553946054143
-0.06599999999999986,12.013700138556171,12.178553946054143
-0.06399999999999986,12.314457943608488,12.178553946054143
-0.06199999999999986,12.632740622167903,12.178553946054143
-0.05999999999999986,11.250461113044649,12.178553946054143
-0.05799999999999986,11.583050194755549,12.178553946054143
-0.055999999999999855,12.356281250067612,12.178553946054143
-0.053999999999999854,12.768742848106795,12.178553946054143
-0.05199999999999985,12.41842234346357,12.178553946054143
-0.04999999999999985,12.575248311146623,12.178553946054143
-0.04799999999999985,11.993792493852593,12.178553946054143
-0.04599999999999985,12.890835036373073,12.178553946054143
