group_name,universe_count,lockin_count,lockin_rate,ci_lower,ci_upper
Finely-Tuned,37,3,0.08108108108108109,0.027960066396321405,0.21300992498501528
Coarsely-Tuned,138,12,0.08695652173913043,0.05044151102507098,0.14584505088624417
