universe_id,seed,complexity_score,life_score,lockin_score,goldilocks_score,stability_score,stable,lock_epoch,X,I
125,3041242072,82.90521684690768,96.15782527036151,56.400000000000006,92.31565054072303,100.0,1,218,18.532313083428967,0.22825908509868248
106,2920934016,76.00094309225025,99.00141463837538,30.000000000000004,98.00282927675076,100.0,1,350,18.280496581098244,0.18840036722993486
166,432242232,75.56724892002516,98.95087338003773,28.800000000000004,97.90174676007547,100.0,1,356,18.099159685277705,0.1700149685994509
9,2808000297,72.60406923231987,96.30610384847981,25.2,92.6122076969596,100.0,1,374,18.519182146405385,0.17773234146696587
7,1204604554,71.9865663927665,96.37984958914974,23.2,92.75969917829948,100.0,1,384,18.5126515289097,0.21916118054194544
140,2917299643,71.62390455627495,98.73585683441242,17.400000000000006,97.47171366882483,100.0,1,413,18.08011871013845,0.18780812417468484
24,2503008461,70.65405425642592,98.68108138463889,14.600000000000001,97.36216276927777,100.0,1,427,18.075268023069945,0.153070445726108
91,272875613,69.537419527847,84.40612929177053,39.800000000000004,68.81225858354104,100.0,1,301,19.57299462875692,0.26429063470014263
162,942609510,67.61899693372332,88.82849540058498,25.2,77.65699080116997,100.0,1,374,19.181368194197063,0.22169407055800158
68,4071537156,66.40346777469406,99.6052016620411,0.0,99.2104033240822,100.0,1,-1,18.227027701884374,0.16150153899357633
