total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.44,0.08571428571428572,0.26285714285714284,0.060052219321148875,0.7982737806448938,202.33766233766235,377.8
