universe_id,E,I,lock_epoch,scale_arcmin,lon,lat,z_score,temp_uK,category,cold_flag
125,0.7211824775826341,0.22825908509868248,218,180,169.82142857142858,-58.91977535280316,-3.559588889600171,-119.01786574661953,lock_in,True
125,0.7211824775826341,0.22825908509868248,218,180,186.0810810810811,-76.44554826498828,-3.092938364440938,-103.41500331896576,lock_in,True
125,0.7211824775826341,0.22825908509868248,218,180,247.50000000000003,-80.48652047286615,-3.0870452989987465,-103.21796359777335,lock_in,True
125,0.7211824775826341,0.22825908509868248,218,180,346.8987341772152,60.8122696032311,-3.081960114802938,-103.04793608221571,lock_in,True
125,0.7211824775826341,0.22825908509868248,218,180,156.59999999999997,-80.85321831509765,-2.9916915253386374,-100.02972800783449,lock_in,True
91,0.7407881602077175,0.26429063470014263,301,180,294.9609375,6.579592944977634,-3.9064636636153947,-118.5322912053024,lock_in,True
91,0.7407881602077175,0.26429063470014263,301,360,296.71874999999994,7.481631264246957,-3.861532351498102,-101.29699608733739,lock_in,True
91,0.7407881602077175,0.26429063470014263,301,180,299.1796875,8.385538647081319,-3.751610605670038,-113.83365050026102,lock_in,True
91,0.7407881602077175,0.26429063470014263,301,180,124.8046875,-11.4151577427305,-3.550964985815584,-107.74554549771678,lock_in,True
91,0.7407881602077175,0.26429063470014263,301,180,1.7088607594936709,60.8122696032311,-3.3201356027518645,-100.74158736105859,lock_in,True
143,0.766,0.3998318197144638,301,180,264.375,-2.0893716714986112,-3.675188547600343,-136.6921333070471,lock_in,True
143,0.766,0.3998318197144638,301,360,262.96875,-1.492246289620354,-3.432979791541752,-116.01803465005992,lock_in,True
143,0.766,0.3998318197144638,301,180,245.390625,-2.0893716714986112,-3.2421125509353934,-120.58463420758265,lock_in,True
143,0.766,0.3998318197144638,301,180,259.80468749999994,-10.199918091116302,-3.1993791352769296,-118.99524006074364,lock_in,True
143,0.766,0.3998318197144638,301,180,247.8515625,1.1937484371410818,-3.1872691324116738,-118.54482982847779,lock_in,True
101,0.7397080186629683,0.4121027915391916,-1,180,195.82031249999997,-5.379378991112077,-3.5865111906805476,-116.64970415843715,stable,True
101,0.7397080186629683,0.4121027915391916,-1,180,238.71093749999997,-11.4151577427305,-3.5523901052083637,-115.53992995529867,stable,True
101,0.7397080186629683,0.4121027915391916,-1,180,217.96874999999997,-33.86870460165652,-3.3891024902572413,-110.22906776386894,stable,True
101,0.7397080186629683,0.4121027915391916,-1,360,194.76562499999997,-4.480798785982216,-3.3345989762261814,-95.28263104896233,stable,True
101,0.7397080186629683,0.4121027915391916,-1,180,196.171875,-28.291548862929403,-3.2934132445553903,-107.11681459465883,stable,True
44,0.7505546258887684,0.22951679956149684,-1,180,359.43749999999994,60.43443884495228,-3.63026573480142,-126.9804671241013,stable,True
44,0.7505546258887684,0.22951679956149684,-1,180,30.306122448979593,72.0176251134728,-3.5598584053587046,-124.51773914966753,stable,True
44,0.7505546258887684,0.22951679956149684,-1,180,4.175257731958763,53.95678248481786,-3.424341220867744,-119.77757979546382,stable,True
44,0.7505546258887684,0.22951679956149684,-1,360,359.4512195121951,59.67778522657881,-3.349161308775519,-105.4103138084488,stable,True
44,0.7505546258887684,0.22951679956149684,-1,180,41.170212765957444,72.7573118229907,-3.3394084384263016,-116.80677631632861,stable,True
88,0.766,0.2816319794559236,-1,180,181.0546875,1.7907846593289491,-3.2467809077346788,-105.74437899257553,stable,True
88,0.766,0.2816319794559236,-1,180,131.1328125,-23.31795706533424,-3.1715462101963596,-103.29406216113482,stable,True
88,0.766,0.2816319794559236,-1,180,96.328125,22.346587898361136,-3.0072809106192695,-97.94411005731476,stable,True
88,0.766,0.2816319794559236,-1,360,130.78124999999997,-24.296477994805656,-2.9579148981711256,-84.69330777594529,stable,True
88,0.766,0.2816319794559236,-1,180,2.6470588235294117,58.54024913501048,-2.9503636352358993,-96.09037285314,stable,True
0,0.72,0.20878132927207885,-1,180,335.5063291139241,-60.8122696032311,-3.6152842714238775,-124.20275775056965,unstable,True
0,0.72,0.20878132927207885,-1,180,5.625,-5.079715792733481,-3.439084821661171,-118.14944075515879,unstable,True
0,0.72,0.20878132927207885,-1,180,10.898437499999998,-8.989299345162806,-3.3226828061946527,-114.15045949004994,unstable,True
0,0.72,0.20878132927207885,-1,180,182.46093749999997,-3.583321698471977,-3.1937752644638255,-109.72185194191782,unstable,True
0,0.72,0.20878132927207885,-1,360,10.195312499999998,-8.385538647081319,-3.178223350117284,-97.23245232369476,unstable,True
2,0.766,0.21430405373971667,-1,180,320.625,-33.86870460165652,-3.393617685980292,-104.95103581096453,unstable,True
2,0.766,0.21430405373971667,-1,180,199.3359375,11.4151577427305,-3.390202417200125,-104.84541513683021,unstable,True
2,0.766,0.21430405373971667,-1,180,204.609375,17.27000469497446,-3.375021054535637,-104.3759159957341,unstable,True
2,0.766,0.21430405373971667,-1,180,319.92187499999994,-41.41118863809925,-3.2487827009228956,-100.47186601653105,unstable,True
2,0.766,0.21430405373971667,-1,360,200.7421875,11.4151577427305,-3.226971103932712,-86.67791715282407,unstable,True
3,0.766,0.1484826840116873,-1,180,331.52343749999994,-4.181528273111482,-4.143925759166215,-120.07060235270268,unstable,True
3,0.766,0.1484826840116873,-1,360,331.52343749999994,-3.583321698471977,-3.8761207978471357,-95.71696318651844,unstable,True
3,0.766,0.1484826840116873,-1,180,296.3671875,-15.713861048008212,-3.7486788869850423,-108.61828026391599,unstable,True
3,0.766,0.1484826840116873,-1,180,117.72,43.008633994236924,-3.6597302835260233,-106.04098458403136,unstable,True
3,0.766,0.1484826840116873,-1,360,118.828125,39.065494664452594,-3.5148790847624047,-86.79644768259706,unstable,True
1,0.766,0.21337255363184196,469,180,333.98437499999994,-25.61308321640182,-3.781251870422055,-115.29297090284356,lock_in,True
1,0.766,0.21337255363184196,469,180,323.4375,-84.14973293629666,-3.7081495548179406,-113.06402904575319,lock_in,True
1,0.766,0.21337255363184196,469,180,255.5859375,8.989299345162806,-3.4893120119992225,-106.3915159377827,lock_in,True
1,0.766,0.21337255363184196,469,180,24.67741935483871,-78.65148926014305,-3.4864221121744223,-106.30340082639309,lock_in,True
1,0.766,0.21337255363184196,469,180,28.4765625,22.669609871750396,-3.4377477333604642,-104.81928422338636,lock_in,True
162,0.7595437462076516,0.22169407055800158,374,180,223.2421875,19.47122063449069,-3.1840282154444814,-101.83957617435696,lock_in,True
162,0.7595437462076516,0.22169407055800158,374,180,20.13157894736842,47.35757623319898,-3.122265791823067,-99.86413684734252,lock_in,True
162,0.7595437462076516,0.22169407055800158,374,180,43.9453125,2.388015463268772,-3.0255676070974094,-96.77129518476663,lock_in,True
162,0.7595437462076516,0.22169407055800158,374,180,222.1875,12.32998415024295,-2.9875370166900397,-95.55490632702355,lock_in,True
162,0.7595437462076516,0.22169407055800158,374,180,294.9609375,4.780191847199163,-2.9091978976477675,-93.04926992990985,lock_in,True
161,0.7318799859152882,0.2916135361380181,459,180,276.6796875,-13.861949672048638,-3.2564324514270004,-123.98616291376527,lock_in,True
161,0.7318799859152882,0.2916135361380181,459,180,266.484375,-28.291548862929403,-3.245076952581237,-123.55381108571524,lock_in,True
161,0.7318799859152882,0.2916135361380181,459,180,300.9375,12.32998415024295,-3.2432166185324527,-123.48298030692688,lock_in,True
161,0.7318799859152882,0.2916135361380181,459,180,283.00781249999994,-24.62431835216408,-3.24108445701252,-123.40179990760126,lock_in,True
161,0.7318799859152882,0.2916135361380181,459,180,300.234375,6.880079227870652,-2.9518817801144763,-112.39063186186797,lock_in,True
166,0.7519445125243795,0.1700149685994509,356,180,160.6640625,-33.510056066253014,-3.1254942769168896,-102.8716861389555,lock_in,True
166,0.7519445125243795,0.1700149685994509,356,180,190.546875,2.686724185691588,-3.0021197517157554,-98.81097172308462,lock_in,True
166,0.7519445125243795,0.1700149685994509,356,180,146.953125,0.2984168674869352,-2.962368989395285,-97.50262631439155,lock_in,True
166,0.7519445125243795,0.1700149685994509,356,180,173.26771653543307,-42.21036983965021,-2.8164307507176005,-92.69925618057215,lock_in,True
166,0.7519445125243795,0.1700149685994509,356,180,100.89843749999999,-12.635625093021119,-2.8039116536949837,-92.28720614292824,lock_in,True
39,0.7636482577249952,0.23908680437719795,376,180,357.18749999999994,-19.15501007356373,-4.024294309803302,-138.50678454285622,lock_in,True
39,0.7636482577249952,0.23908680437719795,376,180,139.21875,33.868704601656496,-3.7564667594127217,-129.28877645985722,lock_in,True
39,0.7636482577249952,0.23908680437719795,376,360,357.5390625,-20.105509787916006,-3.6371637593653023,-111.57073505347911,lock_in,True
39,0.7636482577249952,0.23908680437719795,376,180,358.59374999999994,-31.03924001039789,-3.5074314638572126,-120.71755455219694,lock_in,True
39,0.7636482577249952,0.23908680437719795,376,180,2.8125,-27.6158819838447,-3.4835548326729766,-119.89577584074586,lock_in,True
7,0.7283875139577342,0.21916118054194544,384,180,116.32978723404256,55.107936425098195,-3.5607650985367263,-131.26199543117698,lock_in,True
7,0.7283875139577342,0.21916118054194544,384,180,296.71874999999994,-7.481631264246957,-3.2233885861166556,-118.82515548871474,lock_in,True
7,0.7283875139577342,0.21916118054194544,384,360,118.59375,54.340912303861245,-3.216023444665206,-107.88008332514876,lock_in,True
7,0.7283875139577342,0.21916118054194544,384,180,38.32031249999999,-23.969482317759685,-3.1523309860596727,-116.20573188905453,lock_in,True
7,0.7283875139577342,0.21916118054194544,384,180,152.578125,28.971532223711293,-3.03723970128298,-111.96307765899998,lock_in,True
9,0.766,0.17773234146696587,374,180,125.2840909090909,57.39952353962294,-3.241250694356134,-107.045400980509,lock_in,True
9,0.766,0.17773234146696587,374,180,311.8359375,-0.5968418305070173,-3.08929505983432,-102.02692542021933,lock_in,True
9,0.766,0.17773234146696587,374,180,310.78124999999994,-28.291548862929403,-3.048232526805707,-100.67079723783134,lock_in,True
9,0.766,0.17773234146696587,374,180,197.57142857142858,50.86815892553735,-2.9915931655083785,-98.80022987574871,lock_in,True
9,0.766,0.17773234146696587,374,180,170.0581395348837,58.160368554338,-2.9817347872530897,-98.47464780375812,lock_in,True
106,0.7444644985479708,0.18840036722993486,350,180,2.4609375,-23.969482317759685,-3.7187845337171392,-122.62640628868152,lock_in,True
106,0.7444644985479708,0.18840036722993486,350,180,352.61718749999994,-8.989299345162806,-3.6851532456477063,-121.51741816016708,lock_in,True
106,0.7444644985479708,0.18840036722993486,350,360,353.3203125,-10.199918091116302,-3.527778011936011,-102.7916662025123,lock_in,True
106,0.7444644985479708,0.18840036722993486,350,180,357.5390625,-14.477512185929925,-3.2730299099300932,-107.92769522564762,lock_in,True
106,0.7444644985479708,0.18840036722993486,350,360,1.0546875,-23.31795706533424,-3.2628927881079397,-95.07348776844601,lock_in,True
