parameter,sensitivity,stable_mean,unstable_mean,parameter_range
E,0.01390625570059909,0.7493338404535546,0.748694152691327,0.04600000000000004
I,0.04510189482001769,0.2563364733773669,0.27540671253113547,0.42282567572536994
X,0.043420908491471226,19.600733329863697,19.93120387938698,7.610862163056655
