feature,importance_classification,importance_regression
X,0.1556265865408989,0.20588270020531393
logX,0.1879550056745675,0.1769239838911759
I,0.1331745767643452,0.15348322255038568
E,0.11672106787370129,0.14436112581621863
abs_E_minus_I,0.09859693350582682,0.1179056269992646
E_plus_I,0.18087139730262924,0.10321123603066112
E_times_I,0.12705443233803113,0.09823210450698014
