universe_id,E,I,age_Gyr,vacuum_energy,entanglement_entropy,holographic_entropy,magnetic_field_strength,string_density,wall_probability,pbh_mass_fraction,topological_defects
156,0.7309420539534677,0.2097606449909511,305391684.58036417,0.7097272389246233,0.14539499966791336,32473.122818054795,9.27052130206703e-10,0.09419521289981903,0.04419521289981902,9.771644752897885e-07,False
145,0.72,0.23141863060101217,305391684.58036417,0.7006621414032729,0.16040717133013507,32400.60748973716,9.286198450721068e-10,0.09462837261202024,0.044628372612020246,9.77141863060101e-07,False
101,0.766,0.1564102007435491,305391684.58036417,0.7396810213769559,0.10841528965620613,32755.216019072854,9.26521521210426e-10,0.09312820401487099,0.04312820401487098,9.78841020074355e-07,False
127,0.766,0.1692738157159167,305391684.58036417,0.7406663742838392,0.11733166810611143,32796.70218188806,9.305079554903626e-10,0.09338547631431834,0.043385476314318334,9.801273815715917e-07,False
141,0.72,0.17631781837051436,305391684.58036417,0.696694882922677,0.12221419868600256,32226.115578702807,9.119242989662659e-10,0.0935263563674103,0.043526356367410285,9.716317818370514e-07,False
139,0.766,0.14296915357038859,305391684.58036417,0.7386514371634918,0.09909866570435669,32711.86759231798,9.223561406914635e-10,0.09285938307140779,0.04285938307140777,9.774969153570389e-07,False
42,0.7237394333907236,0.20767330242028964,305391684.58036417,0.7025825975435914,0.14394816405019661,32373.58815297584,9.231307568966201e-10,0.0941534660484058,0.044153466048405796,9.755152169201738e-07,False
15,0.7518109437172068,0.236520534575426,305391684.58036417,0.7320022691621114,0.16394354168548758,32828.905572194446,9.448139642681684e-10,0.09473041069150852,0.04473041069150852,9.840142422009838e-07,False
126,0.72,0.15320293436366014,305391684.58036417,0.6950306112741835,0.10619218200768138,32152.915926639223,9.04920489112189e-10,0.0930640586872732,0.043064058687273206,9.69320293436366e-07,False
65,0.766,0.22632828774456076,305391684.58036417,0.7450367468412334,0.1568788145311023,32980.70730960687,9.481891363720395e-10,0.09452656575489121,0.044526565754891216,9.858328287744562e-07,False
