power_law_coeff_a,power_law_exponent_b,mean_correlation_E_stable,mean_correlation_I_stable,mean_correlation_X_stable
0.4173878217249363,-0.09649620348241912,0.007369002542859709,-0.07706563587785945,-0.06767592878631112
