E,kl_divergence,shannon,renyi,mutual_info,composite,kl_shannon,entanglement,fisher,fisher_kl_fusion,jensen_shannon
0.72,0.0817401284389871,0.8398877043727514,0.7054113559565303,0.27127702242242824,0.06865252882975473,0.14898102332761998,0.652571049036148,0.1216540377486616,0.10169708309382436,0.16769896904464737
0.720938775510204,0.21437449332994488,0.9047580257260673,0.8185870851157311,0.38697037642897547,0.1939570433512269,0.34662033324673575,0.6209035072740755,0.3023932944349232,0.25838389388243405,0.33985754870834184
0.7218775510204082,0.5044523812294553,0.7647300395361488,0.5848120333689597,0.5695217958061287,0.3857698894417058,0.6079029824711869,0.8300142998780414,0.34663937772617276,0.4255458794778141,0.26818036430470893
0.7228163265306122,0.35150123194051425,0.7914695299333235,0.6264240168128761,0.4614933064387166,0.27820251481494296,0.48680600430906074,0.5523381444700346,0.32433494155035103,0.33791808674543267,0.18087749290345476
0.7237551020408163,0.4797799861877818,0.8283200880821839,0.686114168320477,0.5669150116613824,0.3974114004191324,0.6076162034329411,0.6123497729711426,0.26940267082820274,0.37459132850799226,0.31691629675419525
0.7246938775510204,0.49899079716407213,0.806584834022623,0.6505790944753024,0.5758893063787098,0.4024784093093995,0.6165531887931597,0.5648217027616277,0.3053661553042923,0.40217847623418224,0.27995691690530033
0.7256326530612245,0.42894550452672975,0.8926767876802987,0.796871847263217,0.5448783253151219,0.3829096950708261,0.579454050266344,0.7412947643963664,0.1033349167416686,0.2661402106341992,0.07712633686206516
0.7265714285714285,0.16165190119839676,0.7586674959761469,0.5755763694507169,0.3109057998928343,0.12264004310197117,0.26651626267681894,0.64412184543272,0.3239341608319431,0.2427930310151699,0.3143036961637615
0.7275102040816326,0.47693667001217555,0.7441850872035053,0.5538114440160887,0.543748774310008,0.3549291573635603,0.5813165726779707,0.7045136180202521,0.32606474127831997,0.40150070564524776,0.31737349817701593
0.7284489795918367,0.36337748355882765,0.7269401144847428,0.5284419300470911,0.4542681412903064,0.2641536694994319,0.484544448284464,0.6591362770548529,0.28569277872465526,0.3245351311417415,0.2501356088115118
0.7293877551020408,0.42033879414748027,0.8609764457871839,0.7412804402003317,0.5304982070574061,0.3619018010115683,0.5648911208299093,0.8316502300538958,0.14131230036691406,0.28082554725719716,0.4071553819776129
0.7303265306122448,0.5674217425772099,0.8611292027556599,0.7415435038385984,0.6408486076218224,0.48862343281174003,0.6840826144956067,0.6722617948753024,0.31985491588253406,0.443638329229872,0.23633862399784306
0.731265306122449,0.251292167712995,0.8037403830957153,0.6459986034188472,0.38940422155867516,0.20197366314659534,0.3828766477238587,0.6112638637815492,0.248491688175789,0.24989192794439202,0.241805719357582
0.732204081632653,0.6366159721751139,0.8780818046606335,0.7710276556760749,0.6969824302964938,0.5590009017233076,0.7381022277474767,0.5784576113272847,0.19479201194769635,0.4157039920614051,0.19450271078200665
0.7331428571428571,0.4665279161468028,0.8778972013719246,0.7707034961766576,0.5693702374530832,0.4095635519471541,0.6092768524037175,0.651477173351324,0.34050885923013186,0.4035183876884673,0.383544472301238
0.7340816326530613,0.30443902403280415,0.9047272408938034,0.8185313804153141,0.4545110782480539,0.2754342782336012,0.45557717945483567,0.605683134627747,0.09547789212378964,0.1999584580782969,0.35535571084695
0.7350204081632653,0.4344287881941674,0.9242833361906017,0.8542996855596288,0.556892425193276,0.4015352896893453,0.5910527807664369,0.5556540055188639,0.49541141950808537,0.46492010385112637,0.2084962946969853
0.7359591836734694,0.348953918467279,0.875432632181617,0.7663822934884343,0.4805735968958635,0.30548564735389944,0.4990019650117836,0.5909630196429029,0.30417436684620613,0.3265641426567426,0.3072159498782524
0.7368979591836735,0.37435265168768983,0.741930156711767,0.5504603574383471,0.4662470279437091,0.27774352153211324,0.4976221427800113,0.6425845593009005,0.24852487013906832,0.3114387609133791,0.3560716121521725
0.7378367346938776,0.48869500005310373,0.8014843119828783,0.6423771023546677,0.5668923280355475,0.3916813758870345,0.6071735490300759,0.6680564548388229,0.325161936864056,0.4069284684585799,0.08546009580917036
0.7387755102040816,0.38439419604976754,0.8497153198009791,0.7220161247044803,0.5007244769875705,0.3266256372260685,0.5293300684111581,0.6248836763311278,0.178490522350297,0.28144235920003224,0.18235933502379023
0.7397142857142857,0.3591400991276203,0.8361243441664936,0.6991039189078491,0.47838616038733867,0.300285779846971,0.5024591529208251,0.5672703971470736,0.34009251204478935,0.3496163055862048,0.20488365855461327
0.7406530612244898,0.41755995831790527,0.8838088974118943,0.7811181671444283,0.5341221930914025,0.3690432063643044,0.5671615771953405,0.615506432425316,0.1401195116560393,0.2788397349869723,0.16307190387995768
0.7415918367346939,0.5185996484470451,0.7302968298778012,0.5333334597295661,0.571523943804734,0.3787316792366192,0.6065061208990111,0.8206903835029773,0.25091581115002787,0.3847577297985365,0.35232108647784477
0.7425306122448979,0.40144387629681333,0.9758119239512764,0.9522089109254915,0.5450358882104291,0.3917337212876516,0.5688612401807817,0.6215117919365347,0.3368800428960114,0.3691619595964124,0.12397671909235282
0.7434693877551021,0.33838108579902765,0.9497928151065888,0.9021063916280987,0.4912340181259179,0.3213919240598826,0.4989884111670584,0.6840518807077559,0.18959883011776965,0.26398995795839864,0.382513010848741
0.7444081632653061,0.19344298264382317,0.8963201354870386,0.8033897852795032,0.36916227085462705,0.17338684041232844,0.31821014590715424,0.7129617337633084,0.35776628458335424,0.2756046336135887,0.2978966451678585
0.7453469387755102,0.594971968713145,0.7173539718782044,0.5145967209694357,0.6255674695044098,0.4268055049125693,0.6504565545968646,0.7353711376824568,0.4303926089361036,0.5126822888246243,0.3976933644091345
0.7462857142857143,0.4262516464852372,0.8056227358343285,0.6490279924931883,0.5210944188225101,0.34339801759532385,0.5575211604753406,0.6764371035487382,0.2802683555681568,0.353260001026697,0.34308381269610744
0.7472244897959184,0.5945347247992779,0.876372519229121,0.768028792459996,0.6649941734067386,0.5210338945415354,0.7084524148709349,0.6937736519616776,0.35199062391100133,0.47326267435513963,0.2279796531280839
0.7481632653061224,0.4365658852240126,0.8796819405245699,0.773840316485073,0.547344899049152,0.38403912508068605,0.5835361967071414,0.6729376226653697,0.32344362090845086,0.3800047530662317,0.3102691552158947
0.7491020408163265,0.21384201153589227,0.6794975679696169,0.4617169448766242,0.3302559006443235,0.14530512676836957,0.32530771075608317,0.6873625670661621,0.30007913058772356,0.2569605710618079,0.2697431761331407
0.7500408163265306,0.2859266800051451,0.8901416349675088,0.7923521303026296,0.436980418745736,0.2545152424206116,0.4328239085780142,0.7655291279821267,0.21172795231566197,0.24882731616040354,0.40467856041577627
0.7509795918367347,0.6049810882031272,0.7592627015066489,0.5764798498991746,0.6435514915290077,0.4593395753895386,0.6733980815661352,0.547157068538861,0.370942911211655,0.4879619997073911,0.2047956834154949
0.7519183673469387,0.3912554042551238,0.9708296243632961,0.9425101595413786,0.5361489592821669,0.3798423371431114,0.5577366011112982,0.8177109778400761,0.26012441960246907,0.3256899119287964,0.2699454898043786
0.7528571428571429,0.40992924378163326,0.8581814510062196,0.7364754028511404,0.5219922955877798,0.3517936732384043,0.5548311747299903,0.6787223929376524,0.27637597680854625,0.34315261029508975,0.19534095430019993
0.7537959183673469,0.35299771521854,0.7970234985406077,0.6352464572259101,0.4640041610490569,0.2813474739603219,0.48929092888758713,0.6120422264656125,0.08782071639914574,0.22040921580884287,0.2588861489621268
0.754734693877551,0.5992724985693699,0.7656735690803372,0.586256014388222,0.6408727661971118,0.45884711283130075,0.6723300263744295,0.6911403234499494,0.37243517862110653,0.48585383859523823,0.36059287170864707
