universe_id,E,I,topological_defects,magnetic_field_strength,string_tension,string_density,wall_energy_density,wall_probability,pbh_mass_fraction,anomaly_seed
156,0.7309420539534677,0.2097606449909511,False,9.27052130206703e-10,1.012376821581387e-06,0.09419521289981903,1.0092826161860402e-12,0.04419521289981902,9.771644752897885e-07,42
145,0.72,0.23141863060101217,False,9.286198450721068e-10,1.008e-06,0.09462837261202024,1.006e-12,0.044628372612020246,9.77141863060101e-07,42
101,0.766,0.1564102007435491,False,9.26521521210426e-10,1.0264e-06,0.09312820401487099,1.0198e-12,0.04312820401487098,9.78841020074355e-07,42
127,0.766,0.1692738157159167,False,9.305079554903626e-10,1.0264e-06,0.09338547631431834,1.0198e-12,0.043385476314318334,9.801273815715917e-07,42
141,0.72,0.17631781837051436,False,9.119242989662659e-10,1.008e-06,0.0935263563674103,1.006e-12,0.043526356367410285,9.716317818370514e-07,42
139,0.766,0.14296915357038859,False,9.223561406914635e-10,1.0264e-06,0.09285938307140779,1.0198e-12,0.04285938307140777,9.774969153570389e-07,42
42,0.7237394333907236,0.20767330242028964,False,9.231307568966201e-10,1.0094957733562894e-06,0.0941534660484058,1.007121830017217e-12,0.044153466048405796,9.755152169201738e-07,42
15,0.7518109437172068,0.236520534575426,False,9.448139642681684e-10,1.0207243774868828e-06,0.09473041069150852,1.015543283115162e-12,0.04473041069150852,9.840142422009838e-07,42
126,0.72,0.15320293436366014,False,9.04920489112189e-10,1.008e-06,0.0930640586872732,1.006e-12,0.043064058687273206,9.69320293436366e-07,42
65,0.766,0.22632828774456076,False,9.481891363720395e-10,1.0264e-06,0.09452656575489121,1.0198e-12,0.044526565754891216,9.858328287744562e-07,42
