parameter,sensitivity,stable_mean,unstable_mean,parameter_range
E,0.006439140340317252,0.7499748985387455,0.749678698083091,0.04600000000000004
I,0.027607461991080908,0.1713034254747572,0.17931686451309842,0.2902635179188191
X,0.02313876692636225,18.08295962932054,18.22127752289759,5.977755600254671
