total_universes,stable_universes,unstable_universes,lockin_universes,E_mean,E_std,E_min,E_max,E_median,I_mean,I_std,I_min,I_max,I_median,X_mean,X_std,X_min,X_max,X_median,stability_rate,lockin_rate,E_I_correlation,E_stability_correlation,I_stability_correlation,X_stability_correlation
175,120,55,51,0.7498818069669686,0.018713513515137274,0.72,0.766,0.766,0.17382193488680728,0.04841015693424562,0.06963270601069486,0.359896223929514,0.172388105459026,18.1264309673019,0.9515299467448208,15.820376430476582,21.798132030731253,18.18435734330045,0.6857142857142857,0.2914285714285714,0.009233936377191497,0.007369002542859492,-0.07706563587785945,-0.06767592878631122
