total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.6857142857142857,0.2914285714285714,0.48857142857142855,0.060052219321148875,0.8065200427767408,193.23333333333332,344.3137254901961
