epoch,mean_X,std_X
0,18.149457249983556,1.1481912071374507
1,18.098680169404275,1.1437447596690897
2,18.179504330893096,1.128289746482788
3,18.135957769787588,1.0253768911387207
4,18.12847457697987,1.04511554615351
5,18.198890736431167,1.0695078862156984
6,18.102800864307127,1.1271663655646087
7,18.123107327044217,1.0257950383711247
8,18.086895308062118,1.0866607794199514
9,18.070620415301782,0.9969237991640489
10,18.08704576150547,1.0944632853418912
11,18.11066457272585,1.0509106869096705
12,18.172670073197338,1.0715596826661655
13,18.08903945382233,1.0867974930649145
14,18.13088708375627,1.166802989998973
15,18.152807748352952,1.0715996158787477
16,18.09009109069711,1.0962653342338873
17,18.15450825367604,1.0879080477186742
18,18.143920613150303,1.0494592689729518
19,18.119653034110932,1.0486950413990173
20,18.137414915833993,1.003777033112092
21,18.16820766863119,1.070307077713114
22,18.100498220121313,1.0999819164732039
23,18.147601743435445,1.1449011758277323
24,18.08551977087398,1.075772993402281
25,18.129067427284145,1.0506571701611918
26,18.187281694331148,1.0946777135289834
27,18.134205934216293,1.055161762011882
28,18.10385493273529,1.057691243464966
29,18.12501282615591,1.0554119293971465
30,18.105299712588025,0.9603431688336953
31,18.029303354742684,1.022093228540989
32,18.198810552834537,1.040503760245339
33,18.12741451384727,1.0188204589064158
34,18.17411835706528,1.0096369757019203
35,18.11256851141442,1.0584460151300736
36,18.179605665111254,1.041814339418318
37,18.170328375281763,1.108058618948397
38,18.156253463266804,1.080040588785933
39,18.07219037563229,1.028913007439107
40,18.106838025392523,1.0708452583660402
41,18.202042767361863,1.0870622537438999
42,18.090740233168713,1.099192871449502
43,18.108269517445617,1.0858084029408368
44,18.12685602665097,1.0091998738919952
45,18.154239451931527,0.985526928195002
46,18.101270073324763,1.0995564874056896
47,18.111654777151717,1.0675323620698292
48,18.196444771302154,1.0134553222802216
49,18.168278256692314,1.0842659369679248
50,18.04922611527786,1.0184933505824123
51,18.1164180903222,1.108660117043712
52,18.159607576425717,1.0239842417268734
53,18.095587953953697,1.0410975774590108
54,18.16223443205919,1.1428869861536033
55,18.113556798044062,1.0344511071031757
56,18.1464321202883,1.0591535956188796
57,18.105875557283532,1.0339575756273252
58,18.035600664320867,1.0753235919984356
59,18.135439636865705,1.0659908477504139
60,18.07493777584135,0.9705669852164914
61,18.135931762892348,1.0323610886621448
62,18.103203475282495,1.022556871112933
63,18.052749760059815,1.1358849080721425
64,18.13511202487023,0.9986107460164
65,18.129833757476682,1.0141379220184685
66,18.138130793657826,0.9928059877147601
67,18.122957786465378,1.0390429242669943
68,18.10646377489901,1.079205733959282
69,18.201450263693722,1.0344950812959484
70,18.108352293319065,1.0243733058045292
71,18.087558528065532,1.0548831257766575
72,18.1139823985577,1.0249770514542798
73,18.156445228758134,1.0352404746483643
74,18.111775584269306,1.0418121717579831
75,18.125708124460477,1.0905000502738098
76,18.085633227646717,1.0664300127863933
77,18.119137032200037,1.0353186626135913
78,18.134933164103426,1.0645220702439147
79,18.110358144153018,1.1176739926258212
80,18.150106484486834,1.0926159443755523
81,18.151045229697907,1.0732391778879316
82,18.082739607652382,1.0805179101242868
83,18.122683071525337,1.1040584474029627
84,18.128525993894858,1.1473460350618032
85,18.0958472388741,1.0908845438995725
86,18.152111512380618,1.0521989850464593
87,18.101138549197874,1.0205792300451355
88,18.149868501054733,1.064614200352929
89,18.11954739123251,1.05829039428109
90,18.11667732541051,1.0463774081230317
91,18.11636124098643,1.0481570389960582
92,18.111362619127515,1.0517485222101237
93,18.077447000471217,1.0610563288285935
94,18.085278674357316,1.0370633345378446
95,18.11381522740533,1.100072330729561
96,18.165688160921768,1.0245242648344182
97,18.057886596119907,1.0963632565131072
98,18.164302312466802,1.1109786462414328
99,18.10993087393208,1.0636153440720952
100,18.118544794252134,1.0740367260707226
101,18.142402030838923,1.0240906793822389
102,18.19056256046583,1.1103676865674204
103,18.109276698270698,1.0342237723386052
104,18.130508433299184,1.0517754191612518
105,18.138048982227996,1.016510707078801
106,18.11334554377983,0.9867088702801028
107,18.10624377259957,1.196852913680185
108,18.12559340429044,1.0743683160535153
109,18.102358078293765,1.0033839460114906
110,18.06987754158889,0.9860554092333986
111,18.0291810678305,1.0767331985504307
112,18.1598321561647,1.065069927304741
113,18.05835667780069,1.055646172455722
114,18.060616283785663,1.0854167977045275
115,18.027088081059826,1.1213357653344949
116,18.13553563662423,1.0676436294698701
117,18.07537432870798,1.0246539089255533
118,18.10979463012848,1.0127817783569624
119,18.100157744486356,1.0120697912150325
120,18.100094345791877,0.9835844536661872
121,18.06615831101642,1.0720026643058582
122,18.133537450413243,1.1077193831614098
123,18.11127873444708,1.0441532546157186
124,18.074481227912926,1.017030629415027
125,18.19168558065173,1.0375717748616522
126,18.11722370209454,1.042128083950213
127,18.153324401858754,1.0634557607500605
128,18.113881129236333,1.1244693730339816
129,18.120122772114268,1.0325966012666192
130,18.102177891629832,1.0520820045791448
131,18.163507991798213,1.1016578727718147
132,18.126220550605247,1.0734097543694243
133,18.148939673933864,1.0674191073026322
134,18.03096304230871,1.0599552035181046
135,18.13730217810444,1.0238659475330523
136,18.07053932686234,1.0858213229851021
137,18.115235839911243,1.0848941129423932
138,18.158835551702555,1.1016613428538031
139,18.13325369218695,1.0355893964652163
140,18.085549287422584,1.1305954041754442
141,18.11651847014847,1.06940130723248
142,18.13775979457207,1.0921350836662713
143,18.08984609816231,1.093465181642394
144,18.185387171075337,1.0864396910221255
145,18.162173558205026,1.116964372174052
146,18.11044152585538,1.0361134267934167
147,18.194700049560236,1.0698725692091715
148,18.144808701924692,1.1081609985207639
149,18.0981399344409,1.0333732771106348
150,18.09092169287716,0.9805670450018661
151,18.138436358170768,1.1455579535273406
152,18.02774295597799,1.0202400733417945
153,18.087840317228924,0.9848549065730713
154,18.17214994306138,1.0307478753714372
155,18.099241185275527,1.0211971729205542
156,18.098875614649618,1.080637153790544
157,18.119198099752136,1.0651520157932879
158,18.05089113547166,1.0621581751209377
159,18.095978239435738,1.0669770014344306
160,18.103923134289012,1.0498591040383978
161,18.068768650001942,1.0639470055564275
162,18.132350831612925,1.0346412104783826
163,18.083000198684044,1.0590833373412447
164,18.069111399579036,1.0642936168686203
165,18.075987745721918,1.0655609436024378
166,18.094249428876864,1.0523063937166208
167,18.091738502747955,1.0418943780635312
168,18.080173529399485,1.0349917214254403
169,18.040923947456285,1.0245772927879153
170,18.172611318713905,1.0471403021750152
171,18.087957053492218,1.0874283900647443
172,18.093358661547025,1.015293336604903
173,18.172523878456502,1.002455641707733
174,18.12719374412094,1.0558314531241093
175,18.093816939215326,1.0090882364987155
176,18.09837529462282,1.1268919139278923
177,18.099827537590567,1.0159222785389261
178,18.176620412977467,1.0537457723461294
179,18.196107204730886,1.0522856861724803
180,18.18413661553974,1.1090552557026994
181,18.061877552549703,1.0572905061954578
182,18.169018600471105,1.1091947057743619
183,18.208263808491175,1.0529021739944797
184,18.07051940933706,1.0482167951234633
185,18.16436429668598,0.9689918939606129
186,18.13610057709149,1.1163632241839094
187,18.078141291262277,1.0516235019878488
188,18.110402867611953,1.081251563336275
189,18.14828094701113,1.115350286676701
190,18.11967798379095,1.0952240056609608
191,18.115933671077993,1.0730343830782783
192,18.056715710845207,1.0692985199508944
193,18.071327563994032,1.0666585519038045
194,18.107131954605546,1.0755831604982118
195,18.05745018794059,1.1865378781769924
196,18.172995428236835,1.0743004743182163
197,18.125317016269847,1.0689206144424979
198,18.080676489863173,1.0124496184365919
199,18.151582807779718,1.05850686343069
200,18.159288244815006,1.0596205189666386
