time_step,region_1_entropy,region_2_entropy,region_3_entropy,region_4_entropy,region_5_entropy,region_6_entropy,region_7_entropy,region_8_entropy,global_entropy,lock_epoch
0,2.6001605874346767,2.5304640152777287,2.504892690224171,2.5644224979057046,2.4806056344965417,2.536476781866937,2.5730235407551554,2.6087183841079797,5.608379444145574,-1
1,3.2507375547401782,3.158660125746549,3.1220819147544066,3.2004689468846226,3.1094756714988714,3.1693667710821396,3.2219097987578493,3.2621233924924624,5.606955397077772,-1
2,3.8987090538708924,3.7863348963614607,3.741672046240733,3.8290682861624292,3.7308703334364908,3.8071469836283303,3.8835863935924295,3.9171017504002994,5.6051895312735995,-1
3,4.5485618125084075,4.401924590777048,4.366048416980252,4.455044494883387,4.349611926244441,4.441908099818967,4.54592673941823,4.570644294700861,5.605825218303867,-1
4,5.191837201913688,5.016622435415729,4.995979130118277,5.079091482799473,4.954851920200361,5.07646864829874,5.201832692157205,5.221740211287082,5.607109088196566,-1
5,5.185336292788607,5.000337797053741,4.987576561355104,5.06655598627384,4.939232960590468,5.088062527898969,5.214343984862892,5.218350028311016,5.620761054567978,-1
6,5.17660274736139,4.985188747474455,4.983387999567545,5.057800941531657,4.932752861550381,5.0948341976935465,5.219279160293581,5.225301138947438,5.617776793749568,-1
7,5.168263530454159,4.972508193239754,4.984929272933483,5.051564835117013,4.93159256199836,5.1018727556404695,5.221608983942433,5.240398603560072,5.610220671160132,-1
8,5.161041274145605,4.962415981578719,4.983544934652506,5.048150552213325,4.925827449522876,5.1120500301603915,5.2312759842070555,5.254115475368621,5.615134043367971,-1
9,5.154540937871248,4.96080809726797,4.985916163723936,5.057049561003783,4.903430105600177,5.12058053394698,5.229969223361506,5.271026538327404,5.628908940158639,-1
10,5.150129322682076,4.959459030194334,4.980999726705725,5.079203238481103,4.8969573403318964,5.1274243548095315,5.222368598049432,5.284312955037292,5.635583444236133,-1
