universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,cold_min_z,cold_mean_z_topk,cold_count,cold_sigma_best,cold_flag,angle_deg,aoe_align_score,aoe_flag,ft_acc_delta,ft_auc_delta,ft_r2_delta,abs_E_minus_I,logE,logX,E_rank,X_rank,dist_to_goldilocks
0,766136188,9.076606865458409,0.0,9.076606865458409,0,0,-1,-1,,,,,0,,,0,0.0,0.0,0.0,9.076606865458409,2.2057004295411438,2.2057004295411438,0.3594,0.3594,0.9400547671690934
1,3526872806,4.8154804052203914,0.0,4.8154804052203914,0,0,-1,-1,,,,,0,,,0,0.0,0.0,0.0,4.8154804052203914,1.5718358129047802,1.5718358129047802,0.1282,0.1282,1.0204500657754885
2,1043113217,19.138262012197046,0.0,19.138262012197046,1,0,664,-1,,,,,0,,,0,0.0,0.0,0.0,19.138262012197046,2.9516895779414845,2.9516895779414845,0.7113,0.7113,0.750220042115794
3,3998857492,23.6304024715152,0.0,23.6304024715152,1,0,462,-1,,,,,0,,,0,0.0,0.0,0.0,23.6304024715152,3.162534123280439,3.162534123280439,0.7909,0.7909,0.6654661684678905
4,779381612,61.453163490060284,0.0,61.453163490060284,1,0,454,-1,,,,,0,,,0,0.0,0.0,0.0,61.453163490060284,4.1182753154039835,4.1182753154039835,0.9793,0.9793,0.048141417361513596
5,3108939735,22.73798470406638,0.0,22.73798470406638,1,0,282,-1,,,,,0,,,0,0.0,0.0,0.0,22.73798470406638,3.1240368610031695,3.1240368610031695,0.7766,0.7766,0.6823035455242129
6,722890374,28.543794830767485,0.0,28.543794830767485,0,0,-1,-1,,,,,0,,,0,0.0,0.0,0.0,28.543794830767485,3.351439568548353,3.351439568548353,0.8539,0.8539,0.5727644733695475
7,1378377227,14.969449823841215,0.0,14.969449823841215,0,0,-1,-1,,,,,0,,,0,0.0,0.0,0.0,14.969449823841215,2.706011445841821,2.706011445841821,0.5992,0.5992,0.8288736337996524
8,3625562166,36.60968225044656,0.0,36.60968225044656,1,0,952,-1,,,,,0,,,0,0.0,0.0,0.0,36.60968225044656,3.6003127477841153,3.6003127477841153,0.915,0.915,0.4205841910705701
9,1548617924,7.434995762873358,0.0,7.434995762873358,1,0,646,-1,,,,,0,,,0,0.0,0.0,0.0,7.434995762873358,2.0061980100228314,2.0061980100228314,0.2737,0.2737,0.971027284886985
10,2147949708,20.605190693229474,0.0,20.605190693229474,1,1,354,517,,,,,0,,,0,0.0,0.0,0.0,20.605190693229474,3.0255430194546036,3.0255430194546036,0.7412,0.7412,0.722543283294771
