feature,importance_classification,importance_regression
I,0.0,0.17632731707170135
abs_E_minus_I,0.0,0.17044282717439438
E_plus_I,0.0,0.15632765481164582
logX,0.0,0.1475808058628869
X,0.0,0.14099142731669667
E_times_I,0.0,0.13001189141491173
E,0.0,0.07831807634776315
