universe_id,E,I,topological_defects,magnetic_field_strength,string_tension,string_density,wall_energy_density,wall_probability,pbh_mass_fraction,anomaly_seed
156,0.766,0.4582890463491788,False,1.0200737754636105e-09,1.0264e-06,0.09916578092698358,1.0198e-12,0.04916578092698358,1.009028904634918e-06,42
145,0.7551065689892901,0.294409203877526,False,9.641766351493901e-10,1.022042627595716e-06,0.09588818407755052,1.016531970696787e-12,0.04588818407755052,9.904622341856106e-07,42
101,0.72,0.43962103071060643,False,9.917051723053138e-10,1.008e-06,0.09879242061421213,1.006e-12,0.04879242061421213,9.979621030710606e-07,42
127,0.7495512575426186,0.3523369659065672,False,9.793791851884962e-10,1.0198205030170475e-06,0.09704673931813135,1.0148653772627855e-12,0.047046739318131345,9.951439480991803e-07,42
141,0.7408056953593241,0.4068738927920184,False,9.918950041831586e-10,1.0163222781437295e-06,0.09813747785584037,1.0122417086077973e-12,0.04813747785584037,9.988485283510665e-07,42
139,0.766,0.2809266265755917,False,9.65109161575776e-10,1.0264e-06,0.09561853253151184,1.0198e-12,0.04561853253151184,9.91292662657559e-07,42
42,0.7629709206681479,0.4035525556633092,False,1.0016402193781711e-09,1.0251883682672591e-06,0.0980710511132662,1.0188912762004443e-12,0.048071051113266185,1.0029494396999605e-06,42
15,0.766,0.33282224387600445,False,9.811916133771739e-10,1.0264e-06,0.09665644487752009,1.0198e-12,0.04665644487752009,9.964822243876006e-07,42
126,0.72,0.3642038086021099,False,9.688537540064393e-10,1.008e-06,0.09728407617204221,1.006e-12,0.0472840761720422,9.90420380860211e-07,42
65,0.72,0.5182642428550074,False,1.0155340655850672e-09,1.008e-06,0.10036528485710015,1.006e-12,0.05036528485710015,1.0058264242855008e-06,42
