epoch,A,I_track
0,20.498720676242968,-0.02706379931333783
1,20.156404705590493,0.0070376656160067615
2,19.861924973097967,0.026336087169321957
3,20.882991096119706,0.012080548213370342
4,23.011896707275245,0.0028753090425716905
5,23.090066581953096,-0.008325114692766108
6,23.835415048013395,0.008878347863667204
7,23.424769710851084,0.018649325764001953
8,22.53192406060002,0.07323671693658027
9,22.59670246357037,0.034747976019713994
10,23.77756518376948,0.04462020053228325
11,24.86340089405995,0.05622652134715905
12,24.3542572664423,0.0364237313104953
13,23.632668318426376,0.011050828879162002
14,25.851608468394033,0.08968685447965422
15,27.915328451567238,0.08783645189803209
16,28.09931485662119,0.10768872373845417
17,28.980257706534722,0.07774359216108354
18,27.632026958994167,0.0254698637475737
19,27.263125974834374,-0.05339394463822875
20,29.123553905248635,-0.055338036951226646
21,28.680523366333947,-0.07499575036362949
22,29.174736018768655,-0.1318153887696855
23,29.961883126963627,-0.12273961897966103
24,30.443957842847745,-0.11758897184689507
25,30.032989562328662,-0.0935919332542196
26,31.357562237559453,-0.05533002826945603
27,31.42050808532708,-0.05787568288410775
28,30.775185323550218,-0.03660382534112133
29,31.39856597508056,-0.06234059099753599
30,30.41150339198624,-0.09808170672970273
31,30.911052991228814,-0.07499310873096526
32,31.125651324603712,-0.06056722962286367
33,30.198242924701496,-0.050470594574223274
34,31.79600595906903,-0.07084018318387474
35,32.861509699374466,-0.06320703379428191
36,34.92102964447313,-0.11104527557519875
37,34.91107137828353,-0.09586308334064345
38,34.973506783196456,-0.13751756858282663
39,35.07897838613846,-0.17084204744254544
40,35.21823868724242,-0.13015593708009532
41,36.116345743234284,-0.18964743014689597
42,37.20347712577153,-0.22760978928486253
43,37.466828434345786,-0.17037080491234943
44,37.4648287001691,-0.16569295087497052
45,36.45152714933185,-0.14006339158107184
46,36.99150186708497,-0.1894523431568007
47,38.56683671329296,-0.1768030093507416
48,39.749693454979095,-0.15266767266780332
49,38.657577392302336,-0.21809134158417712
50,40.22365365170767,-0.2390610897299306
51,40.119174148191696,-0.27095657072165846
52,39.07303838514168,-0.25723356164603917
53,38.24332374662222,-0.3326228607444642
54,37.421964647292604,-0.3169983447184236
55,39.56806440997071,-0.29978719366166756
56,40.49059333269907,-0.3339435794807026
57,40.603326168141464,-0.37525633239248135
58,41.528450418095645,-0.34829011470606114
59,42.903114934421936,-0.38901109681919616
60,42.347814853396656,-0.4434605160957361
61,42.665118151744366,-0.44250016413264376
62,42.85294765931102,-0.42144225101340815
63,44.22158799874461,-0.40875243135287526
64,44.160407116719284,-0.3707680516886597
65,44.806778218397994,-0.36853139256279027
66,45.42596640724764,-0.39956702805995803
67,45.690379761541635,-0.3717261290403008
68,46.96026045648058,-0.43969264220385884
69,48.31406881412899,-0.4180580012892954
70,48.089303227296,-0.41311680306185794
71,48.47706918074755,-0.38491243543873943
72,48.22422238662229,-0.3389396047397669
73,48.16862387677839,-0.30434563959030553
74,48.13672247891845,-0.3070258121531068
75,48.85029812915195,-0.3272591442878862
76,49.9530252044191,-0.35900641203636596
77,51.1892096579666,-0.3599455749589076
78,50.27043500003897,-0.36265693516137343
79,52.2944475838322,-0.35025177144656133
80,53.417801567272846,-0.35584355079437535
81,53.02794609254062,-0.32163712504940684
82,53.017198596536815,-0.3233781945142816
83,51.69270483371232,-0.34008457617221355
84,52.41112976752678,-0.363348659792859
85,52.65844055688759,-0.4243933080213911
86,53.67124496975455,-0.4035027006876226
87,53.194503523752715,-0.4222316387177709
88,53.591171204589266,-0.42754920030977694
89,52.927773585991254,-0.4056625104490423
90,53.214676905368535,-0.4157492502424577
91,52.950835322469175,-0.4028650003051391
92,52.72510265772709,-0.45548622708501596
93,53.872214342920664,-0.5006681166838258
94,53.43177901033071,-0.5015473759038547
95,54.42142953869363,-0.5292298437703946
96,54.63623708759938,-0.504533319912148
97,54.29075248235512,-0.5239650373239811
98,56.3142826595072,-0.6025617720714959
99,56.402712883542556,-0.522255654877506
100,57.201866610662215,-0.48440095763391633
101,57.216911852492785,-0.4378214685731709
102,59.020984055008,-0.453449955483208
103,59.11996041450233,-0.44564051630354323
104,58.79399927239104,-0.46224802488107425
105,60.281525857455236,-0.47235193891539073
106,59.97190937052682,-0.433363242994788
107,58.536440032861876,-0.45288307071034645
108,58.546624660273686,-0.4314975132131347
109,61.24258998362191,-0.390439811752288
110,62.60327274186376,-0.346142562146346
111,62.27911615043446,-0.2997598740364487
112,62.40154727495213,-0.2894563357697969
113,62.12055034950832,-0.2026479425380409
114,61.94902709332057,-0.19145408556062846
115,63.64104091165221,-0.18348666059743568
116,64.31092368557748,-0.2163073712940563
117,63.65686269978233,-0.19470658506080096
118,64.84595085226626,-0.1717111106123942
119,63.59425218756207,-0.24812304533266863
120,64.47579149128661,-0.21656075483015874
121,64.94668221387082,-0.18606781753400792
122,67.9077247478582,-0.12358431710253831
123,68.86439682553222,-0.1370094881755374
124,69.76519590178656,-0.11013673406765326
125,69.08177987757226,-0.07308608951844146
126,69.40738713622194,-0.08165796536742417
127,69.31563072135599,-0.09252284175158022
128,70.2228512130661,-0.07187855248490453
129,70.40275478593286,-0.10947578511045347
130,71.36456197624582,-0.08132420701171972
131,70.41085115599988,-0.05369912368440008
132,72.02555921362837,-0.03660411478311329
133,74.72204110555553,-0.11541015575073493
134,75.9618357198585,-0.15342251902037082
135,75.80301614122523,-0.17865583343505945
136,75.60025922037148,-0.19830730434467475
137,75.11304774764662,-0.23542934904109508
138,75.94945046867771,-0.26897263246201936
139,77.91762324861783,-0.3289396682802302
140,79.40743921363512,-0.33699682750106913
141,79.23128623808243,-0.30767073157225344
142,78.54575730072133,-0.3306560788613562
143,81.01651303577877,-0.3271394518322441
144,81.62025277535028,-0.27567503473840804
145,81.80042055762003,-0.3127731015671386
146,83.47189457535457,-0.301420577231844
