universe_id,E,I,age_Gyr,vacuum_energy,entanglement_entropy,holographic_entropy,magnetic_field_strength,string_density,wall_probability,pbh_mass_fraction,topological_defects
156,0.766,0.15983854708983386,305391684.58036417,0.7399436327070813,0.11079163826011638,32766.27270376176,9.275839657431396e-10,0.09319677094179668,0.04319677094179668,9.791838547089835e-07,False
145,0.7640779395986885,0.1306004527079448,305391684.58036417,0.7358529351003283,0.0905253355743644,32647.19051463555,9.176685513298534e-10,0.0926120090541589,0.0426120090541589,9.758756331905323e-07,False
101,0.766,0.22144225191183745,305391684.58036417,0.7446624764964467,0.1534920725695353,32964.949462492135,9.466749538674785e-10,0.09442884503823676,0.04442884503823675,9.853442251911837e-07,False
127,0.7464822930780771,0.17568811931201694,305391684.58036417,0.7222729854412342,0.12177772455900382,32565.005742307003,9.236863683496174e-10,0.09351376238624035,0.04351376238624034,9.76865270546817e-07,False
141,0.766,0.13088948386786314,305391684.58036417,0.7377261344642783,0.09072567670795578,32672.90971421688,9.186126510506508e-10,0.09261778967735727,0.04261778967735727,9.762889483867864e-07,False
139,0.72,0.1791007927639375,305391684.58036417,0.6968952570790035,0.12414320954037433,32234.92863427514,9.127675402074731e-10,0.09358201585527876,0.04358201585527875,9.719100792763936e-07,False
42,0.72,0.2959956761178622,305391684.58036417,0.7053116886804861,0.2051685683590309,32605.10850569407,9.481866898637122e-10,0.09591991352235725,0.04591991352235725,9.835995676117863e-07,False
15,0.7385317424600677,0.1819822744119717,305391684.58036417,0.7150451239588963,0.12614050042054448,32482.556201641924,9.220224869886113e-10,0.09363964548823944,0.04363964548823943,9.759045759332105e-07,False
126,0.766,0.2101234144739196,305391684.58036417,0.7437954535487022,0.14564645231222617,32928.44532785837,9.431672461454677e-10,0.0942024682894784,0.044202468289478394,9.84212341447392e-07,False
65,0.7621898703907954,0.18909337546591334,305391684.58036417,0.7384928824050679,0.13106954006676097,32811.2115667853,9.349226614326596e-10,0.09378186750931827,0.04378186750931827,9.813473116247503e-07,False
