parameter,sensitivity,stable_mean,unstable_mean,parameter_range
E,0.10013508194100823,0.7479462321760898,0.7433400184068034,0.04600000000000004
I,0.09266675617525445,0.2199668810594282,0.24194345553923982,0.23715704948437824
X,0.08167546697047036,18.9183285025915,19.221782567842386,3.7153637010805127
