power_law_coeff_a,power_law_exponent_b,mean_correlation_E_stable,mean_correlation_I_stable,mean_correlation_X_stable
1.4592564198531663,-0.2259008072418742,0.0634560625169714,-0.12301541798802591,-0.09826541593500997
