feature,importance_classification,importance_regression
abs_E_minus_I,0.12972779245655727,0.24868917175467387
I,0.14813350622603755,0.15499747039767478
logX,0.17038736124662066,0.14292356137917298
E_times_I,0.15330314019966593,0.14279466521486314
E_plus_I,0.15255506098148702,0.13112183875731992
X,0.15626030921046197,0.13074493576720553
E,0.0896328296791697,0.048728356729089775
