total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.92,0.7485714285714286,0.8342857142857143,0.060052219321148875,0.6768111304052228,146.416149068323,270.39694656488547
