total_universes,stable_universes,unstable_universes,lockin_universes,E_mean,E_std,E_min,E_max,E_median,I_mean,I_std,I_min,I_max,I_median,X_mean,X_std,X_min,X_max,X_median,stability_rate,lockin_rate,E_I_correlation,E_stability_correlation,I_stability_correlation,X_stability_correlation
175,161,14,131,0.747577735074547,0.019749416834489778,0.72,0.766,0.7569611543060141,0.2217250070178131,0.04860531477257378,0.11324653998139597,0.3504035894657742,0.22013734523311834,18.94260482781157,0.84018625134117,17.04900688443445,20.764370585514964,18.9309112868986,0.92,0.7485714285714286,-0.3118659606391207,0.06345606251697114,-0.12301541798802604,-0.09826541593501047
