feature,importance_classification,importance_regression
abs_E_minus_I,0.0,0.22318305769628954
logX,0.0,0.21976833865657128
E,0.0,0.2007280535023484
X,0.0,0.1990636848949095
E_plus_I,0.0,0.1572568652498811
I,0.0,0.0
E_times_I,0.0,0.0
