ell,C_ell_scaled,fit_alpha,fit_R_squared,n_maps
2,461.99132545511134,0.10218277987452286,0.6923458955136665,29
3,376.04766727957013,0.10218277987452286,0.6923458955136665,29
4,391.2993073108643,0.10218277987452286,0.6923458955136665,29
5,436.0585390119798,0.10218277987452286,0.6923458955136665,29
6,386.622350667226,0.10218277987452286,0.6923458955136665,29
7,412.256026730471,0.10218277987452286,0.6923458955136665,29
8,400.0957617012715,0.10218277987452286,0.6923458955136665,29
9,377.1165750683183,0.10218277987452286,0.6923458955136665,29
10,342.58413337022523,0.10218277987452286,0.6923458955136665,29
11,381.2925313251162,0.10218277987452286,0.6923458955136665,29
12,334.1157302164189,0.10218277987452286,0.6923458955136665,29
13,358.50377283034237,0.10218277987452286,0.6923458955136665,29
14,425.01830970675763,0.10218277987452286,0.6923458955136665,29
15,349.99946752377673,0.10218277987452286,0.6923458955136665,29
16,366.8507103107936,0.10218277987452286,0.6923458955136665,29
17,368.841648154707,0.10218277987452286,0.6923458955136665,29
18,356.64389445762146,0.10218277987452286,0.6923458955136665,29
19,391.2089604033004,0.10218277987452286,0.6923458955136665,29
20,330.1353576541888,0.10218277987452286,0.6923458955136665,29
21,361.42581142850355,0.10218277987452286,0.6923458955136665,29
22,320.92603262936007,0.10218277987452286,0.6923458955136665,29
23,349.1721771518912,0.10218277987452286,0.6923458955136665,29
24,349.6602590347406,0.10218277987452286,0.6923458955136665,29
25,334.9413479630285,0.10218277987452286,0.6923458955136665,29
26,354.4280853033052,0.10218277987452286,0.6923458955136665,29
27,348.5074837357308,0.10218277987452286,0.6923458955136665,29
28,339.0266780331109,0.10218277987452286,0.6923458955136665,29
29,360.81358900728486,0.10218277987452286,0.6923458955136665,29
30,357.332987292648,0.10218277987452286,0.6923458955136665,29
31,334.69366292108305,0.10218277987452286,0.6923458955136665,29
32,340.0729756825287,0.10218277987452286,0.6923458955136665,29
33,317.613639689736,0.10218277987452286,0.6923458955136665,29
34,332.21266566856923,0.10218277987452286,0.6923458955136665,29
35,353.9962619131136,0.10218277987452286,0.6923458955136665,29
36,344.40355602727567,0.10218277987452286,0.6923458955136665,29
