feature,importance_classification,importance_regression
logX,0.16307847312369136,0.16602731332255982
E,0.06121880189303039,0.15583083565143685
X,0.1395275542938652,0.15124152549200912
E_plus_I,0.14572080767590917,0.14741836977538952
abs_E_minus_I,0.1456410410076349,0.13044375381766035
I,0.17396171199307767,0.12693304508261213
E_times_I,0.17085161001279137,0.12210515685833215
