total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.5142857142857142,0.13142857142857142,0.32285714285714284,0.060052219321148875,0.8062182082063165,192.3,321.04347826086956
