total_universes,stable_universes,unstable_universes,lockin_universes,E_mean,E_std,E_min,E_max,E_median,I_mean,I_std,I_min,I_max,I_median,X_mean,X_std,X_min,X_max,X_median,stability_rate,lockin_rate,E_I_correlation,E_stability_correlation,I_stability_correlation,X_stability_correlation
175,90,85,23,0.7503939465763139,0.01836465497153209,0.72,0.766,0.7610458244277996,0.17648592559321247,0.05527634332212358,0.07940622859900409,0.4097713611996462,0.16869808095788943,18.1846255922041,1.0223933390026971,15.904944769130855,21.859612852802698,18.08061150152342,0.5142857142857142,0.13142857142857142,-0.10889358371090009,0.058537250821777985,-0.05302977961560682,-0.030578185517068306
