universe_id,E,I,age_Gyr,vacuum_energy,entanglement_entropy,holographic_entropy,magnetic_field_strength,string_density,wall_probability,pbh_mass_fraction,topological_defects
156,0.766,0.09630388175843344,305391684.58036417,0.735076877342696,0.06675276411783648,32561.368446598415,9.078945729569386e-10,0.09192607763516868,0.041926077635168674,9.728303881758433e-07,False
145,0.766,0.18558900396100386,305391684.58036417,0.7419161177034129,0.12864049483849835,32849.31993804373,9.355640323275152e-10,0.09371178007922008,0.04371178007922008,9.817589003961004e-07,False
101,0.728188465060694,0.23340366026112402,305391684.58036417,0.7087752271181689,0.16178308904236946,32512.70205640669,9.329880893674786e-10,0.09466807320522248,0.04466807320522248,9.789780590382512e-07,False
127,0.72,0.1310686136303733,305391684.58036417,0.6934369401813869,0.09084983999779407,32082.821498483754,8.982137899300031e-10,0.09262137227260747,0.04262137227260747,9.671068613630373e-07,False
141,0.766,0.14020599697748914,305391684.58036417,0.7384397793684757,0.0971833915025428,32702.95619652891,9.21499838463324e-10,0.09280411993954979,0.04280411993954979,9.77220599697749e-07,False
139,0.766,0.1014791123853777,305391684.58036417,0.73547330000872,0.07033996063565037,32578.058969507947,9.094983769282286e-10,0.09202958224770756,0.04202958224770756,9.73347911238538e-07,False
42,0.766,0.14070444582880126,305391684.58036417,0.7384779605504862,0.09752888991848314,32704.563732998635,9.216543077623455e-10,0.09281408891657603,0.04281408891657603,9.772704445828803e-07,False
15,0.72,0.19002829322938777,305391684.58036417,0.6976820371125159,0.13171757567856868,32269.533576777052,9.160785728485044e-10,0.09380056586458776,0.043800565864587755,9.730028293229388e-07,False
126,0.735005194898567,0.09792466110079612,305391684.58036417,0.7054524486154153,0.06787620274930498,32169.316691352677,8.947687869392114e-10,0.09195849322201594,0.041958493222015926,9.667935050897932e-07,False
65,0.766,0.22602670841955183,305391684.58036417,0.7450136458649377,0.1566697756722572,32979.73469273315,9.480956769392192e-10,0.09452053416839104,0.04452053416839104,9.858026708419553e-07,False
