universe_id,E,I,topological_defects,magnetic_field_strength,string_tension,string_density,wall_energy_density,wall_probability,pbh_mass_fraction,anomaly_seed
156,0.766,0.09630388175843344,False,9.078945729569386e-10,1.0264e-06,0.09192607763516868,1.0198e-12,0.041926077635168674,9.728303881758433e-07,42
145,0.766,0.18558900396100386,False,9.355640323275152e-10,1.0264e-06,0.09371178007922008,1.0198e-12,0.04371178007922008,9.817589003961004e-07,42
101,0.728188465060694,0.23340366026112402,False,9.329880893674786e-10,1.0112753860242775e-06,0.09466807320522248,1.0084565395182082e-12,0.04466807320522248,9.789780590382512e-07,42
127,0.72,0.1310686136303733,False,8.982137899300031e-10,1.008e-06,0.09262137227260747,1.006e-12,0.04262137227260747,9.671068613630373e-07,42
141,0.766,0.14020599697748914,False,9.21499838463324e-10,1.0264e-06,0.09280411993954979,1.0198e-12,0.04280411993954979,9.77220599697749e-07,42
139,0.766,0.1014791123853777,False,9.094983769282286e-10,1.0264e-06,0.09202958224770756,1.0198e-12,0.04202958224770756,9.73347911238538e-07,42
42,0.766,0.14070444582880126,False,9.216543077623455e-10,1.0264e-06,0.09281408891657603,1.0198e-12,0.04281408891657603,9.772704445828803e-07,42
15,0.72,0.19002829322938777,False,9.160785728485044e-10,1.008e-06,0.09380056586458776,1.006e-12,0.043800565864587755,9.730028293229388e-07,42
126,0.735005194898567,0.09792466110079612,False,8.947687869392114e-10,1.0140020779594268e-06,0.09195849322201594,1.01050155846957e-12,0.041958493222015926,9.667935050897932e-07,42
65,0.766,0.22602670841955183,False,9.480956769392192e-10,1.0264e-06,0.09452053416839104,1.0198e-12,0.04452053416839104,9.858026708419553e-07,42
