power_law_coeff_a,power_law_exponent_b,mean_correlation_E_stable,mean_correlation_I_stable,mean_correlation_X_stable
6.199860925784061e-17,12.189526154050691,0.058537250821777874,-0.053029779615606766,-0.0305781855170683
