universe_id,rank,z_value,sigma_arcmin,lon_deg,lat_deg,E,I,lock_epoch,variant
1421,1,-68.2192477724061,30.0,228.69140624999997,4.705331637653856,37.67233393369689,0.3595354752880932,306,E+I
3806,1,-77.67408389794932,30.0,188.26171875,18.60308963989887,26.899780141444,0.5565615149854825,311,E+I
7804,1,-73.63486964987669,30.0,183.515625,-27.700110287484492,29.461943735038314,0.4067238625136676,305,E+I
