time_step,region_1_entropy,region_2_entropy,region_3_entropy,region_4_entropy,region_5_entropy,region_6_entropy,region_7_entropy,region_8_entropy,global_entropy,lock_epoch
0,2.588794473380786,2.5235431872358256,2.6151837715349897,2.500014227966475,2.4701163083819133,2.5870086324105195,2.502377279345071,2.602070862299309,5.594991048720589,-1
1,3.240751782470666,3.1616944896670742,3.2647946083198525,3.122184921226879,3.09639709018312,3.2352174807867513,3.1277160621004714,3.2443269904618472,5.6058684651672115,-1
2,3.8912864479291422,3.7961734756702907,3.9094937147679802,3.7420570468022856,3.7215592466409815,3.8850980400470907,3.758310693998043,3.8884331850290366,5.608131490791321,-1
3,4.548387246902785,4.429122934565366,4.55213636716228,4.369452360808783,4.342818309398001,4.536929199916917,4.392215533865128,4.534255843120488,5.6121555184847285,-1
4,5.2076006689405006,5.060451429660809,5.194519151987518,4.9981038758913146,4.956382939876886,5.1924327044120195,5.029072866540031,5.182622891427064,5.614805347795595,-1
5,5.224841129201309,5.062064566906534,5.192167839985555,4.998803939477678,4.952360520602614,5.206334565273974,5.035243268956422,5.180995551848664,5.605757738496703,-1
6,5.236744471164371,5.065222148105737,5.1993520806397155,5.004292226899781,4.9596885209305,5.215525005444019,5.046710106559373,5.179677026510999,5.612434417696366,-1
7,5.249607077016454,5.067772910186571,5.200828542269191,5.002002589591969,4.96394271125488,5.2208259509930635,5.059005400120089,5.17446655403314,5.616904690022854,-1
8,5.256953911407358,5.062045964540923,5.208327276332213,5.00487435130672,4.971519368721328,5.214289411598424,5.0620197407115715,5.175860308247549,5.615803078612476,-1
9,5.2669508762408555,5.055975253173751,5.219839538135643,5.0146642724241115,4.974228502104968,5.215338953314111,5.073679011648145,5.175018408158561,5.61641658258854,-1
10,5.28400080715117,5.0555859359983755,5.233134455988714,5.023484796689427,4.975801210959145,5.216730509879741,5.07440345063144,5.176699644638885,5.618745917074214,-1
11,5.29428151987177,5.053232836367105,5.239053075064968,5.020940797265456,4.983258186465159,5.212098516451886,5.080083838948758,5.182725338218324,5.626134984588122,-1
12,5.299421861218268,5.05916333542886,5.252157072457509,5.023409988902796,5.003883198544385,5.208691680711986,5.088568713150172,5.178781934309373,5.632722920440969,-1
13,5.312803793114905,5.058152562293716,5.251516133660951,5.024008927417135,5.0221019435165175,5.210723892056409,5.0939215659410415,5.173583794043967,5.6310339133568625,-1
14,5.320383550389646,5.055484608281804,5.239660388896383,5.033107054871374,5.034978005727568,5.2116677887252765,5.10000340063882,5.17155985610823,5.631003684882454,-1
15,5.3280611313829915,5.057989528317391,5.228852310929153,5.045958728331876,5.050039934562701,5.219676934468186,5.114760957669721,5.164564437676784,5.632957610455603,-1
16,5.330563548093229,5.065342902932768,5.2164429208969345,5.055392366689618,5.067934865856112,5.2260627862785345,5.138848723630392,5.156872108433568,5.643598197799625,-1
17,5.3295434256047365,5.064208882898488,5.201823400731308,5.064575212234492,5.082723477066107,5.231830641273218,5.1494944697141785,5.160178507311068,5.6351969593054525,-1
18,5.318687846758275,5.058204721555868,5.186316583071001,5.075551770814411,5.100147248055427,5.233098068090059,5.165989643613712,5.156555679592397,5.649868326888894,-1
19,5.309178466261805,5.050303514550586,5.182241339161645,5.09104604050779,5.116361620849834,5.234899492416293,5.169152697881498,5.141606551451033,5.651334214974769,-1
