universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,E_times_I,E_plus_I,abs_E_minus_I,logX,_gap
0,2998798157,0.766,0.19583179470434783,18.84497230467826,0,0,-1,-1,0.15000715474353044,0.9618317947043479,0.5701682052956522,2.9362461570804097,0.5701682052956522
2,2566048346,0.7486669916368761,0.2868555136137741,20.136739077785457,0,0,-1,-1,0.2147592544116752,1.0355225052506503,0.461811478023102,3.0025459614595107,0.461811478023102
6,2659312484,0.7307328758441027,0.23574699475393612,18.858103422452906,0,0,-1,-1,0.17226807944814834,0.9664798705980389,0.4949858810901666,2.9369427113032325,0.4949858810901666
