total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.8914285714285715,0.6571428571428571,0.7742857142857142,0.060052219321148875,0.6931027642665305,164.57051282051282,283.17391304347825
