universe_id,E,I,age_Gyr,vacuum_energy,entanglement_entropy,holographic_entropy,magnetic_field_strength,string_density,wall_probability,pbh_mass_fraction,topological_defects
156,0.72,0.252670993657931,305391684.58036417,0.702192311543371,0.17513818686327468,32467.908955789688,9.35059311078353e-10,0.09505341987315863,0.04505341987315862,9.792670993657932e-07,False
145,0.72,0.35812904566116566,305391684.58036417,0.7097852912876039,0.24823613827666088,32801.87094805629,9.670131008353332e-10,0.09716258091322333,0.04716258091322331,9.898129045661166e-07,False
101,0.72,0.41709429329233977,305391684.58036417,0.7140307891170484,0.2891077334232282,32988.600659058306,9.84879570867579e-10,0.0983418858658468,0.0483418858658468,9.95709429329234e-07,False
127,0.766,0.21282752193917764,305391684.58036417,0.7440025881805411,0.14752079677770089,32937.166285599604,9.440052490489512e-10,0.09425655043878356,0.04425655043878356,9.844827521939178e-07,False
141,0.766,0.37332019043246956,305391684.58036417,0.7562963265871272,0.25876583744436815,33454.76767448308,9.937419270150224e-10,0.0974664038086494,0.047466403808649395,1.000532019043247e-06,False
139,0.766,0.22658590480116947,305391684.58036417,0.7450564803077696,0.1570573810675548,32981.53814473194,9.482689718978824e-10,0.0945317180960234,0.04453171809602339,9.85858590480117e-07,False
42,0.72,0.4255255097233576,305391684.58036417,0.7146378367000817,0.2949518073210789,33015.300430038784,9.874342294461773e-10,0.09851051019446716,0.04851051019446716,9.965525509723357e-07,False
15,0.7592880735899284,0.3635580480895207,305391684.58036417,0.7489281989076326,0.2519992360031283,33334.77787892622,9.874980441489772e-10,0.09727116096179042,0.04727116096179042,9.982134195269376e-07,False
126,0.766,0.23593145198982682,305391684.58036417,0.7457723492224207,0.16353522075216256,33011.678264216134,9.511651569716474e-10,0.09471862903979654,0.04471862903979654,9.867931451989827e-07,False
65,0.72,0.24062879480309057,305391684.58036417,0.7013252732258225,0.16679117067929985,32429.774013559676,9.314105248253364e-10,0.09481257589606182,0.044812575896061815,9.780628794803089e-07,False
