universe_id,E,I,lock_epoch,ell,axis_lon,axis_lat,peak_value,category,alignment_angle_deg,p_value,aoe_flag
5,0.766,0.2640031052596342,122,2,52.65957446808511,72.7573118229907,-40.24529507488154,lock_in,63.06512651977587,0.0,False
5,0.766,0.2640031052596342,122,3,145.8984375,29.313198964168343,-35.9915939403635,lock_in,63.06512651977587,0.0,False
8,0.766,0.3055439725073836,122,2,159.2016806722689,-45.38920300540005,-34.11778137172112,lock_in,48.033619030868074,0.0,False
8,0.766,0.3055439725073836,122,3,237.85714285714286,-56.25546743858109,31.060438865891093,lock_in,48.033619030868074,0.0,False
57,0.7543871587085011,0.28512716073888594,124,2,5.625,12.941631985423356,25.956812873255696,lock_in,123.77492991159313,1.0,False
57,0.7543871587085011,0.28512716073888594,124,3,233.08593749999997,18.209956864283,32.11288593010036,lock_in,123.77492991159313,1.0,False
21,0.7469819401062358,0.23457706202821293,-1,2,205.31250000000003,60.43443884495228,-27.27484781304907,stable,54.82608840302669,0.0,False
21,0.7469819401062358,0.23457706202821293,-1,3,259.80468749999994,20.742379954487134,26.61866330204885,stable,54.82608840302669,0.0,False
24,0.72,0.3866334017780951,-1,2,280.546875,8.084013907099305,33.52015633200455,stable,18.87211977268915,0.0,True
24,0.72,0.3866334017780951,-1,3,281.24999999999994,26.944358180475724,-25.90638867704631,stable,18.87211977268915,0.0,True
108,0.7482894126385462,0.2459710012594422,-1,2,224.99999999999997,46.96497733995481,-37.47491843854009,stable,104.23971016246959,1.0,False
108,0.7482894126385462,0.2459710012594422,-1,3,344.88281249999994,7.180755781458288,-36.98215412019634,stable,104.23971016246959,1.0,False
4,0.766,0.33695293982355956,-1,2,227.67326732673266,52.416011889394284,30.42188437606427,unstable,92.5901758776576,1.0,False
4,0.766,0.33695293982355956,-1,3,44.64843749999999,34.95386525718846,-26.37967816365414,unstable,92.5901758776576,1.0,False
39,0.766,0.41443809159350753,-1,2,112.5,-83.41768908593824,-27.55264105362305,unstable,134.67461701688273,1.0,False
39,0.766,0.41443809159350753,-1,3,337.8515625,40.228184728061095,37.68999681979895,unstable,134.67461701688273,1.0,False
42,0.72,0.4255255097233576,-1,2,131.1328125,10.199918091116317,-25.531892793353045,unstable,99.34566862197781,0.0,False
42,0.72,0.4255255097233576,-1,3,223.7946428571429,-48.1412077943603,21.787051089429433,unstable,99.34566862197781,0.0,False
1,0.7396122969675456,0.3290178401316028,161,2,151.17187499999997,11.719760305788782,-28.675814769963537,lock_in,97.18746874044785,1.0,False
1,0.7396122969675456,0.3290178401316028,161,3,251.015625,11.11088180000327,10.851532707824969,lock_in,97.18746874044785,1.0,False
2,0.7610477603013226,0.27398128223314755,157,2,128.62831858407077,-47.74965082913661,-20.256843755937346,lock_in,145.06008431434498,0.0,False
2,0.7610477603013226,0.27398128223314755,157,3,290.0390625,16.334822780685997,-21.620482277170417,lock_in,145.06008431434498,0.0,False
