power_law_coeff_a,power_law_exponent_b,mean_correlation_E_stable,mean_correlation_I_stable,mean_correlation_X_stable
332.6145317629202,-2.047020397303886,0.09381236635780284,0.027488292373926353,0.05788829890127984
