feature,importance_classification,importance_regression
abs_E_minus_I,0.14980301824903414,0.19918182732791756
logX,0.15995488891785317,0.16352530158361034
I,0.15492053756071106,0.15508182261693376
E_times_I,0.15949788754837135,0.14944473663346935
X,0.14830192797635203,0.13548979118146617
E_plus_I,0.14614106688466103,0.1141009130261538
E,0.08138067286301731,0.0831756076304491
