parameter,sensitivity,stable_mean,unstable_mean,parameter_range
E,0.12110090882397691,0.7494241275916997,0.7438534857857968,0.04600000000000004
I,0.017402827463804567,0.31716861686216424,0.31097989045941377,0.35561614430885774
X,0.035290269281265225,20.697517655352954,20.47470774398538,6.31363590886108
