universe_id,seed,complexity_score,life_score,lockin_score,goldilocks_score,stability_score,stable,lock_epoch,X,I
14,2587802107,89.56874129200746,97.25311193801119,74.2,94.50622387602236,100.0,1,129,21.8148708677375,0.4119372704298612
115,1915775826,88.58228151214105,99.27342226821159,67.19999999999999,98.54684453642318,100.0,1,164,21.93391193795453,0.39506008512685603
60,2386309999,88.24572247569517,98.96858371354276,66.8,97.93716742708553,100.0,1,166,21.91595018858923,0.38049775485924087
173,3814510100,86.39455305255217,98.09182957882825,63.0,96.1836591576565,100.0,1,185,22.089157018471248,0.37606427880395815
114,1204757490,85.08094215857608,91.82141323786412,71.6,83.64282647572824,100.0,1,142,21.494823389537547,0.3430457438631971
25,3521357818,85.04554631682917,95.76831947524376,63.6,91.53663895048751,100.0,1,182,22.22606327750292,0.3836701820834956
107,755420351,85.01374325179758,92.52061487769637,70.0,85.04122975539276,100.0,1,150,21.53602186793907,0.34533454821883713
49,1686205011,84.94094703199094,91.1114205479864,72.6,82.22284109597281,100.0,1,137,21.45298907904282,0.3407216155023788
141,2016865681,84.22007659849193,98.9301148977379,54.800000000000004,97.86022979547579,100.0,1,226,22.03976342778445,0.37332019043246956
165,1104069965,84.0664757442964,98.3997136164446,55.400000000000006,96.7994272328892,100.0,1,223,21.882431127601052,0.36457950708894715
