time,entropy,purity
0.0,0.2170319891676304,0.8956107208659282
0.05,0.3018218518654778,0.758743858294135
0.1,0.3986300769583819,0.7583284661282615
0.15000000000000002,0.47898977533351966,0.6758757928609624
0.2,0.5382161533825667,0.6280174768490423
0.25,0.5911458401934627,0.5900666056931834
0.30000000000000004,0.6256427960670871,0.5690066328175405
0.35000000000000003,0.6355404159044235,0.5340799732718952
0.4,0.759797346495199,0.4685722155764316
0.45,0.7561466311524753,0.4659434128393879
0.5,0.778979862354468,0.47065040910335265
0.55,0.8144301273222591,0.41574532443040946
0.6000000000000001,0.8367029058143179,0.3863018898528001
0.65,0.8453626539061788,0.37455273823335145
0.7000000000000001,0.8648466188942162,0.35284026798908413
0.75,0.8687323915370537,0.34447104812395035
0.8,0.8815173530560104,0.34956627151944913
0.8500000000000001,0.8969261285621313,0.30620205155706826
0.9,0.9287498241375666,0.3349458945128567
0.9500000000000001,0.9285957914791628,0.30679735912276196
1.0,0.9398491276046371,0.2964895470666276
1.05,0.9191487219080191,0.31625647627658177
1.1,0.9289914531102237,0.325067397024029
1.1500000000000001,0.9746041794883479,0.31101749720239047
1.2000000000000002,0.9808478910788514,0.27116157611170844
1.25,0.9703565581559919,0.28603090260830405
1.3,0.9388657296608653,0.2958990912967757
1.35,0.9750310924845689,0.25861018854957607
1.4000000000000001,0.9706440891512577,0.27817797355768
1.4500000000000002,0.9955671470879544,0.2659777566844952
1.5,1.0119395937101416,0.2558667357904945
1.55,0.9829735130458891,0.2729436213479708
1.6,0.9841049252277776,0.266117285363861
1.6500000000000001,1.0013064585947924,0.27216728863719614
1.7000000000000002,0.9722504472428748,0.2779348778491808
1.75,0.9851351086025955,0.2513656314651339
1.8,1.0186023793524206,0.23452037805535764
1.85,0.9792031571392823,0.2412421577902469
1.9000000000000001,0.9794834658398908,0.25566207171625926
1.9500000000000002,1.0212092385965355,0.207222098664227
2.0,1.0102715211068232,0.26327985556409844
2.0500000000000003,0.9915138968728489,0.25284569580042043
2.1,1.029442885472493,0.25784553561808443
2.15,1.005296369481554,0.22511738804514403
2.2,0.9780079548024122,0.247700611148488
2.25,0.9772894895795851,0.2484110519282874
2.3000000000000003,1.0013492684285836,0.2784835342267131
2.35,0.9870540857225377,0.29128461706635506
2.4000000000000004,0.9881775861018828,0.26522709284569734
2.45,0.9940059144662258,0.24015029647069713
2.5,0.9985293614443524,0.2510749292296144
2.5500000000000003,1.0000575821998974,0.24703112833574264
2.6,1.0236851964954574,0.22335439433003795
2.6500000000000004,0.9921255616127799,0.2365391474573449
2.7,0.9839681613065864,0.21319730299226194
2.75,1.001132141598961,0.2529776948869106
2.8000000000000003,0.9802648938904769,0.23328823747967492
2.85,1.0004184545743586,0.2327368038697933
2.9000000000000004,1.0114482765377875,0.25502649603405836
2.95,1.0379036766524923,0.2543820661296087
3.0,1.000876362250953,0.23081175947191815
3.0500000000000003,0.9553437856969341,0.28860637505595316
3.1,0.9951548769817612,0.2698854340314605
3.1500000000000004,0.9676059188520424,0.24946825442229817
3.2,1.0046038079712738,0.2106471314488694
3.25,0.956160614170799,0.24832772819477186
3.3000000000000003,1.0014397476269796,0.24677456717018625
3.35,0.9631777327634277,0.26954228322712154
3.4000000000000004,0.996457905919271,0.25051352522065207
3.45,0.9908148170231017,0.25100030797314504
3.5,1.0038725758420042,0.26088059367862604
3.5500000000000003,0.9995170967009194,0.2317742508630976
3.6,0.991892308719603,0.2502823980791954
3.6500000000000004,0.9943664773159961,0.26091890518800775
3.7,0.9998031852082787,0.26668337344141263
3.75,0.999749351615162,0.24977561576139237
3.8000000000000003,0.9939034337737099,0.24641530834358255
3.85,0.987156463686853,0.23915938710783607
3.9000000000000004,1.016516633382131,0.25090054397274736
3.95,0.9914059711931404,0.2535314234583208
4.0,1.0431269138859123,0.26584005482067535
4.05,1.0159973071244872,0.27310193472033734
4.1000000000000005,1.0172167655267508,0.26253560011681243
4.15,1.0008871791696803,0.2900434165583533
4.2,0.9840945044867859,0.290387963757955
4.25,1.014406054384785,0.2532360286974743
4.3,0.9947911501422695,0.26856989113833674
4.3500000000000005,1.001344554356272,0.21899798400863066
4.4,1.0324885463104723,0.2532740735364052
4.45,0.994257883841145,0.25973304962316823
4.5,1.0300400816608473,0.2735573304385504
4.55,0.9998054846342703,0.2407091122068449
4.6000000000000005,1.0157176362681983,0.24078187927430844
4.65,0.9892817777255762,0.25616134227206766
4.7,0.9495432529393559,0.25815425303853967
4.75,0.9986018546819556,0.25618811440177824
4.800000000000001,1.0316891321471104,0.24569629598666703
4.8500000000000005,1.035442546423194,0.2512767401534935
4.9,1.0265059141919601,0.23940471800635238
4.95,1.0459248352487136,0.2682405227093769
5.0,0.9770591144082225,0.24691241442139197
5.050000000000001,1.0079009840884818,0.26261462886374853
5.1000000000000005,0.9691310425713091,0.24089779633239214
5.15,0.9880776545539849,0.2414012697042502
5.2,0.9956674555346735,0.23650242616902298
5.25,0.9941326662944672,0.26934800439245804
5.300000000000001,0.9990062646746171,0.2658569899392791
5.3500000000000005,0.9904412154436391,0.2727788152058934
5.4,1.010269913450651,0.2390276692531294
5.45,0.9858760607268077,0.2632129792379126
5.5,1.0160969031761777,0.25538997119853984
5.550000000000001,0.9982550437982192,0.24810421403188826
5.6000000000000005,1.002703571913666,0.20660303952306117
5.65,0.9852607382553301,0.2567814955476064
5.7,0.9928092732235609,0.26084055892100955
5.75,0.9801480942049735,0.24664147986887797
5.800000000000001,1.0311432869666939,0.22457475553602832
5.8500000000000005,0.9949085520661131,0.247130855810033
5.9,1.0001292793319718,0.26586606482911
5.95,1.0197832400596254,0.24956339622392754
6.0,0.9865529400634152,0.2537112559281826
6.050000000000001,1.0132271145099838,0.264359589582668
6.1000000000000005,1.030533209715761,0.24562497604302716
6.15,1.0038801900532843,0.25855760919402154
6.2,1.0133747930797243,0.2871005101058164
6.25,1.0184641279592197,0.2647577005263635
6.300000000000001,1.0112248820861527,0.2643171906688809
6.3500000000000005,1.0151061603440674,0.22038244628824533
6.4,1.0147004900665528,0.24675330533294712
6.45,0.9757598404119875,0.24386363276520573
6.5,1.015335146711021,0.26944616977501623
6.550000000000001,0.9975797139729901,0.24214658199523026
6.6000000000000005,1.0023594356368513,0.2768816535134675
6.65,1.0280082950403804,0.2845704217327652
6.7,0.9629152108336325,0.24303995804466652
6.75,0.9531990301094267,0.23822426512179365
6.800000000000001,1.0016991368831054,0.2351957732470602
6.8500000000000005,0.9775536738389237,0.2592847906979189
6.9,1.014885008711101,0.2555169514747978
6.95,0.9951717310903682,0.23575622869887775
7.0,0.9777512880437054,0.26450070100132783
7.050000000000001,1.0100386200975435,0.21440817616353847
7.1000000000000005,0.9847796066899376,0.2337156190456837
7.15,0.9917276537592774,0.25983769193445866
7.2,1.0136667908483887,0.23508801106527807
7.25,0.9879258504374321,0.22675317960306904
7.300000000000001,0.980304772083242,0.2387696770164437
7.3500000000000005,0.9665007269129817,0.26977062028371623
7.4,1.0128958443612164,0.2621853190957527
7.45,0.9840459587745043,0.24831804208159797
7.5,1.006693342307813,0.2592001434349112
7.550000000000001,1.0019213822983692,0.27009256004464205
7.6000000000000005,0.9788309428568989,0.2880457463552244
7.65,1.0014353260423676,0.2520071057230295
7.7,0.9857617041315235,0.2513740964712647
7.75,1.0071679522437362,0.2859746217488907
7.800000000000001,0.9820497597765424,0.23599110643815543
7.8500000000000005,0.9918326882904929,0.2873211877723155
7.9,1.001369270838322,0.2665119512176262
7.95,1.029807486402266,0.23222543934105527
8.0,1.002026101884014,0.2383990477292295
8.05,1.012165464197809,0.27462694909848856
8.1,0.97381166356661,0.2635075644435411
8.15,1.0129314915046463,0.22566111900031574
8.200000000000001,0.9645600064153681,0.2492770673666454
8.25,0.9748762663539716,0.24550843594839455
8.3,1.0047535350464265,0.2592841264541661
8.35,1.0067135633230815,0.25042414648292716
8.4,0.9974510245555714,0.25655550009949457
8.450000000000001,0.9902911719494821,0.2811118826859274
8.5,1.0054383616726204,0.2500018221080187
8.55,1.0132044705873395,0.2895210174773155
8.6,1.0047240862999953,0.28707830432535963
8.65,1.023109878078567,0.23934007168218424
