universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch
0,3100453613,8.328826778498275,0.0,8.328826778498275,1,1,462,666
1,1669419418,12.429042145915133,0.0,12.429042145915133,0,0,-1,-1
2,725523141,34.40152678943631,0.0,34.40152678943631,1,1,169,411
3,3001578003,10.488343930323609,0.0,10.488343930323609,0,0,-1,-1
4,3620803166,3.25593666620598,0.0,3.25593666620598,0,0,-1,-1
5,2923122605,2.2968368897511944,0.0,2.2968368897511944,0,0,-1,-1
6,14847474,13.437588820639673,0.0,13.437588820639673,0,0,-1,-1
7,1214765536,1.950799626824384,0.0,1.950799626824384,0,0,-1,-1
8,3130079873,11.60538463563262,0.0,11.60538463563262,0,0,-1,-1
9,1902528491,10.74822505094343,0.0,10.74822505094343,0,0,-1,-1
10,4242424844,5.501886711161977,0.0,5.501886711161977,0,0,-1,-1
11,2909672376,2.8654634259131293,0.0,2.8654634259131293,0,0,-1,-1
12,2033908862,11.41296720108353,0.0,11.41296720108353,0,0,-1,-1
13,1496052112,6.942836854494203,0.0,6.942836854494203,1,0,668,-1
14,3552697030,26.387614164818796,0.0,26.387614164818796,0,0,-1,-1
15,2007417191,12.483028584331308,0.0,12.483028584331308,0,0,-1,-1
16,990923980,7.59975012481882,0.0,7.59975012481882,0,0,-1,-1
17,3597786598,27.724913259452485,0.0,27.724913259452485,1,1,192,476
18,3139533639,20.842416431050033,0.0,20.842416431050033,1,1,276,456
19,3213105910,6.64209840483634,0.0,6.64209840483634,0,0,-1,-1
20,1761380037,18.125402624140015,0.0,18.125402624140015,1,1,312,755
21,3435597209,69.35692044168387,0.0,69.35692044168387,0,0,-1,-1
22,1796305058,27.336310992755575,0.0,27.336310992755575,1,0,473,-1
23,1777970481,16.933341808694138,0.0,16.933341808694138,1,0,562,-1
24,3993287930,6.34568741855396,0.0,6.34568741855396,0,0,-1,-1
25,1366254338,25.662949497803446,0.0,25.662949497803446,0,0,-1,-1
26,1773908218,6.620275156251881,0.0,6.620275156251881,1,1,532,695
27,1100755776,28.85313946412047,0.0,28.85313946412047,0,0,-1,-1
28,1031323328,16.552586594017537,0.0,16.552586594017537,0,0,-1,-1
29,155192768,34.64644234489915,0.0,34.64644234489915,1,0,255,-1
30,2690281322,76.54253571922477,0.0,76.54253571922477,1,0,550,-1
31,2595129926,12.844819045678689,0.0,12.844819045678689,0,0,-1,-1
32,2260056069,11.617961864063574,0.0,11.617961864063574,1,0,665,-1
33,1828338387,17.65397674865963,0.0,17.65397674865963,1,0,705,-1
34,2819067338,23.810384514498732,0.0,23.810384514498732,0,0,-1,-1
35,785594620,43.02509492881033,0.0,43.02509492881033,1,0,690,-1
36,4092908915,3.5039759241820314,0.0,3.5039759241820314,0,0,-1,-1
37,3712949582,22.96426126642462,0.0,22.96426126642462,1,0,516,-1
38,2841532208,22.298091732346865,0.0,22.298091732346865,0,0,-1,-1
39,3087396059,4.1998638025433,0.0,4.1998638025433,0,0,-1,-1
40,2053444703,8.999414575607855,0.0,8.999414575607855,1,0,790,-1
41,4058610195,4.355754280665025,0.0,4.355754280665025,0,0,-1,-1
