# TQE Heisenberg Fluctuation - NO-LAW Scenario
# Run: TQE_Heisenberg_Fluctuation_20251101_054309
# Timestamp: 20251101_054309
# Master Seed: 1964260773
# N_Ensemble: 100
# Reproducibility: Set MASTER_CTRL['SEED']=1964260773 to reproduce this run
time,mean_energy,std_energy,mean_entropy,mean_coherence,mean_uncertainty,std_uncertainty,mean_delta_x
1.003344481605351168e+00,8.617510907376383145e+00,3.370125066332845254e+00,1.341840218478598690e+00,1.425588454556804899e-02,1.252431883118841016e+00,1.576893174427661970e+00,9.201996171750734810e-01
1.043478260869565188e+00,8.602931972622483769e+00,3.353031866867054678e+00,1.369500613352208296e+00,1.404041281468600827e-02,1.274036977648127289e+00,1.582398324394291400e+00,9.311418386432375183e-01
1.083612040133779209e+00,8.587506953877756644e+00,3.336355812690395606e+00,1.396336468869500136e+00,1.383139888066379011e-02,1.293809236052950062e+00,1.584385467559062510e+00,9.421116387920903668e-01
1.123745819397993451e+00,8.571468915637719732e+00,3.320471539316909304e+00,1.422386884911510441e+00,1.363078190853758524e-02,1.311697848435053659e+00,1.582592985551060538e+00,9.530399872703003705e-01
1.163879598662207471e+00,8.555008346563989008e+00,3.305620979708698837e+00,1.447689929884961035e+00,1.343938583061655458e-02,1.327886747055511352e+00,1.577649119276332890e+00,9.638743058265778485e-01
1.204013377926421491e+00,8.538255189524024402e+00,3.291891540938809868e+00,1.472284719403832653e+00,1.325515708565998957e-02,1.342785169229701481e+00,1.571112390766194356e+00,9.745790507874489972e-01
1.244147157190635511e+00,8.521273212430683586e+00,3.279226063613552178e+00,1.496209602990239418e+00,1.307696664698637656e-02,1.356961670094942285e+00,1.565174667048449653e+00,9.851336008433366764e-01
1.284280936454849531e+00,8.504065478617729212e+00,3.267457429822594239e+00,1.519500621964996689e+00,1.290283669679030513e-02,1.371032266239172959e+00,1.562106778240685001e+00,9.955283792874906057e-01
1.324414715719063551e+00,8.486587893693785745e+00,3.256356499767742108e+00,1.542191110585868330e+00,1.273193512193460282e-02,1.385538789616990396e+00,1.563665383202931913e+00,1.005760275371348378e+00
1.364548494983277571e+00,8.468767113532113200e+00,3.245681477984343033e+00,1.564310607829447974e+00,1.256571204258266627e-02,1.400860628084324100e+00,1.570706150911821419e+00,1.015828348007596693e+00
1.404682274247491591e+00,8.450519383267044660e+00,3.235219269508492701e+00,1.585885350378009040e+00,1.240461217673178781e-02,1.417185173370180795e+00,1.583132416411179966e+00,1.025730511098762232e+00
1.444816053511705611e+00,8.431767779475359603e+00,3.224813751520517080e+00,1.606935194306916781e+00,1.224554470056333361e-02,1.434530710184541924e+00,1.600122584084221922e+00,1.035461468809099062e+00
1.484949832775919853e+00,8.412456394705111862e+00,3.214380506579439079e+00,1.627478871933629501e+00,1.208714764896413017e-02,1.452793319743893141e+00,1.620455756753740317e+00,1.045011751377258324e+00
1.525083612040133874e+00,8.392560863216464995e+00,3.203910707076129238e+00,1.647537109841170189e+00,1.192917552838890748e-02,1.471791399955814317e+00,1.642772893267521406e+00,1.054367476967978057e+00
1.565217391304347894e+00,8.372095081538505568e+00,3.193467496485618895e+00,1.667127950162476502e+00,1.177163526387895939e-02,1.491299719539318946e+00,1.665727481400156584e+00,1.063510490499032457e+00
1.605351170568561914e+00,8.351114070136954837e+00,3.183176761595929882e+00,1.686268478951524541e+00,1.161528670449907957e-02,1.511079102373078298e+00,1.688080814796506957e+00,1.072418706812511058e+00
1.645484949832775934e+00,8.329712845218788075e+00,3.173212235193525022e+00,1.704977544655600363e+00,1.146265694245705846e-02,1.530907228261420672e+00,1.708806215778002846e+00,1.081066667954631022e+00
1.685618729096989954e+00,8.308021179075508300e+00,3.163774241218612282e+00,1.723269067111955932e+00,1.131471169104780565e-02,1.550607167344341342e+00,1.727203663028551661e+00,1.089426425531851983e+00
1.725752508361203974e+00,8.286194397057871086e+00,3.155062853078002938e+00,1.741158357454961614e+00,1.117069322791551522e-02,1.570065075301502633e+00,1.742970789834006995e+00,1.097468864195756399e+00
1.765886287625418216e+00,8.264400915373100176e+00,3.147248938387796624e+00,1.758662216013305857e+00,1.102882078544132304e-02,1.589231966966939247e+00,1.756184986585860308e+00,1.105165506606808234e+00
1.806020066889632236e+00,8.242807924033376921e+00,3.140448644726930638e+00,1.775792960378012486e+00,1.088777110676428413e-02,1.608112848808229689e+00,1.767209770564075688e+00,1.112490715205842751e+00
1.846153846153846256e+00,8.221567216820865553e+00,3.134706812570851486e+00,1.792568095309232667e+00,1.074698249956891963e-02,1.626751702700812263e+00,1.776583103186487378e+00,1.119424074696417026e+00
1.886287625418060276e+00,8.200803419609963285e+00,3.129992468396918248e+00,1.809005356834590073e+00,1.060740708249252422e-02,1.645217518971067161e+00,1.784930595452297819e+00,1.125952643066373549e+00
1.926421404682274297e+00,8.180606609429354137e+00,3.126206230207266845e+00,1.825119269552944345e+00,1.047114277879268064e-02,1.663588027688142068e+00,1.792892852993547059e+00,1.132072726056073897e+00
1.966555183946488317e+00,8.161030559384117922e+00,3.123196840494566029e+00,1.840927004997602090e+00,1.033878487302395538e-02,1.681924329015567654e+00,1.801027539715282622e+00,1.137790860607112098e+00
2.006688963210702337e+00,8.142096743188108832e+00,3.120783030931592705e+00,1.856442877567485494e+00,1.021077393282197182e-02,1.700237908234758510e+00,1.809679201965743722e+00,1.143123787175533534e+00
2.046822742474916357e+00,8.123803065903041798e+00,3.118777239737694273e+00,1.871684250239332714e+00,1.008860258216535272e-02,1.718464813475585329e+00,1.818869658931088207e+00,1.148097339246504367e+00
2.086956521739130377e+00,8.106135342069583416e+00,3.117008385931942627e+00,1.886661778373634801e+00,9.972804249176068711e-03,1.736465074664122810e+00,1.828282753883033074e+00,1.152744369895986054e+00
2.127090301003344397e+00,8.089079054902303056e+00,3.115341230737870948e+00,1.901387996124944024e+00,9.863782451493651252e-03,1.754052493665526846e+00,1.837372905754733443e+00,1.157102032156641647e+00
2.167224080267558417e+00,8.072628999504418701e+00,3.113689842364249394e+00,1.915874372631318989e+00,9.762585225798078858e-03,1.771041640011508989e+00,1.845554264195387928e+00,1.161208878925220844e+00
2.207357859531772437e+00,8.056794998099318761e+00,3.112022911290618588e+00,1.930127998638685005e+00,9.671162754637729550e-03,1.787290898982426102e+00,1.852384780159770594e+00,1.165102293974577430e+00
2.247491638795986901e+00,8.041602804775331848e+00,3.110359671133803072e+00,1.944160067693759153e+00,9.590005226610347211e-03,1.802726552234092505e+00,1.857672721574387120e+00,1.168816681325286488e+00
2.287625418060200921e+00,8.027090352762938252e+00,3.108756964022322933e+00,1.957977613900843350e+00,9.518374802448818783e-03,1.817344905940396327e+00,1.861481966795941911e+00,1.172382645908841337e+00
2.327759197324414941e+00,8.013300400685384517e+00,3.107289986662765457e+00,1.971588518269900225e+00,9.454881550266332549e-03,1.831198402993227115e+00,1.864059176564482723e+00,1.175827154326992918e+00
2.367892976588628962e+00,8.000271226186642437e+00,3.106030691775255814e+00,1.985002785444270890e+00,9.398158938328569564e-03,1.844374431675682713e+00,1.865727234209651808e+00,1.179174447294314643e+00
2.408026755852842982e+00,7.988027211964514152e+00,3.105028170846393376e+00,1.998227012754532073e+00,9.346385195506113491e-03,1.856973925579753271e+00,1.866784908021131839e+00,1.182447343563715725e+00
2.448160535117057002e+00,7.976570991936954513e+00,3.104294557826653200e+00,2.011274062759433878e+00,9.298545561485986252e-03,1.869093813144389271e+00,1.867435649802277053e+00,1.185668549799477667e+00
2.488294314381271022e+00,7.965878369392121350e+00,3.103798444037697557e+00,2.024147609343254217e+00,9.253753157162867768e-03,1.880814934277494466e+00,1.867751970839748532e+00,1.188861657881113754e+00
2.528428093645485042e+00,7.955896624365773384e+00,3.103466049391351955e+00,2.036856037322819279e+00,9.211484486546352504e-03,1.892195759012238687e+00,1.867672218981962340e+00,1.192051632104127901e+00
2.568561872909699062e+00,7.946546230785981102e+00,3.103188950482297148e+00,2.049409430272062682e+00,9.170777535745900516e-03,1.903271698381377997e+00,1.867023357625449798e+00,1.195264722632732202e+00
2.608695652173913082e+00,7.937725509623354547e+00,3.102836299225100181e+00,2.061810669394315010e+00,9.131134423953753132e-03,1.914059359032126428e+00,1.865563052486618023e+00,1.198527854293513606e+00
2.648829431438127102e+00,7.929317407940992268e+00,3.102269199793867394e+00,2.074066777655519722e+00,9.092279425292863412e-03,1.924564495290996824e+00,1.863034087079806334e+00,1.201867613678743174e+00
2.688963210702341122e+00,7.921197426791297680e+00,3.101355100629541894e+00,2.086180552666778709e+00,9.053972838550189764e-03,1.934791825782781194e+00,1.859223019062759885e+00,1.205308989855196078e+00
2.729096989966555142e+00,7.913241700669252587e+00,3.099980479677236556e+00,2.098157042241625359e+00,9.016077667865581360e-03,1.944754588076784474e+00,1.854013760443348202e+00,1.208874024537931247e+00
2.769230769230769162e+00,7.905334323217919845e+00,3.098060568202396947e+00,2.109996436482003190e+00,8.978571838870521085e-03,1.954481807909204116e+00,1.847426487217269875e+00,1.212580512045049907e+00
2.809364548494983183e+00,7.897373183261853669e+00,3.095545275795122286e+00,2.121702488085000393e+00,8.941392945884358082e-03,1.964021660995837193e+00,1.839633569187275164e+00,1.216440870879798242e+00
2.849498327759197203e+00,7.889273796253089444e+00,3.092420853216164112e+00,2.133276355373937339e+00,8.904074537717717244e-03,1.973439886508765229e+00,1.830947210542547055e+00,1.220461293626544208e+00
2.889632107023411223e+00,7.880970871437949832e+00,3.088707227023428370e+00,2.144719915369615482e+00,8.866324012260971832e-03,1.982812965917730930e+00,1.821778186251700848e+00,1.224641266313240440e+00
2.929765886287625687e+00,7.872417628477668572e+00,3.084451413119697616e+00,2.156033374146919090e+00,8.827698035917520836e-03,1.992216770285936134e+00,1.812571180284408223e+00,1.228973524476689283e+00
2.969899665551839707e+00,7.863583148841837733e+00,3.079717944970262966e+00,2.167218097304932645e+00,8.787288817747280351e-03,2.001712570223808996e+00,1.803728792146819249e+00,1.233444473565325161e+00
3.010033444816053727e+00,7.854448288748787199e+00,3.074577731177151829e+00,2.178276038431068429e+00,8.744872742044759728e-03,2.011333424840840323e+00,1.795541223297928646e+00,1.238035047855043702e+00
3.050167224080267747e+00,7.845000858992232651e+00,3.069097039815523509e+00,2.189207517621563071e+00,8.700565130159486002e-03,2.021074506338421450e+00,1.788139356554886872e+00,1.242721923571439291e+00
3.090301003344481767e+00,7.835230859108906820e+00,3.063328283094668425e+00,2.200014117910610523e+00,8.654008382494112264e-03,2.030890370133558775e+00,1.781483769625396896e+00,1.247478953084693032e+00
3.130434782608695787e+00,7.825126519147106663e+00,3.057303932163127236e+00,2.210697920116979187e+00,8.605222097194352437e-03,2.040700441526541731e+00,1.775392100187134448e+00,1.252278659624180168e+00
3.170568561872909807e+00,7.814671748844610022e+00,3.051034315791266494e+00,2.221261198094345968e+00,8.554547922585723982e-03,2.050401631903648436e+00,1.769595822069089941e+00,1.257093631664657263e+00
3.210702341137123828e+00,7.803845342858924283e+00,3.044509395620922820e+00,2.231705322767213673e+00,8.502296298723337198e-03,2.059885044640145324e+00,1.763809611845155390e+00,1.261897681977626196e+00
3.250836120401337848e+00,7.792621984472000385e+00,3.037704002572402029e+00,2.242031571630795028e+00,8.448608342208684813e-03,2.069053003947768588e+00,1.757795075855549394e+00,1.266666681795111993e+00
3.290969899665551868e+00,7.780974782762581476e+00,3.030585549901879894e+00,2.252241624678190668e+00,8.393412845227566157e-03,2.077833223533442464e+00,1.751405305149360325e+00,1.271379036893170777e+00
3.331103678929765888e+00,7.768878826699348927e+00,3.023122941235403704e+00,2.262337726233516477e+00,8.336831576198059160e-03,2.086188246055509232e+00,1.744604455651724617e+00,1.276015828188246104e+00
3.371237458193979908e+00,7.756315087783798745e+00,3.015295271611718508e+00,2.272321341609230494e+00,8.279099774139479784e-03,2.094119601057258251e+00,1.737463688185103106e+00,1.280560685074946248e+00
3.411371237458193928e+00,7.743273974782415081e+00,3.007098981008715644e+00,2.282191892541451050e+00,8.220626307150289552e-03,2.101667033555971731e+00,1.730139206284094344e+00,1.284999486699110571e+00
3.451505016722407948e+00,7.729757938823612839e+00,2.998552369692702779e+00,2.291952642143050056e+00,8.161683263134478922e-03,2.108903634273080030e+00,1.722839671740128864e+00,1.289319992252303537e+00
3.491638795986621968e+00,7.715782719431790504e+00,2.989696810755158918e+00,2.301600450784294871e+00,8.102261059805278276e-03,2.115927939724208784e+00,1.715790019445666115e+00,1.293511487683215444e+00
3.531772575250836432e+00,7.701377070676155512e+00,2.980594544383581734e+00,2.311140377400563661e+00,8.042954302941737396e-03,2.122854220731826835e+00,1.709197720010364296e+00,1.297564509119321308e+00
3.571906354515050452e+00,7.686581062997629665e+00,2.971323513715146358e+00,2.320570872120236494e+00,7.984080117376737840e-03,2.129802262333196250e+00,1.703226301042061852e+00,1.301470671084297592e+00
3.612040133779264472e+00,7.671443274839004900e+00,2.961970183806438950e+00,2.329894268360549248e+00,7.925534413181197294e-03,2.136887889754236269e+00,1.697979381535886567e+00,1.305222597727234035e+00
3.652173913043478493e+00,7.656017335823866787e+00,2.952621571898785380e+00,2.339110627898386863e+00,7.867208840247844059e-03,2.144215253195225657e+00,1.693496488154405455e+00,1.308813933237020777e+00
3.692307692307692513e+00,7.640358342247633772e+00,2.943357756622340116e+00,2.348223965950722469e+00,7.809077016509699196e-03,2.151871466953038325e+00,1.689759705322638306e+00,1.312239395192307922e+00
3.732441471571906533e+00,7.624519636934935285e+00,2.934245939951127369e+00,2.357233796980937601e+00,7.751113879983027866e-03,2.159923708803324960e+00,1.686708269943845817e+00,1.315494831257796982e+00
3.772575250836120553e+00,7.608550343810581928e+00,2.925336775197309169e+00,2.366142767817363435e+00,7.693660715350605743e-03,2.168418460553520166e+00,1.684257090945613822e+00,1.318577244360985778e+00
3.812709030100334573e+00,7.592493897735214325e+00,2.916663241132077200e+00,2.374953729627713006e+00,7.636864700136254680e-03,2.177382315969965898e+00,1.682315116843946301e+00,1.321484763432156262e+00
3.852842809364548593e+00,7.576387641078778046e+00,2.908241925820482798e+00,2.383667853082057420e+00,7.580730975970384304e-03,2.186823725984040401e+00,1.680800352467735070e+00,1.324216554528489187e+00
3.892976588628762613e+00,7.560263397374068717e+00,2.900076250028265079e+00,2.392287419925260394e+00,7.525278282207657245e-03,2.196735146680402373e+00,1.679649706758657768e+00,1.326772687576314169e+00
3.933110367892976633e+00,7.544148801254282333e+00,2.892160941602161639e+00,2.400814684041369773e+00,7.470160078741606979e-03,2.207095217209613658e+00,1.678823239758868491e+00,1.329153991791374168e+00
3.973244147157190653e+00,7.528069077366000172e+00,2.884486976398684011e+00,2.409251609134400507e+00,7.415250927046761371e-03,2.217870746758829892e+00,1.678303416551251370e+00,1.331361942001518583e+00
4.013377926421404673e+00,7.512048925554854151e+00,2.877046216992063421e+00,2.417599665983184654e+00,7.360519008142198116e-03,2.229018393830416667e+00,1.678090547037038416e+00,1.333398615008746679e+00
4.053511705685618693e+00,7.496114184529243829e+00,2.869835090679524026e+00,2.425861120858529674e+00,7.306409941787653760e-03,2.240485982207115256e+00,1.678195771832612593e+00,1.335266740186966894e+00
4.093645484949832714e+00,7.480293004516374467e+00,2.862856832519464767e+00,2.434036479943032294e+00,7.253143735429676449e-03,2.252213446572807420e+00,1.678632918687654740e+00,1.336969846135475537e+00
4.133779264214046734e+00,7.464616350116379806e+00,2.856122054549139921e+00,2.442128947677044692e+00,7.200369727781993391e-03,2.264133467064808780e+00,1.679410454894001647e+00,1.338512482982343599e+00
4.173913043478260754e+00,7.449117763029073913e+00,2.849647660312570885e+00,2.450138250046828947e+00,7.147650517375720575e-03,2.276171947703589993e+00,1.680524664319132278e+00,1.339900485109552841e+00
4.214046822742474774e+00,7.433832425936575561e+00,2.843454370918128138e+00,2.458066617372507867e+00,7.094932715003352507e-03,2.288248598533330291e+00,1.681955046229215878e+00,1.341141235437820489e+00
4.254180602006688794e+00,7.418795668222275097e+00,2.837563328411114139e+00,2.465915220936683028e+00,7.042281077812465734e-03,2.300277951324951164e+00,1.683662675420768196e+00,1.342243900239429300e+00
4.294314381270902814e+00,7.404041129049904413e+00,2.831992362966954779e+00,2.473685377400270724e+00,6.989894560931183415e-03,2.312171124522982790e+00,1.685591812278369739e+00,1.343219617307778613e+00
4.334448160535116834e+00,7.389598834111422931e+00,2.826752533585600968e+00,2.481379903499886463e+00,6.938027269304052405e-03,2.323838528093689959e+00,1.687674432964811011e+00,1.344081634239543854e+00
4.374581939799330854e+00,7.375493444888806316e+00,2.821845477169181216e+00,2.488999179220686031e+00,6.887148244682061125e-03,2.335193480606646332e+00,1.689836705477747225e+00,1.344845400891435672e+00
4.414715719063544874e+00,7.361742904447537761e+00,2.817261946499312941e+00,2.496545462731857068e+00,6.837622254395200015e-03,2.346156460385810494e+00,1.692005977383514770e+00,1.345528618760765127e+00
4.454849498327758894e+00,7.348357638220734067e+00,2.812981715549697892e+00,2.504019977913155337e+00,6.789791699894793045e-03,2.356659512757804720e+00,1.694116751302393364e+00,1.346151241361551953e+00
4.494983277591973803e+00,7.335340382623124711e+00,2.808974817610907504e+00,2.511424760938988587e+00,6.743979370039464988e-03,2.366650251898057888e+00,1.696114470308128563e+00,1.346735408784250021e+00
4.535117056856187823e+00,7.322686622753749042e+00,2.805203891317216147e+00,2.518761440679905483e+00,6.700294507349284848e-03,2.376094950358313085e+00,1.697956617828393577e+00,1.347305292194365567e+00
4.575250836120401843e+00,7.310385536733265077e+00,2.801627267195109461e+00,2.526031154795306488e+00,6.658898980548340341e-03,2.384980372215450117e+00,1.699611424381354041e+00,1.347886824642705816e+00
4.615384615384615863e+00,7.298421281115041737e+00,2.798202346500459736e+00,2.533235725267040106e+00,6.620004269275040279e-03,2.393314216062321087e+00,1.701055101846347117e+00,1.348507304222902992e+00
4.655518394648829883e+00,7.286774417844486429e+00,2.794888810843392246e+00,2.540376056311850039e+00,6.583548354479294706e-03,2.401124228493300539e+00,1.702268806188320216e+00,1.349194872139730439e+00
4.695652173913043903e+00,7.275423281864220826e+00,2.791651251577865089e+00,2.547453677046604970e+00,6.549496776520353364e-03,2.408456186076300742e+00,1.703236417145691961e+00,1.349977887019947254e+00
4.735785953177257923e+00,7.264345117790146134e+00,2.788460913258726137e+00,2.554469290820034821e+00,6.517975847521111088e-03,2.415371013225395824e+00,1.703943814821947678e+00,1.350884232595146894e+00
4.775919732441471943e+00,7.253516867263951617e+00,2.785296389265917050e+00,2.561423990836777520e+00,6.488695277448283151e-03,2.421941316720582993e+00,1.704379802037857994e+00,1.351940604851900485e+00
4.816053511705685963e+00,7.242915555445788023e+00,2.782143268468828090e+00,2.568319185615498768e+00,6.461370920091735574e-03,2.428247596478206649e+00,1.704538338875210668e+00,1.353171824944474855e+00
4.856187290969899983e+00,7.232518294091976330e+00,2.778992885260264778e+00,2.575154301774598586e+00,6.436050754367003343e-03,2.434374354908600324e+00,1.704421432967476946e+00,1.354600216592978024e+00
4.896321070234114003e+00,7.222301978696229696e+00,2.775840447090402119e+00,2.581931023868973885e+00,6.412301995238720888e-03,2.440406285181291324e+00,1.704041901551890170e+00,1.356245073892318853e+00
4.936454849498328024e+00,7.212242799703725282e+00,2.772682885599061287e+00,2.588649657566488571e+00,6.389796809027630149e-03,2.446424676992721370e+00,1.703425268945499171e+00,1.358122231169072158e+00
4.976588628762542044e+00,7.202315707810229561e+00,2.769516790266133732e+00,2.595311273745365188e+00,6.368481350617226713e-03,2.452504141200559484e+00,1.702610240085385529e+00,1.360243734061259646e+00
5.016722408026756064e+00,7.192493969641850171e+00,2.766336738938215856e+00,2.601916167984843486e+00,6.347990646994256317e-03,2.458709726518926608e+00,1.701647449517610822e+00,1.362617603142131539e+00
5.056856187290970084e+00,7.182748925517123517e+00,2.763134249714072066e+00,2.608465145772708382e+00,6.327806432511935177e-03,2.465094487258945311e+00,1.700596482953782962e+00,1.365247678733629844e+00
5.096989966555184104e+00,7.173050021256558217e+00,2.759897462150199043e+00,2.614959244598836552e+00,6.307895166490582600e-03,2.471697561479529792e+00,1.699521466259311442e+00,1.368133537515705100e+00
5.137123745819398124e+00,7.163365138216787109e+00,2.756611533796077040e+00,2.621398008538188940e+00,6.288145155189492526e-03,2.478542828316431468e+00,1.698485772312638087e+00,1.371270476496071256e+00
5.177257525083612144e+00,7.153661198185457870e+00,2.753259630187422591e+00,2.627783300402542377e+00,6.268353517692828655e-03,2.485638220245778740e+00,1.697546567252547822e+00,1.374649565074791413e+00
5.217391304347826164e+00,7.143904979129842125e+00,2.749824307381289135e+00,2.634114946052936723e+00,6.248538536056964104e-03,2.492975757816654259e+00,1.696749968238613571e+00,1.378257769813034272e+00
5.257525083612040184e+00,7.134064049643339622e+00,2.746289044280889158e+00,2.640393323251774227e+00,6.228672917653322455e-03,2.500532342987613177e+00,1.696127497997661937e+00,1.382078157513669803e+00
5.297658862876254204e+00,7.124107717146829444e+00,2.742639679643469997e+00,2.646618956186496341e+00,6.208644546575987737e-03,2.508271293751823894e+00,1.695694309109817777e+00,1.386090180558349871e+00
5.337792642140468224e+00,7.114007888095106757e+00,2.738865542149906851e+00,2.652792506875611522e+00,6.188002993097367968e-03,2.516144537824635652e+00,1.695449354019696653e+00,1.390270044708467267e+00
5.377926421404682245e+00,7.103739755714811643e+00,2.734960123460608017e+00,2.658914389368192577e+00,6.166458508296401159e-03,2.524095322836548139e+00,1.695377356938708280e+00,1.394591155141208461e+00
5.418060200668896265e+00,7.093282258582329192e+00,2.730921222981284036e+00,2.664983916860946156e+00,6.144007019479975733e-03,2.532061259827723454e+00,1.695452166681806316e+00,1.399024632392615208e+00
5.458193979933110285e+00,7.082618286883166192e+00,2.726750576692579919e+00,2.671002144831137848e+00,6.120602100358859404e-03,2.539977504457016977e+00,1.695640887469851421e+00,1.403539886609568521e+00
5.498327759197324305e+00,7.071734647076386437e+00,2.722453058600798226e+00,2.676969249310377386e+00,6.096165809721085065e-03,2.547779895474550749e+00,1.695908124580963960e+00,1.408105236231827817e+00
5.538461538461538325e+00,7.060621825421468323e+00,2.718035601405603963e+00,2.682885511640792142e+00,6.070538210160818758e-03,2.555407904003370589e+00,1.696219742198061375e+00,1.412688555011755609e+00
5.578595317725752345e+00,7.049273612173090342e+00,2.713506015203161592e+00,2.688751195046782616e+00,6.043676065096135509e-03,2.562807287362959041e+00,1.696545686361827565e+00,1.417257929085286916e+00
5.618729096989966365e+00,7.037686659153291835e+00,2.708871886020185915e+00,2.694566434124280985e+00,6.015857164616421511e-03,2.569932376227135329e+00,1.696861637651476240e+00,1.421782302988265689e+00
