universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch,E_times_I,E_plus_I,abs_E_minus_I,logX,_gap
99,1362906072,0.766,0.12551223181729707,17.57922017271135,1,1,85,172,0.09614236957204955,0.8915122318172971,0.6404877681827029,2.866717532496834,0.6404877681827029
118,3956541505,0.7531400644656538,0.15354266682367612,17.826569292139247,1,1,148,191,0.11563913398981185,0.90668273128933,0.5995973976419777,2.8806900012549166,0.5995973976419777
65,824151368,0.766,0.22602670841955183,19.38848075155193,1,1,177,207,0.1731364586493767,0.9920267084195519,0.5399732915804482,2.9646791140215343,0.5399732915804482
