feature,importance_classification,importance_regression
abs_E_minus_I,0.15108554974066704,0.20121775147636825
E_times_I,0.1649007571288506,0.16519025287542857
I,0.15180017353420272,0.1600192393355284
E,0.07883447338705338,0.15686805347451077
X,0.14442809119300426,0.11688947808867661
E_plus_I,0.155039217850298,0.10224313277351882
logX,0.15391173716592388,0.09757209197596856
