parameter,sensitivity,stable_mean,unstable_mean,parameter_range
E,0.14387968256247394,0.7525537255020256,0.7459352601041518,0.04600000000000004
I,0.004452671856076891,0.33815982138369854,0.33993891254109965,0.39955586553566597
X,0.015998976061175577,21.137951294947083,21.03760562782283,6.272005579641984
