universe_id,E,I,age_Gyr,redshift,scale_factor,hubble_parameter,matter_density,dark_energy_density,total_density,epoch
156,0.766,0.27508876083275347,305391684.58036417,0.0,1.0,67.36,0.3153,0.766,1.0813000000000001,transition_era
156,0.766,0.27508876083275347,305391684.58036417,1.0,0.5,115.95315260362695,2.5224,0.766,3.2884,transition_era
156,0.766,0.27508876083275347,305391684.58036417,3.0,0.25,298.5530160126338,20.1792,0.766,20.9452,matter_dominated
156,0.766,0.27508876083275347,305391684.58036417,10.0,0.09090909090909091,1364.9220476542973,419.6643,0.766,420.43030000000005,matter_dominated
156,0.766,0.27508876083275347,305391684.58036417,1100.0,0.0009082652134423251,1381637.7212936003,420809879.80530006,0.766,420809880.5713,matter_dominated
145,0.766,0.28270813889468815,305391684.58036417,0.0,1.0,67.36,0.3153,0.766,1.0813000000000001,transition_era
145,0.766,0.28270813889468815,305391684.58036417,1.0,0.5,115.95315260362695,2.5224,0.766,3.2884,transition_era
145,0.766,0.28270813889468815,305391684.58036417,3.0,0.25,298.5530160126338,20.1792,0.766,20.9452,matter_dominated
145,0.766,0.28270813889468815,305391684.58036417,10.0,0.09090909090909091,1364.9220476542973,419.6643,0.766,420.43030000000005,matter_dominated
145,0.766,0.28270813889468815,305391684.58036417,1100.0,0.0009082652134423251,1381637.7212936003,420809879.80530006,0.766,420809880.5713,matter_dominated
101,0.7597847135635613,0.3808346338499088,305391684.58036417,0.0,1.0,67.36,0.3153,0.7597847135635613,1.0750847135635613,transition_era
101,0.7597847135635613,0.3808346338499088,305391684.58036417,1.0,0.5,116.3173966090884,2.5224,0.7597847135635613,3.2821847135635616,transition_era
101,0.7597847135635613,0.3808346338499088,305391684.58036417,3.0,0.25,299.2606207743008,20.1792,0.7597847135635613,20.938984713563563,matter_dominated
101,0.7597847135635613,0.3808346338499088,305391684.58036417,10.0,0.09090909090909091,1366.1611626673623,419.6643,0.7597847135635613,420.42408471356356,matter_dominated
101,0.7597847135635613,0.3808346338499088,305391684.58036417,1100.0,0.0009082652134423251,1381650.0925401775,420809879.80530006,0.7597847135635613,420809880.56508476,matter_dominated
127,0.7541109430254539,0.3509711582079371,305391684.58036417,0.0,1.0,67.36,0.3153,0.7541109430254539,1.069410943025454,transition_era
127,0.7541109430254539,0.3509711582079371,305391684.58036417,1.0,0.5,116.64891227862745,2.5224,0.7541109430254539,3.276510943025454,transition_era
127,0.7541109430254539,0.3509711582079371,305391684.58036417,3.0,0.25,299.9051167545739,20.1792,0.7541109430254539,20.933310943025454,matter_dominated
127,0.7541109430254539,0.3509711582079371,305391684.58036417,10.0,0.09090909090909091,1367.2913375193589,419.6643,0.7541109430254539,420.4184109430255,matter_dominated
127,0.7541109430254539,0.3509711582079371,305391684.58036417,1100.0,0.0009082652134423251,1381661.385827134,420809879.80530006,0.7541109430254539,420809880.559411,matter_dominated
141,0.766,0.23812942992702624,305391684.58036417,0.0,1.0,67.36,0.3153,0.766,1.0813000000000001,transition_era
141,0.766,0.23812942992702624,305391684.58036417,1.0,0.5,115.95315260362695,2.5224,0.766,3.2884,transition_era
141,0.766,0.23812942992702624,305391684.58036417,3.0,0.25,298.5530160126338,20.1792,0.766,20.9452,matter_dominated
141,0.766,0.23812942992702624,305391684.58036417,10.0,0.09090909090909091,1364.9220476542973,419.6643,0.766,420.43030000000005,matter_dominated
141,0.766,0.23812942992702624,305391684.58036417,1100.0,0.0009082652134423251,1381637.7212936003,420809879.80530006,0.766,420809880.5713,matter_dominated
139,0.7483373606871465,0.2842293532517247,305391684.58036417,0.0,1.0,67.36,0.3153,0.7483373606871465,1.0636373606871465,transition_era
139,0.7483373606871465,0.2842293532517247,305391684.58036417,1.0,0.5,116.98529551504207,2.5224,0.7483373606871465,3.270737360687147,transition_era
139,0.7483373606871465,0.2842293532517247,305391684.58036417,3.0,0.25,300.5595318906865,20.1792,0.7483373606871465,20.927537360687147,matter_dominated
139,0.7483373606871465,0.2842293532517247,305391684.58036417,10.0,0.09090909090909091,1368.4404360050419,419.6643,0.7483373606871465,420.4126373606872,matter_dominated
139,0.7483373606871465,0.2842293532517247,305391684.58036417,1100.0,0.0009082652134423251,1381672.8776885062,420809879.80530006,0.7483373606871465,420809880.55363744,matter_dominated
42,0.766,0.28813946159370163,305391684.58036417,0.0,1.0,67.36,0.3153,0.766,1.0813000000000001,transition_era
42,0.766,0.28813946159370163,305391684.58036417,1.0,0.5,115.95315260362695,2.5224,0.766,3.2884,transition_era
42,0.766,0.28813946159370163,305391684.58036417,3.0,0.25,298.5530160126338,20.1792,0.766,20.9452,matter_dominated
42,0.766,0.28813946159370163,305391684.58036417,10.0,0.09090909090909091,1364.9220476542973,419.6643,0.766,420.43030000000005,matter_dominated
42,0.766,0.28813946159370163,305391684.58036417,1100.0,0.0009082652134423251,1381637.7212936003,420809879.80530006,0.766,420809880.5713,matter_dominated
15,0.72,0.42131749120136275,305391684.58036417,0.0,1.0,67.35999999999999,0.3153,0.72,1.0352999999999999,transition_era
15,0.72,0.42131749120136275,305391684.58036417,1.0,0.5,118.62247090463089,2.5224,0.72,3.2424,transition_era
15,0.72,0.42131749120136275,305391684.58036417,3.0,0.25,303.7510302768371,20.1792,0.72,20.8992,matter_dominated
15,0.72,0.42131749120136275,305391684.58036417,10.0,0.09090909090909091,1374.0664017305714,419.6643,0.72,420.38430000000005,matter_dominated
15,0.72,0.42131749120136275,305391684.58036417,1100.0,0.0009082652134423251,1381729.2795895697,420809879.80530006,0.72,420809880.5253001,matter_dominated
126,0.72,0.3475214393879888,305391684.58036417,0.0,1.0,67.35999999999999,0.3153,0.72,1.0352999999999999,transition_era
126,0.72,0.3475214393879888,305391684.58036417,1.0,0.5,118.62247090463089,2.5224,0.72,3.2424,transition_era
126,0.72,0.3475214393879888,305391684.58036417,3.0,0.25,303.7510302768371,20.1792,0.72,20.8992,matter_dominated
126,0.72,0.3475214393879888,305391684.58036417,10.0,0.09090909090909091,1374.0664017305714,419.6643,0.72,420.38430000000005,matter_dominated
126,0.72,0.3475214393879888,305391684.58036417,1100.0,0.0009082652134423251,1381729.2795895697,420809879.80530006,0.72,420809880.5253001,matter_dominated
65,0.7534323081201929,0.24941318735078527,305391684.58036417,0.0,1.0,67.36,0.3153,0.7534323081201929,1.068732308120193,transition_era
65,0.7534323081201929,0.24941318735078527,305391684.58036417,1.0,0.5,116.68850152415537,2.5224,0.7534323081201929,3.275832308120193,transition_era
65,0.7534323081201929,0.24941318735078527,305391684.58036417,3.0,0.25,299.9821116606856,20.1792,0.7534323081201929,20.932632308120194,matter_dominated
65,0.7534323081201929,0.24941318735078527,305391684.58036417,10.0,0.09090909090909091,1367.426454235149,419.6643,0.7534323081201929,420.4177323081202,matter_dominated
65,0.7534323081201929,0.24941318735078527,305391684.58036417,1100.0,0.0009082652134423251,1381662.7366014742,420809879.80530006,0.7534323081201929,420809880.5587324,matter_dominated
