total_universes,stability_efficiency,lockin_efficiency,combined_efficiency,E_parameter_utilization,I_parameter_utilization,average_stability_time,average_lockin_time
175,0.7714285714285715,0.5085714285714286,0.64,0.060052219321148875,0.7496250501882152,174.76296296296297,301.561797752809
