power_law_coeff_a,power_law_exponent_b,mean_correlation_E_stable,mean_correlation_I_stable,mean_correlation_X_stable
21.508606754889946,-1.2333933508849828,0.15274642400779642,-0.010236772681697195,0.034574299247767365
