universe_id,seed,complexity_score,life_score,lockin_score,goldilocks_score,stability_score,stable,lock_epoch,X,I
170,2511131491,89.09286489851085,99.23929734776627,68.8,98.47859469553254,100.0,1,156,20.01375766394772,0.26076431466376226
20,2721018563,86.92509156845553,97.78763735268329,65.2,95.57527470536658,100.0,1,174,20.235419440741126,0.2837715421688253
156,4282739682,86.8015947711868,97.3023921567802,65.8,94.6047843135604,100.0,1,171,20.271597694989563,0.27508876083275347
19,2669575958,86.7049433582964,96.6574150374446,66.8,93.31483007488919,100.0,1,166,19.82126117876662,0.25007006548703437
134,633493247,86.13669571778648,95.70504357667971,67.0,91.41008715335944,100.0,1,165,20.390690647464247,0.286238165148337
100,445303244,85.6682622116886,93.10239331753289,70.8,86.20478663506579,100.0,1,146,19.556210683207734,0.25454701071152563
74,2364180057,85.13352232432771,98.30028348649157,58.80000000000001,96.60056697298313,100.0,1,206,19.943747939992026,0.2631667976416196
139,1208928184,83.88910025039009,99.83365037558514,52.0,99.66730075117026,100.0,1,240,20.082875572273977,0.2842293532517247
163,1034308907,83.4906599810182,87.6359899715273,75.2,75.27197994305459,100.0,1,124,20.992292219898516,0.3185774974369261
25,179369507,83.38200549414346,93.47300824121518,63.2,86.94601648243035,100.0,1,184,20.55710371561971,0.29095020642331704
