universe_id,seed,E,I,X,stable,lockin,stable_epoch,lock_epoch
0,2998798157,0.766,0.19583179470434783,18.84497230467826,0,0,-1,-1
1,3303049920,0.7467720411149809,0.3537572640505896,21.303071575210232,1,0,495,-1
2,2566048346,0.7486669916368761,0.2868555136137741,20.136739077785457,0,0,-1,-1
3,2484319055,0.766,0.3942158915862164,22.415886048551897,1,1,190,415
4,1574895070,0.766,0.21982728322435555,19.2768910980384,1,0,268,-1
5,3437835687,0.72,0.5330076221910485,23.99413719943887,1,1,83,314
6,2659312484,0.7307328758441027,0.23574699475393612,18.858103422452906,0,0,-1,-1
7,410425398,0.72,0.2478333102084161,18.86099958375149,0,0,-1,-1
8,3516655254,0.72,0.3519568129272388,20.7352226326903,1,0,445,-1
9,3884330718,0.766,0.36378254277190486,21.868085769894286,1,1,83,385
10,49887163,0.766,0.35425869407417987,21.69665649333524,1,1,316,460
11,1961729078,0.766,0.3503700861044807,21.62666154988065,1,1,22,361
12,2113705234,0.766,0.35677942985006506,21.742029737301173,1,1,39,183
13,585685459,0.7407101016148206,0.3594093448144052,21.283570238955708,1,0,89,-1
14,2025318660,0.7325418883638675,0.40497456362507833,21.940379912528762,0,0,-1,-1
15,173193547,0.72,0.42131749120136275,21.983714841624533,1,1,279,459
16,3843261639,0.7253643452424812,0.3801314337954133,21.34965271316706,1,1,285,450
17,3115245046,0.7559107143509329,0.3744325463930973,21.85800012209441,0,0,-1,-1
18,38058043,0.766,0.2619757667388213,20.035563801298785,1,0,451,-1
19,2669575958,0.766,0.25007006548703437,19.82126117876662,1,1,11,166
20,2721018563,0.7563765840851135,0.2837715421688253,20.235419440741126,1,1,134,174
21,2493287791,0.766,0.2832875890754068,20.419176603357325,0,0,-1,-1
22,4277074332,0.766,0.3330871076740558,21.315567938133007,1,1,122,283
23,719015495,0.766,0.3937472249091776,22.407450048365195,1,1,425,488
24,1692060056,0.7491785779871672,0.41290027394070733,22.415776490676077,1,1,320,480
25,179369507,0.766,0.29095020642331704,20.55710371561971,1,1,103,184
