universe_id,E,I,topological_defects,magnetic_field_strength,string_tension,string_density,wall_energy_density,wall_probability,pbh_mass_fraction,anomaly_seed
156,0.727885053322306,0.2359110805942477,False,9.336112307995085e-10,1.0111540213289225e-06,0.09471822161188496,1.0083655159966917e-12,0.04471822161188496,9.791681187238858e-07,42
145,0.72,0.18762978644325592,False,9.153518252923065e-10,1.008e-06,0.09375259572886513,1.006e-12,0.04375259572886512,9.727629786443255e-07,42
101,0.7322578072232595,0.0800582970027714,False,8.881144329374173e-10,1.0129031228893037e-06,0.09160116594005543,1.0096773421669777e-12,0.04160116594005543,9.64457391144929e-07,42
127,0.766,0.33259892171987304,False,9.811224058409888e-10,1.0264e-06,0.09665197843439746,1.0198e-12,0.046651978434397466,9.964598921719874e-07,42
141,0.72,0.22007985921690443,False,9.25184197342722e-10,1.008e-06,0.0944015971843381,1.006e-12,0.04440159718433809,9.760079859216903e-07,42
139,0.766,0.35367032805846305,False,9.876524346653177e-10,1.0264e-06,0.09707340656116926,1.0198e-12,0.04707340656116926,9.985670328058463e-07,42
42,0.766,0.17779340122748186,False,9.331481750403967e-10,1.0264e-06,0.09355586802454964,1.0198e-12,0.04355586802454964,9.809793401227482e-07,42
15,0.7551756584798418,0.15616061925973165,False,9.215902803812938e-10,1.0220702633919367e-06,0.09312321238519464,1.0165526975439524e-12,0.043123212385194634,9.766511936219416e-07,42
126,0.766,0.16540937662802951,False,9.293103658170264e-10,1.0264e-06,0.0933081875325606,1.0198e-12,0.04330818753256059,9.79740937662803e-07,42
65,0.7651761489184182,0.15770294302618845,False,9.265525167731166e-10,1.0260704595673673e-06,0.09315405886052378,1.0195528446755255e-12,0.04315405886052377,9.788055240863023e-07,42
